State,Agency,Code,Name,Latitude (º),Longitude (º),Altitude (m),Start year,End year,Years,K,a,b,c,K_r,a_r,b_r,c_r,NSE_all18,R2_all18,RMSE_all18
MG,ANA,1847010,Iraí de Minas,-18.9819,-47.4575,946.0,1975.0,1999.0,25.0,2891.439,0.178,23.854,0.958,1433.566,0.16727401,6.5127864,0.8829845,0.9789064615169458,0.9789064615169458,8.456534043509857
MG,ANA,1847014,Coromandel,-18.46669999,-47.2,928.0,1975.0,1999.0,25.0,2587.15,0.166,26.069,0.927,1201.3208,0.14191827,3.0938017,0.8730131,0.9453582934900411,0.9453582934900411,12.413896533911714
MG,ANA,1847041,UHE Emborcação Barrament (Araguari),-18.45189999,-47.9844,940.0,1980.0,1999.0,20.0,6000.0,0.173,58.696,0.997,1821.809,0.13365862,5.5064354,0.9315685,0.8700029870928513,0.8700029870928513,20.13460813591767
MG,ANA,1848000,Monte Alegre de Minas,-18.87219999,-48.86939999,730.0,1975.0,1999.0,24.0,5942.282,0.177,40.081,1.061,531.07465,0.15220925,10.725398,0.7562504,0.34287974900245033,0.34287974900245033,46.69601807736882
MG,ANA,1848010,Araguari,-18.6511,-48.2092,963.0,1974.0,1999.0,25.0,10246.18,0.186,53.003,1.146,833.8258,0.13750973,2.433489,0.8232536,0.7637172543714406,0.7637172543714406,28.23928919833442
MG,ANA,1848013,Capim Branco,-18.75,-48.2667,1087.0,1978.0,1999.0,22.0,4061.385,0.169,35.786,0.973,878.07336,0.14139302,3.4223769,0.8284591,0.7654232678085495,0.7654232678085495,28.307645147078674
MG,ANA,1848049,Uberlândia,-18.9231,-48.2886,869.0,1986.0,1999.0,14.0,6050.0,0.19,54.122,0.999,946.91205,0.14211144,8.06262,0.83529073,0.5405137959196515,0.5405137959196515,42.94219495730983
MG,ANA,1849017,Capinópolis,-18.68329999,-49.56669999,621.0,1982.0,1999.0,18.0,2737.464,0.184,26.848,0.938,2159.684,0.12516986,32.733353,0.9645113,0.46597336200173656,0.46597336200173656,41.45016430663311
MG,ANA,1849020,Ituiutaba,-18.96669999,-49.35,560.0,1986.0,1999.0,14.0,4020.0,0.158,38.215,0.952,1599.4915,0.12364559,26.849386,0.9165242,0.36278112314964117,0.36278112314964117,46.0998764057598
MG,ANA,1941005,Barra do Cuieté - Jusante,-19.06169999,-41.5328,1605.0,1974.0,1999.0,26.0,5400.428,0.17,47.595,1.041,1326.5431,0.17191961,14.162084,0.87523025,0.9483509083576682,0.9483509083576682,11.050244498838662
MG,ANA,1941006,Assaraí - Montante,-19.5947,-41.4581,172.0,1973.0,1999.0,27.0,3447.244,0.193,29.506,0.985,2409.8237,0.15802144,31.80741,0.9408701,0.8057884504741568,0.8057884504741568,25.828337659645985
MG,ANA,1941017,Aimorés,-19.4833,-41.06669999,83.0,1983.0,1999.0,17.0,5695.919,0.179,36.719,1.033,1401.2455,0.17707838,12.600139,0.8703888,0.8493401406842236,0.8493401406842236,25.681287006756126
MG,ANA,1942001,Cachoeira Escura,-19.38333333,-42.3667,242.0,1973.0,1987.0,15.0,815.784,0.189,11.694,0.702,4092.8035,0.14022586,49.815918,1.0091833,0.7209075406857783,0.7209075406857783,29.045847722395298
MG,ANA,1942008,Dom Cavati,-19.3736,-42.105,355.0,1973.0,1999.0,24.0,4296.27,0.201,39.781,0.994,3674.0356,0.14673273,47.221382,1.0008093,0.6525814402262208,0.6525814402262208,35.24731021813709
MG,ANA,1942009,Acesita,-19.5333,-42.63329999,239.0,1974.0,1985.0,12.0,6010.412,0.204,44.788,1.03,8160.2876,0.1427828,81.615,1.1026212,0.4201194978913171,0.4201194978913171,51.26375949546176
MG,ANA,1942021,Caratinga,-19.7356,-42.1375,615.0,1983.0,1999.0,17.0,5069.841,0.176,35.87,1.048,10691.449,0.1773589,91.917404,1.1371235,0.7716128658336228,0.7716128658336228,26.68244790531415
MG,ANA,1942025,UHE Salto Grande Barramento Guanhães,-19.1464,-42.7486,450.0,1981.0,1999.0,19.0,2600.0,0.2,25.779,0.912,5542.0146,0.15709233,60.17383,1.0582703,0.6086898789569996,0.6086898789569996,40.291651179652746
MG,ANA,1942031,Cachoeira dos Óculos - Montante,-19.7769,-42.4769,854.0,1986.0,1999.0,14.0,2710.218,0.186,28.981,0.917,12631.225,0.14446387,101.90542,1.1564487,0.5609013353579968,0.5609013353579968,38.788798035637676
MG,ANA,1942032,Naque Velho,-19.1886,-42.4228,240.0,1986.0,1999.0,14.0,842.329,0.209,11.609,0.709,4919.3516,0.13599128,49.989525,1.0384017,0.683223114784828,0.683223114784828,33.81410983795376
MG,ANA,1943002,Conceição do Mato Dentro (ANEEL),-19.0167,-43.4442,675.0,1973.0,1999.0,27.0,9459.772,0.23,34.548,1.221,3922.501,0.16309792,48.826065,1.0120745,0.6778147901327447,0.6778147901327447,37.887381379382376
MG,ANA,1943003,Ferros,-19.2503,-43.0144,470.0,1972.0,1999.0,27.0,1365.299,0.171,16.667,0.807,5118.883,0.16536269,57.50717,1.0434506,0.8176361118208435,0.8176361118208435,23.05490746116347
MG,ANA,1943009,Vespasiano,-19.6872,-43.9208,676.0,1973.0,1999.0,25.0,1463.173,0.184,17.791,0.843,4058.8718,0.18872397,57.54981,1.008743,0.8575241501912216,0.8575241501912216,19.730375047942886
MG,ANA,1943010,Caeté,-19.90279999,-43.6664,825.0,1975.0,1999.0,24.0,902.136,0.189,15.774,0.716,4632.554,0.17132026,51.26862,1.003665,0.9523044314622164,0.9523044314622164,11.52681296938635
MG,ANA,1943025,Morro do Pilar,-19.2175,-43.3742,560.0,1974.0,1999.0,26.0,1645.627,0.188,25.051,0.819,4562.0586,0.17149939,53.14213,1.0231072,0.830528126718453,0.830528126718453,22.815871478433966
MG,ANA,1943035,Vau da Lagoa,-19.2189,-43.58809999,1090.0,1976.0,1999.0,23.0,837.596,0.186,5.391,0.763,3916.722,0.17250372,51.266426,1.0124502,0.7894294332263638,0.7894294332263638,25.66095978263719
MG,ANA,1943049,Ponte Raul Soares,-19.5614,-43.9178,652.0,1980.0,1998.0,18.0,3316.813,0.235,32.054,1.006,3747.4248,0.18855017,54.527252,1.0022095,0.7857112099711003,0.7857112099711003,26.872590911181227
MG,ANA,1944004,Ponte Nova do Paraopeba (Betim),-19.9489,-44.4722,721.0,1974.0,1998.0,24.0,3317.441,0.175,30.14,0.951,3696.76,0.18271415,45.045055,0.9729321,0.923808819769373,0.923808819769373,16.330280586364918
MG,ANA,1944009,Pedro Leopoldo,-19.63439999,-44.0533,698.0,1987.0,1999.0,13.0,925.109,0.196,11.264,0.761,4412.6865,0.18818644,60.675266,1.0155264,0.8422059970146618,0.8422059970146618,21.331830809793942
MG,ANA,1944016,Sete Lagoas,-19.46666667,-44.25,780.0,,,19.0,1590.06,0.16,15.0,0.86,3345.4666,0.20525466,48.54983,0.99129814,0.8898022971280879,0.8898022971280879,17.519170454574258
MG,ANA,1944021,Velho da Taipa,-19.6961,-44.9294,585.0,1980.0,1999.0,18.0,1958.651,0.22,16.239,0.919,2484.483,0.20026377,32.331017,0.9614278,0.8269047379128786,0.8269047379128786,26.774967947878604
MG,ANA,1944027,Juatuba,-19.9556,-44.3344,716.0,1980.0,1999.0,16.0,6985.577,0.226,46.471,1.092,4144.2593,0.1883597,50.87934,0.9887008,0.8686714662213251,0.8686714662213251,23.310123123577416
MG,ANA,1944032,SE Pitangui,-19.6844,-44.8789,696.0,1974.0,1999.0,25.0,909.652,0.178,9.89,0.754,2643.6174,0.19341172,34.668324,0.96561176,0.9288128157292944,0.9288128157292944,13.994803375973124
MG,ANA,1944049,Papagaios,-19.4283,-44.7197,703.0,1975.0,1999.0,25.0,1272.181,0.2,18.22,0.791,2559.4905,0.17454836,35.06154,0.9682339,0.751659256716754,0.751659256716754,28.460715030656704
MG,ANA,1944051,Florestal (Esc. Agron.),-19.8667,-44.4167,749.0,1986.0,1999.0,14.0,1127.442,0.139,12.655,0.787,3989.1401,0.17974347,48.63751,0.9831893,0.974632277906353,0.974632277906353,7.492085894327473
MG,ANA,1945012,Luz,-19.8167,-45.7,675.0,1975.0,1999.0,25.0,1084.147,0.171,12.327,0.76,1723.8262,0.15552545,16.500986,0.88695353,0.954390544918536,0.954390544918536,11.931956593387856
MG,ANA,1945017,PCH Gafanhoto Porto Pará,-19.28689999,-45.09329999,544.0,1973.0,1999.0,27.0,777.016,0.162,12.738,0.69,2849.8582,0.17662537,30.926476,0.9695813,0.9854583850549695,0.9854583850549695,5.77865828578624
MG,ANA,1946007,Fazenda São Mateus,-19.5167,-46.5711,870.0,1973.0,1999.0,26.0,1197.97,0.187,11.112,0.819,1809.0554,0.16344287,17.46589,0.9153168,0.9423022587029071,0.9423022587029071,13.475212306394313
MG,ANA,1946008,Serra do Salitre,-19.1128,-46.6883,1220.0,1974.0,1999.0,26.0,5786.512,0.192,35.268,1.077,1728.8353,0.14228481,14.9257345,0.91790676,0.8179377892898303,0.8179377892898303,26.082055353597543
MG,ANA,1946009,São Gotardo,-19.3153,-46.0444,1100.0,1974.0,1999.0,26.0,5154.329,0.21,28.923,1.072,1857.6259,0.14985402,16.118017,0.9263216,0.77687830586422,0.77687830586422,32.19795993521478
MG,ANA,1946015,Araxá,-19.60559999,-46.9497,1020.0,1983.0,1999.0,17.0,2500.0,0.154,27.096,0.912,2101.9858,0.14005195,23.307838,0.9404045,0.8734431956574996,0.8734431956574996,18.069683215375555
MG,ANA,1946022,Carmo do Paranaíba,-19.0033,-46.3061,1067.0,1974.0,1999.0,26.0,809.788,0.169,13.193,0.71,2329.5127,0.15103064,20.292053,0.96143407,0.9743469198419868,0.9743469198419868,7.618939258823046
MG,ANA,1947001,Santa Juliana,-19.3158,-47.5261,950.0,1975.0,1999.0,24.0,853.403,0.161,12.747,0.706,1274.003,0.15269883,19.151731,0.87904966,0.7207901596143924,0.7207901596143924,26.33187144597941
MG,ANA,1947013,PCH Pai Joaquim Barramento,-19.4858,-47.5417,832.0,1977.0,1998.0,22.0,2150.903,0.177,19.901,0.896,1501.6903,0.16305056,22.461557,0.90101445,0.6628835299925573,0.6628835299925573,34.356562171839066
MG,ANA,1947016,Uberaba,-19.7667,-47.9333,743.0,1982.0,1999.0,18.0,2400.0,0.164,31.194,0.867,4024.2573,0.2224565,44.668724,1.0405015,0.8941222815638195,0.8941222815638195,17.96395695548259
MG,ANA,1947021,UHE Nova Ponte,-19.1167,-47.6667,937.0,1986.0,1999.0,14.0,3865.965,0.147,35.838,0.971,967.9506,0.16231832,14.242626,0.8395925,0.7153082186217095,0.7153082186217095,27.590486755394043
MG,ANA,2041044,Caparaó,-20.5167,-41.8667,843.0,1986.0,1999.0,13.0,1088.097,0.14,13.969,0.782,8104.385,0.14544879,87.043976,1.1074891,0.7532692777072425,0.7532692777072425,22.209968788953383
MG,ANA,2042008,Raul Soares,-20.1036,-42.43999999,305.0,1973.0,1999.0,26.0,1289.065,0.189,12.647,0.832,14836.975,0.1763681,111.58157,1.1874868,0.6700466362050761,0.6700466362050761,32.02805207439614
MG,ANA,2042018,Ponte Nova Jusante,-20.38469999,-42.9028,350.0,1974.0,1999.0,25.0,9920.044,0.197,46.664,1.147,10030.554,0.16847521,97.97641,1.1292849,0.5028026290432858,0.5028026290432858,45.81941015269853
MG,ANA,2042024,Viçosa,-20.75,-42.85,712.0,1981.0,1999.0,19.0,3510.725,0.223,29.319,0.995,9470.678,0.16066352,102.7493,1.1243718,0.41046715063637584,0.41046715063637584,49.6841701992345
MG,ANA,2042033,Fazenda Três Marias,-20.0167,-42.5667,363.0,1986.0,1999.0,13.0,731.981,0.228,3.999,0.711,13570.033,0.17057078,106.04294,1.1706102,0.4661868771980855,0.4661868771980855,51.18256103456129
MG,ANA,2043002,Lagoa Grande (MMV),-20.1792,-43.9428,1350.0,1985.0,1999.0,15.0,1200.0,0.215,23.151,0.765,3833.9514,0.22297417,44.010456,0.9722793,0.9959407208452369,0.9959407208452369,3.5941475842435584
MG,ANA,2043009,Acaiaca - Jusante,-20.3625,-43.1439,423.0,1973.0,1999.0,26.0,766.466,0.191,8.951,0.701,8596.345,0.17164832,92.59497,1.1092919,0.6085522138592924,0.6085522138592924,35.123594530781105
MG,ANA,2043010,Piranga,-20.6906,-43.2994,620.0,1975.0,1999.0,25.0,1031.255,0.172,13.92,0.745,6137.1704,0.16809319,82.69888,1.0756068,0.5367133216203015,0.5367133216203015,36.58854191391696
MG,ANA,2043013,Congonhas - Linigrafo,-20.52189999,-43.82999999,871.0,1973.0,1999.0,27.0,3359.638,0.221,25.101,1.026,3195.49,0.19825275,35.345573,0.9812676,0.954137010061932,0.954137010061932,12.896572643186383
MG,ANA,2043018,Carandaí,-20.9558,-43.8008,1057.0,1976.0,1999.0,21.0,2413.956,0.181,24.472,0.939,3498.8452,0.16925433,42.45328,0.99743724,0.9082063079648088,0.9082063079648088,15.7307479066962
MG,ANA,2043026,Braz Pires,-20.8475,-43.2419,632.0,1974.0,1999.0,24.0,4645.625,0.185,34.958,1.046,4385.9487,0.1599679,63.46387,1.0258276,0.6753109779402524,0.6753109779402524,30.93105541805698
MG,ANA,2043063,UHE Peti São Gonçalo do Rio Acima,-20.0253,-43.5392,1250.0,1990.0,1999.0,10.0,801.119,0.167,6.251,0.706,4136.971,0.19481018,50.262997,1.0056263,0.883216539559388,0.883216539559388,19.575792501751796
MG,ANA,2044007,Entre Rios de Minas,-20.6611,-44.0722,840.0,1973.0,1999.0,27.0,3655.166,0.172,27.646,1.004,2502.1619,0.20753193,25.555367,0.94797695,0.9955683612294799,0.9955683612294799,3.710408811635125
MG,ANA,2044021,Alto da Boa Vista,-20.1056,-44.4011,905.0,1991.0,2017.0,21.0,1123.0,0.103,13.0,0.7594,2761.9324,0.1820384,34.04286,0.9417369,0.9588799597026021,0.9588799597026021,9.086468814179122
MG,ANA,2044024,Fazenda Curralinho,-20.0075,-44.33109999,786.0,1987.0,1999.0,13.0,4784.31,0.211,34.152,1.066,3552.1003,0.19343139,44.43434,0.97112244,0.960255989712054,0.960255989712054,11.561830840772373
MG,ANA,2044042,Carmo da Mata,-20.5625,-44.8675,749.0,1975.0,1999.0,24.0,692.012,0.204,9.714,0.688,1708.8314,0.21969852,18.989553,0.9100225,0.9885880746801162,0.9885880746801162,5.800547564568716
MG,ANA,2044046,Bonfim,-20.3333,-44.25,930.0,1977.0,1999.0,23.0,2004.267,0.168,16.731,0.907,2734.5693,0.16731739,30.626127,0.9501477,0.9543552839418682,0.9543552839418682,11.905854175512623
MG,ANA,2044054,Serra Azul,-20.0867,-44.4272,817.0,1990.0,2019.0,29.0,2326.0,0.1423,28.2,0.8882,2899.1775,0.18470745,39.867554,0.9583067,0.9634268559321141,0.9634268559321141,9.250406566683152
MG,ANA,2045002,Iguatama,-20.1789,-45.7003,606.0,1981.0,1999.0,18.0,819.687,0.194,10.121,0.741,2255.4873,0.16591702,31.435371,0.93122053,0.8977306604875886,0.8977306604875886,16.605156873180977
MG,ANA,2045004,Santana do Jacaré,-20.905,-45.125,776.0,1973.0,1999.0,26.0,3628.1,0.171,29.525,1.011,901.5707,0.19296879,15.638396,0.83512133,0.7878382090687872,0.7878382090687872,23.730268204913184
MG,ANA,2045012,Piumhi,-20.4619,-45.945,806.0,1975.0,1999.0,23.0,2049.118,0.168,16.674,0.913,1277.6672,0.15687768,19.686869,0.86665666,0.7468316695152849,0.7468316695152849,28.129052733940593
MG,ANA,2045013,Santo Antonio do Monte,-20.0844,-45.2967,950.0,1977.0,2010.0,33.0,1496.37,0.119,16.33,0.8085,1920.324,0.15847963,26.324516,0.9156007,0.887720624341989,0.887720624341989,16.524122308467906
MG,ANA,2045023,Bambuí,-20.0,-45.9833,661.0,1983.0,1999.0,17.0,978.205,0.187,17.83,0.722,1754.4448,0.17258207,20.943602,0.89597964,0.9229209349044806,0.9229209349044806,14.784216991103987
MG,ANA,2048042,UHE Volta Grande Barramento,-20.03389999,-48.2222,501.0,1977.0,1999.0,23.0,2618.624,0.165,31.915,0.888,7104.499,0.21345507,56.552586,1.1183707,0.9231503876808284,0.9231503876808284,15.288856824188041
MG,ANA,2142006,Usina Maurício,-21.47139999,-42.81309999,214.0,1997.0,2014.0,17.0,1450.4,0.1848,12.9,0.8231,6526.1997,0.15719764,90.90934,1.0795697,0.33460487231559,0.33460487231559,51.495804377393426
MG,ANA,2142009,Jussara,-20.9114,-42.3481,419.0,1991.0,2013.0,22.0,2025.9,0.157,22.0,0.8914,6054.2495,0.14733662,79.1867,1.0612217,0.6720306843870169,0.6720306843870169,28.690238814980386
MG,ANA,2143003,Desterro de Melo,-21.1492,-43.52,780.0,1976.0,1999.0,23.0,3077.737,0.16,34.357,0.908,5893.8965,0.13487826,78.129906,1.068257,0.38226112253975697,0.38226112253975697,44.379113689249245
MG,ANA,2143018,Rio Novo,-21.4725,-43.1211,397.0,1991.0,2015.0,24.0,2066.0,0.179,13.2,0.9057,5471.381,0.1698329,84.40389,1.0677375,0.30233620458231525,0.30233620458231525,55.53982494208056
MG,ANA,2143055,Barbacena,-21.25,-43.7667,1155.0,1983.0,1999.0,17.0,3000.0,0.208,23.08,1.003,5589.157,0.15624757,73.6844,1.0588585,0.5903601529784996,0.5903601529784996,37.437684567973065
MG,ANA,2143056,Juiz de Fora,-21.76719999,-43.3136,950.0,1986.0,1999.0,13.0,3000.0,0.173,23.965,0.96,4122.2773,0.14463578,63.053886,1.0348372,0.4191112536617283,0.4191112536617283,44.76079179593581
MG,ANA,2144001,Bom Jardim de Minas,-21.94719999,-44.19389999,1075.0,1975.0,1999.0,25.0,3195.314,0.203,30.111,1.011,3086.95,0.13509442,27.39672,0.9998817,0.9360642678621292,0.9360642678621292,12.766458050964744
MG,ANA,2144005,Itumirim,-21.32079999,-44.8728,807.0,1973.0,1999.0,27.0,4159.341,0.179,33.817,1.005,4232.594,0.12936316,30.198912,1.0380071,0.9070392317428912,0.9070392317428912,17.371153279491132
MG,ANA,2144007,Madre de Deus de Minas,-21.4922,-44.32609999,875.0,1975.0,1999.0,24.0,1193.646,0.18,11.303,0.8,2449.5664,0.16324472,18.274324,0.97149265,0.9633364098167505,0.9633364098167505,11.02046166436555
MG,ANA,2144018,Aiuruoca,-21.9772,-44.6033,966.0,1974.0,1999.0,26.0,8394.51,0.205,40.691,1.165,3154.8364,0.18902615,22.311743,0.99573576,0.9954261096102277,0.9954261096102277,3.984934317543771
MG,ANA,2144019,Andrelândia,-21.7347,-44.31219999,897.0,1975.0,1999.0,24.0,3306.25,0.178,33.972,0.944,3046.9875,0.17113912,25.979332,1.0052513,0.9136000590568326,0.9136000590568326,16.71869310496147
MG,ANA,2144023,Ibituruna,-21.1431,-44.7378,799.0,1974.0,1998.0,24.0,2808.539,0.174,26.892,0.933,2298.3574,0.17283691,12.354671,0.94574213,0.9620270585170244,0.9620270585170244,11.119679293426108
MG,ANA,2144026,Macaia,-21.145,-44.9136,761.0,1973.0,1999.0,24.0,2579.574,0.205,21.318,0.995,1891.6628,0.15926223,17.475576,0.921684,0.9747930015840854,0.9747930015840854,8.498499518356999
MG,ANA,2144032,São João Del Rei,-21.13329999,-44.2667,991.0,1986.0,1999.0,13.0,1050.322,0.174,16.061,0.777,2445.207,0.17764962,13.667088,0.9420637,0.6470693370571547,0.6470693370571547,27.99677274727819
MG,ANA,2144036,Caxambu,-21.9833,-44.95,959.0,1984.0,1999.0,16.0,2534.108,0.215,25.804,0.97,2911.2947,0.21521762,21.820631,0.9875623,0.9334538378680335,0.9334538378680335,13.84890813053845
MG,ANA,2145008,Fazenda Juca Casimiro,-21.87419999,-45.25829999,875.0,1973.0,1999.0,25.0,6058.805,0.22,32.869,1.09,1871.811,0.2154486,16.627213,0.9306852,0.9114837955963184,0.9114837955963184,21.172234343356156
MG,ANA,2145033,Machado,-21.66669999,-45.91669999,873.0,1983.0,1999.0,17.0,3811.29,0.207,20.34,1.075,828.6707,0.20752408,10.863465,0.8089891,0.8467295406680069,0.8467295406680069,24.069209379124388
MG,ANA,2145036,Lavras,-21.2333,-45.0,920.0,1981.0,1999.0,19.0,10224.81,0.187,56.281,1.149,1961.966,0.16120356,19.695837,0.9278684,0.9143572873528019,0.9143572873528019,15.967433204999608
MG,ANA,2146103,Caldas,-21.92579999,-46.3889,1100.0,1988.0,1999.0,12.0,3600.0,0.194,46.187,0.91,922.4671,0.20599052,15.480603,0.82985365,0.5960657376150416,0.5960657376150416,39.198696276025196
MG,ANA,2245064,Delfim Moreira,-22.50969999,-45.2867,1350.0,1974.0,1999.0,25.0,1005.939,0.158,16.605,0.824,1115.1576,0.24591234,5.7488008,0.8789942,-0.13077098474948423,-0.13077098474948423,38.14562885341039
MG,ANA,2245065,Cristina - Montante,-22.2103,-45.26579999,990.0,1975.0,1999.0,24.0,1961.391,0.181,24.802,0.882,1739.7239,0.23095953,13.670249,0.9156127,0.8919286251113961,0.8919286251113961,16.93348334134279
MG,ANA,2245088,Maria da Fé,-22.31469999,-45.3731,1200.0,1974.0,1999.0,26.0,1198.222,0.172,11.101,0.851,1330.2765,0.22184615,10.8824625,0.8934893,0.9463942120788578,0.9463942120788578,11.096815078466838
MG,ANA,2245089,Silvianópolis,-22.03419999,-45.83529999,900.0,1974.0,1999.0,26.0,666.894,0.184,20.877,0.635,997.1482,0.19271067,11.903355,0.84279424,0.8907353009293476,0.8907353009293476,14.986471910717183
MG,ANA,2245107,São Lourenço,-22.1,-45.0167,900.0,1986.0,1999.0,14.0,1125.279,0.175,7.1,0.845,2542.4417,0.22627024,16.26997,0.9550725,0.6202002565083149,0.6202002565083149,32.69377051727411
MG,-,-,Passa Quatro,-22.38333333,-44.96666667,917.0,,,11.0,530.52,0.2,3.0,0.72,2164.769,0.2602066,13.552231,0.9383332,-0.29230231495463843,-0.29230231495463843,52.43842288760583
MS,ANA,2053000,Ribas do Rio Prado,-20.4447,-53.7581,373.0,2000.0,2017.0,17.0,3217.5,0.1515,22.14,0.9418,4515.534,0.14947087,64.65933,1.0623817,0.24446519564102598,0.24446519564102598,56.47836268796241
MS,ANA,2054000,Campo Grande (INMET),-20.45,-54.63333333,530.0,1973.0,2009.0,29.0,2575.12,0.16,19.87,0.93,3521.316,0.1829052,39.78012,1.0018106,0.8642818595410815,0.8642818595410815,21.78712926908953
MS,-,-,Dourados (Embrapa),-22.26666667,-54.81666667,,1979.0,2004.0,25.0,2455.13,0.18,28.14,0.88,10196.728,0.14209864,99.21608,1.1407923,0.35609124361192457,0.35609124361192457,48.52517098968009
MT,ANA,956000,Alta Floresta,-9.8703,-56.1022,400.0,2000.0,2010.0,10.0,4766.289,0.098,29.239,1.036,2042.3367,0.12506534,16.397926,0.91827106,0.9923594492285239,0.9923594492285239,4.200880926371845
MT,ANA,956001,Jusante Foz Peixoto de Azevedo,-9.6433,-56.01859999,290.0,2002.0,2012.0,10.0,3407.41,0.163,19.952,1.029,1731.3644,0.13476864,12.140837,0.89468,0.9856528320384972,0.9856528320384972,6.667973192881148
MT,ANA,1059000,Humboldt,-10.1753,-59.4517,242.0,2002.0,2012.0,10.0,470.837,0.112,4.347,0.58,3547.9526,0.14789745,37.676727,1.0155329,0.9331541001277166,0.9331541001277166,10.820678912854492
MT,ANA,1157000,Porto dos Gaúchos,-11.5358,-57.4172,260.0,2000.0,2011.0,11.0,5979.295,0.131,48.214,1.022,1957.1073,0.14301601,21.779642,0.9279514,0.8671022630186356,0.8671022630186356,18.24572476450873
MT,ANA,1454000,Paranatinga,-14.4178,-54.04939999,484.0,2000.0,2010.0,10.0,9895.483,0.124,46.84,1.174,1634.0928,0.18017343,21.230518,0.92701775,0.9451490044151309,0.9451490044151309,10.400710022039204
MT,ANA,1556003,Várzea Grande,-15.6,-56.1,223.0,,,13.0,1016.453,0.133,7.5,0.739,293.6335,0.14530733,1.8155488e-09,0.70253026,0.20031411655842057,0.20031411655842057,50.14982057280003
MT,ANA,1556009,Cuiabá,-15.6067,-56.06029999,151.0,1972.0,2003.0,18.0,1382.435,0.3002,27.7109,0.9315,310.86172,0.14639068,1.275557e-09,0.7146551,0.551652592424966,0.551652592424966,30.50203685830462
MT,ANA,1559006,Mato Grosso,-15.0081,-59.94919999,209.0,2002.0,2012.0,10.0,987.684,0.207,13.729,0.832,2392.253,0.17708543,35.368256,0.9818371,0.9023443244799825,0.9023443244799825,13.862347362484014
MT,ANA,1652001,Ponte Branca,-16.7664,-52.8372,380.0,2000.0,2012.0,12.0,10828.492,0.086,47.69,1.19,865.16675,0.1556826,7.2021832,0.83109003,0.9510119803592176,0.9510119803592176,8.733277555369698
MT,ANA,1653004,Alto Garças,-16.9442,-53.5336,564.0,2000.0,2012.0,12.0,6037.949,0.182,17.764,1.178,811.0683,0.17465477,2.6815194e-08,0.82453096,0.9295158708818473,0.9295158708818473,17.76248477938395
MT,ANA,1654000,Rondonópolis,-16.4711,-54.6561,220.0,2000.0,2010.0,10.0,14615.726,0.207,39.234,1.331,420.76794,0.18194811,1.8235193e-06,0.73818904,0.7649853197261007,0.7649853197261007,26.534138981625084
MT,ANA,1657003,Cáceres (DNPVN),-16.0817,-57.6942,110.0,1990.0,2005.0,12.0,5378.867,0.2151,93.244,1.0368,2584.794,0.18467292,37.443226,0.98269266,0.9641446044309903,0.9641446044309903,6.3788037400862745
MT,ANA,1753000,Alto Araguaia,-17.3,-53.2194,659.0,2000.0,2012.0,12.0,7339.183,0.121,37.977,1.161,658.137,0.15945153,0.4392929,0.78094447,0.9310570061585115,0.9310570061585115,10.724467996225677
MT,ANA,1853000,Fazenda Taquari,-17.8111,-53.28889999,845.0,2000.0,2012.0,12.0,7964.394,0.228,21.612,1.351,667.184,0.18236803,5.645349,0.77985835,0.9683997262757665,0.9683997262757665,8.779312563641017
MT,-,-,Cuiabá,-15.55,-56.11666667,179.0,,,13.0,2350.99,0.2,19.0,0.9,270.51483,0.1359259,4.577579e-09,0.68430316,-0.03500714677133754,-0.03500714677133754,72.3042909137714
PA,INMET,82246,Belterra,-2.633333,-54.95,176.0,1988.0,2017.0,30.0,1310.41,0.1064,9.7941,0.7244,2113.9917,0.116397485,57.436745,0.92652094,-0.06839217928664332,-0.06839217928664332,66.56420101676827
PA,ANA,254000,Santarém,-2.4433,-54.7025,51.0,1990.0,2010.0,20.0,2980.0,0.0931,27.0,0.8835,751.65656,0.1265537,20.140556,0.7801958,0.27807619644199066,0.27807619644199066,46.33440584982638
PA,ANA,254001,Santarém - Taperinha,-2.41666667,-54.33333333,20.0,,,26.0,1712.51,0.19,15.0,0.84,783.6241,0.16352788,17.6913,0.7932738,0.348834559522083,0.348834559522083,54.763587268244265
PA,ANA,651002,Projeto Tucumã,-6.7444,-51.1492,219.0,1986.0,2013.0,17.0,3171.5,0.1708,3.1,0.9353,762.2934,0.1411127,9.705023,0.80537474,-0.07679745277557726,-0.07679745277557726,138.72900883573644
PA,-,-,Alto Tapajós,-7.33333333,-57.5,140.0,,,21.0,1562.35,0.2,11.0,0.82,485.58337,0.115953624,1.6512526,0.7321891,0.2263861320181657,0.2263861320181657,67.57352745834437
PA,-,-,Belém,-1.45,-48.46666667,5.0,,,20.0,1373.85,0.15,15.0,0.8,781.90906,0.1913144,16.097797,0.80432075,0.6557649901297924,0.6557649901297924,31.50844000596335
PB,-,-,São Gonçalo,-6.76666667,-38.23333333,235.0,,,16.0,3077.38,0.14,30.0,0.93,604.1867,0.16773574,2.2244248e-11,0.74783224,0.9092960324306022,0.9092960324306022,15.795988927802142
PE,Cindacta III,82899,Aeroporto de Recife,-8.11333,-35.01528,76.0,1968.0,2007.0,40.0,1423.97,0.1124,21.0,0.7721,822.6625,0.19995299,5.507732e-12,0.7685833,0.5435583939737623,0.5435583939737623,31.53797933569177
