Latitude (º),Longitude (º),Altitude (m),Start year,End year,Years,K,a,b,c,K_r,a_r,b_r,c_r,NSE_all,R2_all,RMSE_all
-5.6167,-35.6667,100.0,,,48.0,657.575,0.219,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.5176525508102123,-0.5176525508102123,77.00284511169382
-5.6333,-35.4333,40.0,,,50.0,1037.366,0.186,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,0.8503078058162368,0.8503078058162368,33.444461394649345
-5.9833,-35.6167,89.0,,,50.0,756.019,0.235,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,0.705481651792118,0.705481651792118,41.632585320293984
-5.95,-35.9333,149.0,,,50.0,674.097,0.195,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-1.0117680895915848,-1.0117680895915848,82.54821520971151
-5.7,-35.8167,111.0,,,50.0,584.125,0.208,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-2.0028300440967053,-2.0028300440967053,92.0399078216909
-5.2167,-35.8333,71.0,,,50.0,576.418,0.198,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-2.6428962622019236,-2.6428962622019236,96.1224943972438
-5.8167,-35.8167,118.0,,,48.0,638.073,0.236,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.3056630699768681,-0.3056630699768681,74.28756509213014
-5.8,-35.3333,15.0,,,50.0,922.965,0.209,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,0.7786796553224863,0.7786796553224863,39.64098854002194
-5.3833,-35.4667,76.0,,,48.0,786.762,0.198,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,0.11204400920648672,0.11204400920648672,64.77436922622762
-5.6833,-35.3,41.0,,,50.0,793.552,0.179,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.21563498637564704,-0.21563498637564704,70.94075709925531
-5.8167,-35.55,65.0,,,50.0,810.512,0.231,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,0.6509239172303055,0.6509239172303055,47.80085540292694
-5.8333,-35.7167,115.0,,,50.0,494.926,0.226,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-3.3611018669532156,-3.3611018669532156,101.08284216949532
-5.8667,-35.9333,168.0,,,50.0,529.629,0.242,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-1.6892749831004834,-1.6892749831004834,90.71174559727952
-5.15,-35.8667,,,,50.0,518.113,0.19,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-4.935055368370932,-4.935055368370932,106.84565923930752
-5.7,-36.25,198.0,,,50.0,643.977,0.217,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.7290040725583771,-0.7290040725583771,79.84087930115112
-5.5833,-36.1167,160.0,,,50.0,615.241,0.218,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-1.0832570244360777,-1.0832570244360777,84.06825279739466
-5.9667,-36.0667,175.0,,,50.0,660.815,0.237,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.07580299297922344,-0.07580299297922344,70.12350199664918
-5.6667,-36.6,109.0,,,50.0,659.133,0.184,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-1.6215776674920477,-1.6215776674920477,88.2357937573419
-5.7667,-36.0167,180.0,,,50.0,631.163,0.203,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-1.3583748008395524,-1.3583748008395524,86.38944906042164
-5.25,-36.7167,20.0,,,50.0,691.068,0.195,9.778,0.741,1739.2527,0.16783817,10.976351,0.8492003,0.02592278819002669,0.02592278819002669,58.88623812347596
-5.5,-36.5,80.0,,,48.0,743.964,0.204,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.07239284798706813,-0.07239284798706813,68.9408505457078
-5.0167,-36.9667,215.0,,,50.0,552.732,0.217,9.778,0.741,1706.3002,0.18179,10.976432,0.8492011,-1.204040213822045,-1.204040213822045,77.37155265029365
-5.5,-36.85,16.0,,,50.0,646.849,0.193,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-1.4769479792184494,-1.4769479792184494,87.20103036074686
-5.7,-36.5333,133.0,,,50.0,479.85,0.199,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-5.865829235086117,-5.865829235086117,110.29156022317571
-5.5667,-36.9167,,,,50.0,703.015,0.2,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.5288857617822087,-0.5288857617822087,76.55443608538704
-5.6333,-36.8667,,,,50.0,504.731,0.195,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-5.092805194051748,-5.092805194051748,107.56350898453724
-5.1167,-36.6333,,,,48.0,613.623,0.216,9.778,0.741,1706.3002,0.18179,10.976432,0.8492011,-0.39491139147081045,-0.39491139147081045,68.05736265658325
-5.9667,-37.7,159.0,,,50.0,768.007,0.195,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.07313728546826948,-0.07313728546826948,68.68931041618147
-5.0833,-37.6333,110.0,,,50.0,734.552,0.198,9.778,0.741,1706.3002,0.18179,10.976432,0.8492011,0.24701510604388177,0.24701510604388177,55.69032769762154
-5.7833,-37.5667,146.0,,,50.0,775.538,0.186,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.2044327424021637,-0.2044327424021637,70.92298050335177
-5.9333,-37.9667,240.0,,,50.0,827.463,0.201,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,0.382212134741566,0.382212134741566,57.5064111456361
-5.8333,-37.9833,130.0,,,48.0,764.248,0.185,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.32079274385561174,-0.32079274385561174,72.9024600210798
-5.9833,-37.8167,210.0,,,48.0,784.141,0.188,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-0.09603686662701616,-0.09603686662701616,68.94603041395261
-5.1833,-37.3333,18.0,1970.0,2007.0,38.0,836.167,0.159,9.786,0.724,1706.3002,0.18179,10.976432,0.8492011,0.4154774316146519,0.4154774316146519,50.11021177808391
-5.6,-37.7,40.0,,,48.0,515.586,0.191,9.778,0.741,2275.191,0.17782496,13.24706,0.8601755,-6.095099959359923,-6.095099959359923,116.71104019544272
-5.7833,-37.95,147.0,,,50.0,741.668,0.165,9.778,0.741,2275.191,0.17782496,13.24706,0.8601755,-1.6462990485663527,-1.6462990485663527,92.68214787582957
-5.8667,-37.1833,100.0,,,50.0,527.186,0.203,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-3.726413245951731,-3.726413245951731,102.15096499215973
-5.9833,-36.4167,560.0,,,50.0,598.44,0.2,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-2.0634240288145165,-2.0634240288145165,92.24491259210748
-5.7833,-38.0667,188.0,,,50.0,625.561,0.179,9.778,0.741,2275.191,0.17782496,13.24706,0.8601755,-3.2233235945135554,-3.2233235945135554,104.23550570336384
-5.9667,-38.15,181.0,,,50.0,611.383,0.194,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-2.0690583621366634,-2.0690583621366634,92.1071436825709
-6.2667,-35.2,25.0,,,48.0,744.633,0.196,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.6582272577953132,0.6582272577953132,37.733587986999204
-6.3,-35.4667,95.0,,,50.0,827.864,0.22,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.9559938510466082,0.9559938510466082,16.574962066020728
-6.4667,-35.4333,90.0,,,50.0,779.682,0.194,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.7532112218930667,0.7532112218930667,33.3086932021549
-6.1167,-35.4833,105.0,,,50.0,627.782,0.203,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.10791982558669444,0.10791982558669444,52.84739235866711
-6.3,-35.7,150.0,,,48.0,677.535,0.247,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.8230382226369917,0.8230382226369917,30.39043553662865
-6.1833,-35.35,144.0,,,48.0,623.318,0.203,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.07182287697292677,0.07182287697292677,53.5226808425034
-6.0667,-35.3333,52.0,,,50.0,826.882,0.201,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.8950342326722663,0.8950342326722663,23.68728990869488
-6.0833,-35.2,20.0,,,50.0,922.668,0.204,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.9881208675641043,0.9881208675641043,8.998820367660452
-6.3333,-35.3167,44.0,,,50.0,787.594,0.207,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.8538703053373032,0.8538703053373032,27.266837257592236
-6.0,-35.8667,154.0,,,50.0,454.995,0.245,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-2.373053718205717,-2.373053718205717,88.36557827623308
-6.0333,-35.4167,94.0,,,50.0,616.279,0.211,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-0.5981466209717821,-0.5981466209717821,71.70120212232523
-6.1,-35.9167,175.0,,,50.0,513.928,0.257,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-0.714295455947761,-0.714295455947761,74.79838906563424
-6.2667,-35.3667,70.0,,,48.0,696.862,0.214,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.6462093034328612,0.6462093034328612,38.61103815097268
-6.3167,-35.0833,40.0,,,48.0,834.169,0.204,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.9173966457515513,0.9173966457515513,21.453623247490423
-6.2667,-35.5,90.0,,,50.0,551.223,0.203,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,-0.7202915289965446,-0.7202915289965446,64.43786097101366
-6.35,-36.0833,279.0,,,50.0,609.998,0.228,9.778,0.741,2243.4563,0.16940631,14.394359,0.86917484,-0.3962489750391862,-0.3962489750391862,71.07146167224253
-6.4333,-35.7833,501.0,,,50.0,540.312,0.231,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,-0.16481056399447014,-0.16481056399447014,58.20877180031903
-6.4667,-35.2833,87.0,,,50.0,585.87,0.222,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.0994214596750177,0.0994214596750177,53.49667287985485
-6.4333,-35.6333,189.0,,,50.0,551.904,0.214,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,-0.4193085896378339,-0.4193085896378339,61.24821678154817
-6.4,-35.05,,,,50.0,954.191,0.22,9.778,0.741,1745.0927,0.17641717,13.359095,0.85554945,0.988334921067153,0.988334921067153,9.835943383678062
-6.0333,-35.7,,,,50.0,511.958,0.213,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-2.3782990198339515,-2.3782990198339515,87.30175530688473
-6.1167,-36.8167,210.0,,,50.0,615.021,0.199,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-0.9590286849135359,-0.9590286849135359,75.50933146620368
-6.2167,-36.6833,320.0,,,50.0,723.817,0.172,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-0.4308653013196173,-0.4308653013196173,68.32357998078908
-6.2333,-36.0167,,,,50.0,638.232,0.228,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,0.002556485526920227,0.002556485526920227,62.85041262821929
-6.3833,-36.2167,610.0,,,50.0,800.972,0.213,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,0.6693116065397142,0.6693116065397142,42.73329777011677
-6.05,-36.35,590.0,,,50.0,858.941,0.204,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,0.761680879215693,0.761680879215693,37.522393998529566
-6.7,-36.95,195.0,,,50.0,792.436,0.18,9.778,0.741,2243.4563,0.16940631,14.394359,0.86917484,0.13409547261263643,0.13409547261263643,60.021716327460915
-6.15,-36.1167,315.0,,,50.0,447.795,0.207,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-4.919165731798585,-4.919165731798585,98.66715793309328
-6.4333,-36.2,664.0,,,50.0,582.904,0.21,9.778,0.741,2243.4563,0.16940631,14.394359,0.86917484,-1.2965256893639148,-1.2965256893639148,80.97044356298275
-6.55,-36.5833,336.0,,,50.0,515.277,0.195,9.778,0.741,2243.4563,0.16940631,14.394359,0.86917484,-3.589128454113645,-3.589128454113645,95.30204075926625
-6.4333,-36.6333,270.0,,,50.0,731.885,0.188,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-0.014827602246584304,-0.014827602246584304,61.92150525386181
-6.2333,-36.1667,,,,50.0,709.795,0.231,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,0.49482484256788184,0.49482484256788184,50.35818869782904
-6.1333,-36.7167,,,,48.0,469.664,0.182,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-5.867480971229544,-5.867480971229544,100.9675652618039
-6.1,-37.6333,305.0,,,50.0,900.224,0.17,9.778,0.741,2063.706,0.18316448,13.247103,0.86017585,0.39610203652127807,0.39610203652127807,54.78082194643823
-6.6667,-37.4,160.0,,,50.0,881.58,0.171,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,0.5370028474047628,0.5370028474047628,47.15406850258763
-6.7167,-37.2,175.0,,,50.0,786.021,0.183,9.778,0.741,2243.4563,0.16940631,14.394359,0.86917484,0.14569797301186027,0.14569797301186027,59.8317936414804
-6.0833,-37.9167,645.0,,,50.0,1044.798,0.157,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,0.6495394061767366,0.6495394061767366,46.08971837623375
-6.3833,-37.1833,135.0,,,50.0,840.964,0.218,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,0.8082880465863029,0.8082880465863029,34.8591927537551
-6.15,-37.7833,270.0,,,48.0,817.712,0.187,9.778,0.741,2063.706,0.18316448,13.247103,0.86017585,0.2435487957160236,0.2435487957160236,59.49595625409838
-6.0167,-37.4,141.0,,,50.0,619.027,0.189,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-2.1393220164465343,-2.1393220164465343,92.4778761860263
-6.0667,-37.5,181.0,,,50.0,553.941,0.163,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-5.60403563518388,-5.60403563518388,108.52218764767255
-6.0833,-37.7167,193.0,,,48.0,602.454,0.189,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-2.488704704694151,-2.488704704694151,94.87817451242373
-6.1667,-37.85,231.0,,,50.0,636.527,0.21,9.778,0.741,2063.706,0.18316448,13.247103,0.86017585,-0.8000187065457169,-0.8000187065457169,78.27970283024345
-6.1167,-37.95,615.0,,,50.0,675.184,0.209,9.778,0.741,2063.706,0.18316448,13.247103,0.86017585,-0.3883505600692059,-0.3883505600692059,72.63070953830781
-6.2167,-37.8833,339.0,,,48.0,706.118,0.167,9.778,0.741,1926.4076,0.18561096,13.245848,0.86016417,-0.7212417564953788,-0.7212417564953788,71.71179784713425
-6.4667,-37.2667,,,,50.0,642.164,0.203,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-0.5057369469531954,-0.5057369469531954,70.2317141455184
-6.4167,-38.0167,315.0,,,48.0,743.495,0.164,9.778,0.741,1982.3663,0.1375782,13.246783,0.8601729,0.298041041760464,0.298041041760464,47.66960425331796
-6.4167,-38.4,640.0,,,48.0,805.748,0.188,9.778,0.741,2052.2432,0.20686473,13.247098,0.86017585,-0.21397809017413882,-0.21397809017413882,74.56022050345972
-6.1167,-38.2167,175.0,,,50.0,760.427,0.185,9.778,0.741,2063.706,0.18316448,13.247103,0.86017585,-0.17662720277670285,-0.17662720277670285,68.46482563111279
-6.0833,-38.3667,370.0,,,50.0,567.114,0.187,9.778,0.741,2119.1616,0.16954038,13.247095,0.8601758,-2.7868969211427883,-2.7868969211427883,92.32274935920964
-6.2667,-38.3167,250.0,,,48.0,651.469,0.164,9.778,0.741,1920.8224,0.19374627,13.245831,0.86016405,-1.8461770123428112,-1.8461770123428112,84.10703862986425
-6.0833,-38.1167,224.0,,,50.0,637.165,0.184,9.778,0.741,2180.9348,0.17484997,13.24708,0.86017567,-2.0080181406281348,-2.0080181406281348,91.36555868580821
-6.1167,-38.3167,212.0,,,50.0,618.882,0.179,9.778,0.741,2020.1182,0.17748024,13.247111,0.86017597,-1.7663900331031974,-1.7663900331031974,83.46096278803445
-6.2,-38.2833,270.0,,,50.0,607.934,0.157,9.778,0.741,1926.4076,0.18561096,13.245848,0.86016417,-2.7399965853659283,-2.7399965853659283,87.60807976367663
-6.25,-38.4333,401.0,,,50.0,594.226,0.167,9.778,0.741,1904.2167,0.17269242,13.24603,0.8601659,-1.866689679493808,-1.866689679493808,77.8815135695521
-6.3167,-38.2833,264.0,,,48.0,767.01,0.159,9.778,0.741,1845.2045,0.14859079,13.246918,0.8601742,0.49751102342957043,0.49751102342957043,40.82320094104719
-6.2667,-38.05,265.0,,,50.0,563.409,0.16,9.778,0.741,1926.4076,0.18561096,13.245848,0.86016417,-3.7620282228271824,-3.7620282228271824,92.66402102334229
-6.3167,-38.4833,650.0,,,50.0,628.381,0.182,9.778,0.741,1949.6746,0.18144634,13.247124,0.8601761,-1.259743415423089,-1.259743415423089,77.49050456193585
-6.4,-38.3167,306.0,,,48.0,633.868,0.17,9.778,0.741,2015.6442,0.18793678,13.247109,0.86017597,-2.26242112034861,-2.26242112034861,89.65303830009702
-6.4667,-38.2667,373.0,,,48.0,629.153,0.159,9.778,0.741,1982.3663,0.1375782,13.246783,0.8601729,-0.8457889591386416,-0.8457889591386416,64.17857247537016
-5.05,-36.8,,,,48.0,459.989,0.21,9.778,0.741,1706.3002,0.18179,10.976432,0.8492011,-3.9451637239526676,-3.9451637239526676,93.76302550554028
-6.4833,-36.85,,,,50.0,536.956,0.165,9.778,0.741,2135.5095,0.15550342,13.247093,0.8601758,-4.365392151488067,-4.365392151488067,95.54468272111106
-8.9322,-62.05559999,96.0,1977.0,2010.0,34.0,918.0142,0.2085,13.8681,0.7137,7363.0093,0.1337024,50.475582,1.0373633,0.8977039024115098,0.8977039024115098,24.219847830779162
-8.7667,-63.91669999,95.0,1961.0,2007.0,46.0,1774.359,0.332,13.867,0.714,4791.573,0.13610078,36.151264,0.9620141,-0.23611483547112733,-0.23611483547112733,276.38814680742956
-9.58639999,-62.3939,102.0,1978.0,2010.0,32.0,945.329,0.174,13.868,0.714,6824.696,0.13592231,50.862537,1.0355018,0.9234761033720986,0.9234761033720986,18.749975659405457
-9.9317,-63.0569,168.0,1975.0,2010.0,35.0,1053.185,0.206,13.868,0.714,5648.166,0.15975086,38.022305,0.97496414,0.9726201064369843,0.9726201064369843,14.216297433061762
-9.2606,-63.1619,96.0,1977.0,2010.0,33.0,981.296,0.182,13.868,0.714,6490.848,0.13953143,46.148254,1.0046407,0.9635628429356842,0.9635628429356842,13.864877440561262
-9.8872,-62.9878,137.0,1980.0,2010.0,30.0,945.314,0.188,13.868,0.714,5752.772,0.15544695,38.447746,0.9768407,0.8465398389969204,0.8465398389969204,28.078310644450475
-9.75559999,-66.61169999,153.0,1977.0,2010.0,33.0,918.097,0.19,13.868,0.714,2399.254,0.15025045,17.932297,0.89408785,0.9472658227738286,0.9472658227738286,16.115055253349645
-10.5169,-62.00139999,1150.0,1987.0,2022.0,35.0,1223.7,0.1361,12.7,0.7775,5473.9336,0.15401134,42.75486,0.9898028,0.9273801194062168,0.9273801194062168,17.98207682574823
-10.4458,-62.4656,146.0,1977.0,2010.0,34.0,826.2986,0.1914,13.8681,0.7137,5518.407,0.13172224,43.526833,0.9923959,0.9543806146468048,0.9543806146468048,13.577810645301486
-10.2364,-62.6272,217.0,1978.0,2010.0,32.0,926.701,0.173,13.868,0.714,5168.5967,0.12085819,37.77886,0.9733995,0.9562966286340044,0.9562966286340044,13.835586854714114
-12.0153,-60.855,185.0,1977.0,2010.0,33.0,940.299,0.226,13.868,0.714,2190.79,0.13469839,19.916529,0.87997663,0.8715207627789577,0.8715207627789577,29.867770757600947
-11.44079999,-61.48389999,128.0,1977.0,2010.0,33.0,941.599,0.231,13.868,0.714,2727.0605,0.16561945,22.793236,0.8942747,0.9790449795932888,0.9790449795932888,12.334369959694525
-11.6836,-61.1922,185.0,1980.0,2010.0,30.0,867.613,0.183,13.868,0.714,2685.084,0.15379055,21.927168,0.8903595,0.8200758857411037,0.8200758857411037,27.349648969354487
-12.7,-60.0833,612.0,1967.0,2003.0,36.0,734.652,0.233,13.868,0.714,1755.2528,0.16545169,12.439023,0.8486312,0.6893115188194521,0.6893115188194521,37.367678690681075
-8.79277778,-63.84611111,,1961.0,2021.0,58.0,1173.0054,0.1287,13.0,0.7679,4925.599,0.13534047,36.337444,0.9633148,0.8368723243604965,0.8368723243604965,25.47774171487491
2.81666667,-60.65,90.0,1960.0,2007.0,48.0,951.57,0.161,12.0,0.76,2733.765,0.17142658,41.320915,0.9264558,0.863784012721386,0.863784012721386,22.753826779082022
-27.3889,-52.4544,350.0,1977.0,2017.0,41.0,1571.4,0.1488,16.2,0.8169,2943.6616,0.14971852,9.403272,0.860165,-3.1511968015690854,-3.1511968015690854,141.74648432170935
-29.82,-51.1611,20.0,1969.0,2021.0,53.0,1685.6,0.1594,23.3,0.838,3384.0012,0.18100837,11.597096,0.8743655,-9.759839835769968,-9.759839835769968,188.50403537029703
-30.9781,-54.6758,120.0,,,53.0,1362.4,0.1543,12.1859,0.8011,1961.3112,0.15808621,12.389652,0.81056255,0.5002074422051814,0.5002074422051814,53.93985874665339
-31.3675,-51.9867,2.0,1943.0,2013.0,70.0,1731.3,0.1795,21.7,0.8455,10760.345,0.15134148,84.595604,1.0479447,0.9174502401490795,0.9174502401490795,18.80380722198593
-31.40439999,-52.67329999,400.0,,,49.0,838.44,0.1341,9.3677,0.7271,5825.206,0.17144199,45.122467,0.95956725,0.17531132562972807,0.17531132562972807,55.09915626830955
-31.67279999,-52.17779999,3.0,,,30.0,1543.18,0.1513,13.4694,0.8341,18352.074,0.15017258,101.820305,1.1192347,0.8251216557111997,0.8251216557111997,30.74773102266278
-32.5381,-52.5386,12.0,,,40.0,1218.48,0.0768,9.3661,0.7271,23445.328,0.1564296,110.29799,1.1693897,0.7315662061419438,0.7315662061419438,37.4127945776974
-26.3217,-48.8464,6.0,1973.0,2013.0,40.0,1218.2,0.1997,33.7,0.7948,5934.8237,0.15698291,33.062763,0.94602203,-6.051160353886952,-6.051160353886952,117.34430223293272
-26.4239,-49.2925,200.0,1946.0,2012.0,66.0,1214.9,0.1704,35.0,0.7993,8475.629,0.2084446,45.65484,1.0029168,-13.54212324822136,-13.54212324822136,142.6880396482129
-26.5561,-52.3308,760.0,1958.0,2017.0,60.0,1082.8,0.1791,14.5,0.7828,12821.038,0.18410881,58.668037,1.0535896,-0.9618947120764532,-0.9618947120764532,89.06519190118425
-26.5836,-52.6403,550.0,1973.0,2017.0,44.0,1188.2,0.1805,14.7,0.7815,5136.144,0.16034262,23.233486,0.909875,-2.43206154486157,-2.43206154486157,129.44766278896583
-26.6828,-53.2867,320.0,1970.0,2019.0,50.0,785.8,0.165,11.5,0.7122,7366.587,0.16859233,39.044823,0.983884,-1.3788390588679191,-1.3788390588679191,92.67701694993977
-28.2767,-48.7003,7.0,1977.0,2015.0,38.0,1235.0,0.1854,35.0,0.7772,4822.278,0.2098867,28.564642,0.9298403,-9.745641021677404,-9.745641021677404,143.60962254911237
-28.9583,-49.6014,10.0,1953.0,2009.0,56.0,913.3,0.1756,29.4,0.7703,3653.7625,0.1591094,15.129022,0.8838826,-24.968614782481662,-24.968614782481662,181.98489175096668
-9.91666667,-37.26666667,45.0,1914.0,1999.0,61.0,873.7,0.125,10.52,0.753,1593.5812,0.19560361,13.360378,0.8555613,0.18033407687500114,0.18033407687500114,48.933308254141245
-9.7,-37.66666667,80.0,1938.0,1984.0,38.0,899.94,0.109,10.52,0.753,1375.7621,0.21391384,12.962013,0.8554337,0.34062541270925994,0.34062541270925994,42.701830997006454
-10.6,-36.95,79.0,1918.0,1985.0,61.0,1027.8,0.153,10.52,0.753,2521.3481,0.1695341,16.004221,0.86918086,0.3099195686915984,0.3099195686915984,58.56801567474966
-10.45,-36.65,20.0,1921.0,1984.0,60.0,893.6,0.149,10.52,0.753,2308.1619,0.22443381,15.149016,0.86145985,-2.1195822934242092,-2.1195822934242092,106.65173689010376
-10.2,-36.86666667,20.0,1963.0,2009.0,43.0,984.38,0.14,10.52,0.753,2130.1428,0.21727024,14.535405,0.85676837,-0.7643617970471197,-0.7643617970471197,85.44506911202214
-10.26666667,-37.03333333,217.0,1913.0,1991.0,58.0,957.79,0.168,10.52,0.753,2023.3318,0.21221249,14.03456,0.8582803,0.08602689957275722,0.08602689957275722,66.50085050301008
-10.75,-37.5,180.0,1953.0,2000.0,30.0,953.39,0.183,10.52,0.753,1937.0233,0.18413013,15.150143,0.864579,0.8665085540057007,0.8665085540057007,26.813275962080695
-10.55,-37.53333333,272.0,1913.0,1980.0,62.0,795.3,0.135,10.52,0.753,1632.2233,0.18294446,12.31196,0.84759074,-0.4271684774507163,-0.4271684774507163,60.95390653288187
-10.11666667,-37.1,187.0,1963.0,2009.0,46.0,853.3,0.71,10.52,0.753,1906.3245,0.22239286,13.697022,0.8568821,-0.12904085149750855,-0.12904085149750855,711.1135402704348
-10.96666667,-37.3,10.0,1914.0,1975.0,57.0,1021.8,0.168,10.52,0.753,2345.9539,0.20158723,16.29194,0.86505824,0.3305910951642742,0.3305910951642742,60.71581587673454
-10.55,-37.63333333,204.0,1913.0,1978.0,61.0,913.6,0.131,10.52,0.753,1521.0088,0.19673565,12.018791,0.8464541,0.3062489193184952,0.3062489193184952,48.11019390050447
-10.21666667,-37.41666667,290.0,1913.0,1997.0,71.0,905.2,0.118,10.52,0.753,1588.8184,0.198812,13.332678,0.8569233,0.20573225794057015,0.20573225794057015,48.66731371800065
-10.5,-37.21666667,200.0,1914.0,1999.0,74.0,838.7,0.161,10.52,0.753,2460.5422,0.18953209,16.01721,0.8694685,-1.1183057326776225,-1.1183057326776225,86.31020598606409
-10.73333333,-37.8,283.0,1913.0,1987.0,69.0,862.5,0.117,10.52,0.753,1609.9626,0.19373366,14.112163,0.8597794,0.16289359026063355,0.16289359026063355,47.43621889781111
-10.91666667,-37.66666667,,1921.0,1996.0,58.0,851.6,0.134,10.52,0.753,2035.9393,0.17273295,15.75402,0.8625235,-0.10212767195176786,-0.10212767195176786,57.146862330877816
-10.7086,-38.1775,300.0,1938.0,1984.0,35.0,949.6,0.109,10.52,0.753,1371.9679,0.2415512,11.185929,0.8426452,-0.5239112429989763,-0.5239112429989763,68.49949690676418
-11.0303,-37.47829999,92.0,1948.0,2006.0,39.0,1053.3,0.173,10.52,0.753,2455.514,0.20329146,17.435024,0.87083966,0.523848004513012,0.523848004513012,53.8127210343927
-11.05,-37.85,230.0,1913.0,1986.0,70.0,778.4,0.16,10.52,0.753,2060.078,0.19829148,16.978067,0.8690733,-0.33369164885740776,-0.33369164885740776,63.31973507190998
-11.26666667,-37.45,53.0,1944.0,2006.0,43.0,1047.5,0.166,10.52,0.753,2537.9248,0.18833272,18.472134,0.86998725,0.5756769426841224,0.5756769426841224,49.176687503412296
-11.18333333,-38.0,157.0,1914.0,1981.0,62.0,872.87,0.137,10.52,0.753,1560.6638,0.2089224,16.997368,0.8638439,0.7359476431362584,0.7359476431362584,28.9880639826575
-20.08333,-47.4333,620.0,1952.0,2020.0,68.0,715.6,0.2024,18.8,0.7296,4557.5664,0.21102881,24.31386,0.95709306,-7.065802610250374,-7.065802610250374,132.55454020545497
-20.1786,-47.8867,489.0,1967.0,2019.0,52.0,2314.0,0.2198,33.8,0.8805,35266.742,0.21621552,84.84739,1.2469544,0.21086752071942105,0.21086752071942105,59.53685540978631
