,Year,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Latitude,Longitude,P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm)
-20.1081,-41.7283,69,80.2,78.6,56.6,61.3,75.3,67.9,69.1,,98.5,80.6,,,,,,,,,,,,,,,
-20.7019,-41.0164,99,111.6,130,73,59,74,57,74.4,,,,,,,,,,,,,,,,,,
-20.3458,-41.5375,77.3,126,100.3,78.5,55.6,121.2,63.8,90.8,,,,,,,,,,,,,,,,,,
-20.6858,-41.8461,79.2,71.2,100.2,32.2,95.2,87,96.3,98,71.2,107,103.9,,,,,,,,,,,,,,,
-20.5406,-41.6656,83.2,87.4,96.2,78.4,64.2,126.2,64.2,151.6,,,,,,,,,,,,,,,,,,
-20.3228,-41.7042,93.2,93.2,101.6,73.2,80.5,70.4,74.8,64.9,,,,,,,,,,,,,,,,,,
-20.3714,-41.4089,47.7,76.2,98.8,52.6,78.3,94,84.6,64.6,,,,,,,,,,,,,,,,,,
-20.5283,-41.5114,119.8,202.4,88,64.8,70.1,58.2,53.7,65.9,,,,,,,,,,,,,,,,,,
-20.3667,-41.0611,76.4,115.2,83.6,87,82.8,76.4,76,76.4,,,,,,,,,,,,,,,,,,
-20.6806,-41.3483,116.2,58.8,153.2,58.8,48.5,102.5,68.6,71.1,,,,,,,,,,,,,,,,,,
-20.0786,-41.1214,50,92,123.9,77.1,114.9,134.8,75.5,67.8,,85.7,103.3,,,,,,,,,,,,,,,
-20.1706,-41.9611,40,30.5,40.7,50.8,117,104.1,60,72.6,,92.2,75.9,,,,,,,,,,,,,,,
-20.1036,-42.44,53,67.4,119.6,60,79.3,128,114,94,,126.5,93,,,,,,,,,,,,,,,
-20.2989,-42.4781,58.4,72.8,104.6,45.4,80.6,78.2,69.2,81.7,,63,113.6,,,,,,,,,,,,,,,
-20.2147,-42.6522,119.7,87.3,147.1,59.5,85.4,90.4,59.4,107.4,,93.5,82.1,,,,,,,,,,,,,,,
-20.7694,-42.3011,60,,,,,,91.5,79,65.6,83.9,86,,,,,,,,,,,,,,,
-20.6825,-42.8067,64.6,67.8,101.2,50.9,112.4,81.8,78.1,61.6,,98.5,75.9,,,,,,,,,,,,,,,
-20.2772,-42.3256,41.7,78.3,92.6,62,74,103.4,93.7,112.1,,81.5,112.7,,,,,,,,,,,,,,,
-20.3847,-42.9028,66,78.3,117.5,110.2,75,118,72.8,52.5,,127.9,96.1,,,,,,,,,,,,,,,
-20.9692,-42.0517,68.6,,,,,,101,91.5,108.5,62.3,76.8,,,,,,,,,,,,,,,
-20.0114,-42.6742,63.8,66.1,115.9,134.5,142,99.7,75.2,66,,86.7,91,,,,,,,,,,,,,,,
-20.3625,-43.1439,91.5,94.3,103,46.2,98.6,60.4,61.5,72.3,,157.3,78.2,,,,,,,,,,,,,,,
-20.6906,-43.2994,80,86,98.3,117,77,74.5,70.7,70.6,,65.7,64.5,,,,,,,,,,,,,,,
-20.39,-43.1803,82.4,78.4,106.4,52.6,79.6,115.5,50.7,68.9,,161.2,83.8,,,,,,,,,,,,,,,
-20.6703,-43.0881,90,98,101.6,61,82,76.2,117,70.2,,113,100,,,,,,,,,,,,,,,
-20.5167,-43.0167,77,58,140,56,75,72.4,91.4,77.8,,96.2,81,,,,,,,,,,,,,,,
-20.8475,-43.2419,78,73.3,88.2,71,64.3,78.3,80.1,54.8,,80,84,,,,,,,,,,,,,,,
-20.2856,-43.0989,85.9,71.1,95.5,63.5,95.7,87.7,64.8,88.9,,144.1,55.3,,,,,,,,,,,,,,,
-20.1647,-43.8919,158.4,76.1,137.8,58.1,58.1,134.2,76.3,67.2,67.4,100.3,86.7,,,,,,,,,,,,,,,
-20.1692,-44.515,68.4,82.2,115,84.2,91,80.4,87.4,70,112.2,72.6,88.8,,,,,,,,,,,,,,,
-20.0514,-44.4517,82.3,92.3,115,81.1,56.1,100.7,76,79.8,80.1,76.5,78.4,,,,,,,,,,,,,,,
-20.1056,-44.4011,82.5,97,103,70.8,86.5,95.1,96.3,62.6,141.4,73.5,69.5,,,,,,,,,,,,,,,
-20.0075,-44.3311,114.5,84.6,123.4,74.5,78.9,116.8,72.4,59,99,91.5,100.8,,,,,,,,,,,,,,,
-20.1297,-44.4744,99,58,70,63,148,78,65.4,58.8,192.5,75,69,,,,,,,,,,,,,,,
-20.1022,-44.4847,79.4,112.5,112,65.7,94.7,78.7,71.7,120.8,190.2,77.4,69.1,,,,,,,,,,,,,,,
-20.5625,-44.8675,66.9,111.4,102.1,156.5,77,86.5,75.6,51.4,86.5,108.8,85.6,,,,,,,,,,,,,,,
-20.045,-44.4078,92,105,96.2,67.3,71,102.4,64.4,60.8,85.3,80.2,83.3,,,,,,,,,,,,,,,
-20.0867,-44.4272,102.2,107.6,102.4,79,65.2,85.8,66.7,99.4,140.2,80.4,67.5,,,,,,,,,,,,,,,
-20.905,-45.125,60.6,78.6,83.1,73.4,71.5,70.5,67.5,75.3,106.5,73.4,54,84.1,66.7,75.6,101.1,90,99.1,,,,,,,,,
-20.4722,-45.0361,70,96.4,81,127.6,78,76.2,58,58.3,93,95,110,,,,,,,,,,,,,,,
-20.2947,-45.5428,96,84,136,86.6,117.6,72.5,101.1,59.5,71.6,140.5,44.9,,,,,,,,,,,,,,,
-20.0367,-45.5353,97.3,69.4,123.8,48.3,137.2,98.2,96.4,148.3,130.7,69.7,136.2,,,,,,,,,,,,,,,
-20.4619,-45.945,60,67,95,85,67,76.7,52.4,111.1,70.5,80.4,73.2,,,,,,,,,,,,,,,
-20.0844,-45.2967,100.7,85,121,52,80,84.3,112,90.7,80.2,105.8,87,,,,,,,,,,,,,,,
-20.1017,-46.055,75,61.3,142.1,52,59.2,56.4,60.8,110.4,54.8,95.2,62.4,,,,,,,,,,,,,,,
-20.8111,-46.8081,110.7,75.2,70.8,68.5,87.5,129.5,47.8,126.7,52.3,98.2,68.7,73.8,,,,,,,,,,,,,,
-20.5442,-47.4233,99,61,70,65,,86.8,64,65.6,63.5,65.5,80,64.3,,,,,,,,,,,,,,
-20.9967,-47.6606,87.5,54.5,77,74,,65.7,66.6,82.3,102.5,111.3,77,82.8,,,,,,,,,,,,,,
-20.0136,-47.0192,58.6,72.4,110.5,67,86.3,110.7,102.2,65.5,86.1,79.2,73.4,,,,,,,,,,,,,,,
-20.2106,-48.29,112,62,159,77.8,,84,73,119,116.5,111.3,102,67,,,,,,,,,,,,,,
-20.4967,-48.9403,92.5,59.4,66.7,61.7,,108,91.6,142,78.9,93.2,74.8,93,,,,,,,,,,,,,,
-20.7906,-48.3292,108.2,64.3,65.3,75.2,,84.3,118.3,85.3,95.5,78.2,94.3,68.2,,,,,,,,,,,,,,
-20.9997,-48.55,,,,,,60.7,56.3,80.4,98.5,97.2,90.2,87.8,,,,,,,,,,,,,,
-20.94,-48.0775,,,,,,78,76.8,85,70.6,90.4,92,75.5,65.6,51.5,61,106,79.4,,,,,,,,,
-21.4872,-41.6136,69.7,,,,,,63.7,76.8,64.6,57.5,96.6,,,,,,,,,,,,,,,
-21.6433,-41.8586,80.5,,,,,,53.4,74.3,96.5,58.5,93.1,,,,,,,,,,,,,,,
-21.6253,-41.9853,69.4,,,,,,49.7,97.7,106.3,115.2,84.2,,,,,,,,,,,,,,,
-21.2061,-41.4628,43.3,81.4,69.5,72.5,85,92.3,101.4,84.1,76.1,63.4,111.3,,,,,,,,,,,,,,,
-21.0647,-41.3625,77.3,60,66.6,64.5,50.2,137,72.9,118.7,65.7,71.7,94.1,,,,,,,,,,,,,,,
-21.0169,-41.6628,97.9,93.6,113.9,100.6,68.4,115.4,82.2,74.5,125,84.2,114.4,,,,,,,,,,,,,,,
-21.0731,-41.2383,63.2,97,106,54,58,59.3,70.2,100,100,90.2,100,,,,,,,,,,,,,,,
-21.3069,-42.8606,78.2,,,,,,78.8,80.2,147,73.2,92.5,,,,,,,,,,,,,,,
-21.3894,-42.6964,88.2,,,,,,82.9,113.6,125,90.5,100.8,,,,,,,,,,,,,,,
-21.15,-42.2011,75,,,,,,105.2,97.3,102.2,104.5,80.3,,,,,,,,,,,,,,,
-21.0503,-42.5156,73.1,,,,,,82.9,70.2,81.9,81.4,76.9,,,,,,,,,,,,,,,
-21.4714,-42.8131,68.4,,,,,,126.5,109.2,87.9,135.1,92,,,,,,,,,,,,,,,
-21.6581,-42.3428,53.6,,,,,,96.2,74.2,59.3,88.6,75.9,,,,,,,,,,,,,,,
-21.7692,-42.5397,86,,,,,,78,57.4,82.1,80.5,133,,,,,,,,,,,,,,,
-21.8708,-42.6403,37.2,74,88,59.6,38,58.3,45.7,48.2,99.4,35.4,57.7,,,,,,,,,,,,,,,
-21.9514,-42.3561,58.4,,,,,,75.1,120.9,54.3,81,93,,,,,,,,,,,,,,,
-21.5419,-42.1825,71.3,,,,,,128.4,99.7,58.3,87.4,81.6,,,,,,,,,,,,,,,
-21.3094,-43.2022,79,,,,,,78.9,91,128.7,119.6,92.4,,,,,,,,,,,,,,,
-21.3556,-43.0503,40.2,,,,,,64.3,92.2,120,83.4,98.3,,,,,,,,,,,,,,,
-21.1492,-43.52,97.5,98.1,82.8,135.7,145.7,106.8,102.3,62.9,,121.3,75.7,,,,,,,,,,,,,,,
-21.2789,-43.82,81.5,78.7,86,61.5,53.4,,,,,,,,,,,,,,,,,,,,,
-21.1872,-43.98,91.5,87.6,138.6,116.1,55.1,,,,,,,,,,,,,,,,,,,,,
-21.2747,-43.8786,69.8,78,114.8,92.2,76,,,,,,,,,,,,,,,,,,,,,
-21.7578,-43.9178,91.3,,,,,,68.1,66.1,80.1,143.1,56.1,,,,,,,,,,,,,,,
-21.8964,-43.0414,51.1,,,,,,64.2,66.4,102,119.5,95.2,,,,,,,,,,,,,,,
-21.8692,-43.5556,86.9,,,,,,59.3,80.6,97.2,90,93.9,,,,,,,,,,,,,,,
-21.355,-43.2469,65.3,,,,,,115.3,145.1,189.1,100.4,79,,,,,,,,,,,,,,,
-21.4725,-43.1211,48.8,,,,,,63.9,97.5,104.3,111.8,100.8,,,,,,,,,,,,,,,
-21.8556,-43.8864,69.6,,,,,,61,60,68,78.6,89.2,,,,,,,,,,,,,,,
-21.5933,-43.5033,87.8,,,,,,79.6,75.5,89.8,91.2,69,,,,,,,,,,,,,,,
-21.9664,-43.3725,75.1,,,,,,69,60.1,73.4,60.9,60.4,,,,,,,,,,,,,,,
-21.4994,-43.1536,61.4,,,,,,67.5,72.9,82.5,95.1,78.6,,,,,,,,,,,,,,,
-21.9472,-44.1939,86,81,51.8,49,58.3,,,,,,,,,,,,,,,,,,,,,
-21.9511,-44.8761,60.8,62.3,68.7,57.1,86.1,,,,,,,,,,,,,,,,,,,,,
-21.3208,-44.8728,76.4,79.6,80.2,64,96.4,,,,,,,,,,,,,,,,,,,,,
-21.5069,-44.9156,76,65,54.3,70.4,62.3,,,,,,,,,,,,,,,,,,,,,
-21.4922,-44.3261,143,77,82,92.4,106.3,,,,,,,,,,,,,,,,,,,,,
-21.165,-44.1356,89.7,128.3,108.9,91.3,87.9,,,,,,,,,,,,,,,,,,,,,
-21.9772,-44.6033,69,92.8,67,67.6,93.7,,,,,,,,,,,,,,,,,,,,,
-21.0556,-44.2089,61.2,91.2,130.2,66.4,57.8,,,,,,,,,,,,,,,,,,,,,
-21.8353,-44.8008,56.4,82,73.2,80.9,82,,,,,,,,,,,,,,,,,,,,,
-21.3436,-45.1703,75,147.4,85.3,81.4,64.2,85.7,79.5,57.4,53.4,63,74.1,97.6,,,,,,,,,,,,,,
-21.1928,-45.4486,75.6,95,90.8,59.9,112.5,146.5,67.5,76.8,51.5,100.9,56.4,53.9,,,,,,,,,,,,,,
-21.7908,-46.1242,101.1,90.4,74.7,64.9,118,135.4,69.4,86,92.5,73,100,46,,,,,,,,,,,,,,
-21.5217,-47.3644,110.5,53.5,51,48,,85.5,84.3,66.4,68.5,89,116,109.3,,,,,,,,,,,,,,
-21.8461,-47.4742,117.2,61,53.5,63.5,,132.4,83,95,65.1,80,85,77,,,,,,,,,,,,,,
-21.1331,-47.0219,86.4,68,90.2,78.8,,115.8,68.6,81.3,71.2,68.2,90.4,54.2,,,,,,,,,,,,,,
-21.5,-48.0333,,,,,,,,,90.5,106.4,77.7,116.1,,,,,,,,,,,,,,
-21.8367,-48.4953,94,97.2,65.2,44.4,123.6,79.7,70.9,128.6,128.4,83.2,58.4,67.6,,,,,,,,,,,,,,
-22.0425,-41.0556,57.4,76.9,49,58.2,33.4,,45.6,46,45.5,70.6,170,,,,,,,,,,,,,,,
-22.1061,-41.4711,46.4,99.6,87.6,292,56,,61.3,64,72,127.8,68.6,,,,,,,,,,,,,,,
-22.0861,-41.7397,67.3,76.7,78.7,190.9,53,,75.6,40.2,63.2,68.7,172.1,,,,,,,,,,,,,,,
-22.0428,-42.0442,60,96.6,70.9,75.1,67.7,,76.1,90.8,111.4,84.1,87.1,,,,,,,,,,,,,,,
-22.1864,-42.1636,50,82,93,94.2,68.2,,80.3,87.2,106.3,73.4,105.1,,,,,,,,,,,,,,,
-22.4047,-42.3392,125.5,105.2,98.6,152.7,68.3,,93.5,97.5,147.7,180.2,142.3,,,,,,,,,,,,,,,
-22.3631,-42.3808,81.6,79.2,105.6,109,76.3,90.5,64.2,88.9,76.2,98,110.3,117.7,83.4,,,,,,,,,,,,,
-22.3903,-42.4947,81.3,120.2,80.3,85.3,61.8,,76.6,72.9,120.2,148.5,99,,,,,,,,,,,,,,,
-22.4672,-42.3072,140.4,125.8,101.2,182.2,78.4,,167.8,210.6,113.7,192.3,189.2,,,,,,,,,,,,,,,
-22.5489,-42.5461,62.4,133.3,97.4,125.6,88.8,,158.8,88.8,88.8,155.5,100.8,,,,,,,,,,,,,,,
-22.6856,-42.9497,95,86.8,153.7,128.5,119.5,,75.6,88.6,66.3,86.6,107.9,,,,,,,,,,,,,,,
-22.4397,-42.7636,80.6,85.4,70.4,145.1,56.5,,55.5,86,103.1,140.1,79.3,,,,,,,,,,,,,,,
-22.5564,-42.69,82,132,97.2,168,101.2,,104.6,87.8,98.6,126.6,96.7,,,,,,,,,,,,,,,
-22.0678,-42.16,76,,,,,,50.8,77.3,99.8,58.5,79.9,,,,,,,,,,,,,,,
-22.2356,-42.2858,55,,,,,,96.9,83.6,61.2,88.3,94.3,,,,,,,,,,,,,,,
-22.2994,-42.4011,57.1,,,,,,63.6,97.8,87.2,77.7,88.6,,,,,,,,,,,,,,,
-22.2761,-42.5039,50.5,,,,,,95,97.5,65.3,61.5,116.5,,,,,,,,,,,,,,,
-22.1569,-42.4164,44.1,,,,,,82.2,66.5,72.2,64.9,105.5,,,,,,,,,,,,,,,
-22.2858,-42.66,54.4,,,,,,93.6,114.1,83.6,81.6,116.5,,,,,,,,,,,,,,,
-22.3772,-42.5517,102.5,,,,,,88.7,99.7,118.5,128.7,166.4,,,,,,,,,,,,,,,
-22.3425,-42.5572,85.8,,,,,,81.5,122.9,53.3,53.1,69.8,,,,,,,,,,,,,,,
-22.2714,-42.7947,39.9,,,,,,63.2,84.3,51.1,61.3,78.8,,,,,,,,,,,,,,,
-22.2011,-42.9,70.4,,,,,,81.9,105.7,47.9,54.7,87,,,,,,,,,,,,,,,
-22.0353,-42.9908,65,,,,,,63.4,50.2,67,77.8,87.7,,,,,,,,,,,,,,,
-22.0503,-42.6783,78.8,,,,,,90.4,81.9,95.6,77.4,95.5,,,,,,,,,,,,,,,
-22.1483,-43.2911,67.5,,,,,,100.4,71.6,63.6,68.1,70.3,,,,,,,,,,,,,,,
-22.2875,-43.9294,65,,,,,,119.4,81.9,91.7,60.9,93.1,,,,,,,,,,,,,,,
-22.2189,-43.7036,48.2,,,,,,84.2,67,118,105.2,49,,,,,,,,,,,,,,,
-22.1569,-43.7525,40.7,,,,,,87.8,46.9,107.9,102.1,68.6,,,,,,,,,,,,,,,
-22.2086,-43.6233,55.8,,,,,,103.6,50.5,121.5,103.3,54,,,,,,,,,,,,,,,
-22.0858,-43.5567,60.7,,,,,,77.4,52.3,63.5,75.5,61.6,,,,,,,,,,,,,,,
-22.4853,-43.1492,83.4,,,,,,91,90,86.2,90,90,,,,,,,,,,,,,,,
-25.35,-51.4833,117.4,83.6,86.1,,,,,,,,,,,,,,,,,,,,,,,
-25.6942,-51.2025,63,98,130,,,,,,,,,,,,,,,,,,,,,,,
-25.65,-51.6667,75.2,68,112,,,,,,,,,,,,,,,,,,,,,,,
-25.25,-51.55,109.1,105.2,98.5,,,,,,,,,,,,,,,,,,,,,,,
-25.4483,-52.9044,84.3,150,126.3,,,,,,,,,,,,,,,,,,,,,,,
-25.7739,-52.9328,123.7,87.2,135.5,141.9,,,,,,,,,,,,,,,,,,,,,,
-25.86,-52.5269,107,90,155.2,,,,,,89,95,103,74,107,72,75,84,106,49,95,122,77,78,64,69,98,
-25.3667,-52.1167,107.4,95,88.2,118.5,,,,,,,,,,,,,,,,,,,,,,
-25.6831,-54.4331,103.1,164.2,145.5,,,,,,,,,,,,,,,,,,,,,,,
-26.7242,-48.9317,78,57.8,68,67.8,67.8,69.7,,,,73.4,,84.7,,,,,,,,,,,,,,
-26.7367,-49.1703,86.9,60.8,89.7,84.8,156.1,107.5,,,,98.7,,75.3,,,,,,,,,,,,,,
-26.8297,-49.2719,101,70.5,77,62.1,120.5,86.5,,,,63.9,,52.5,,,,,,,,,,,,,,
-26.9136,-49.2675,52.1,46.6,97.4,82.6,66.5,73.6,,,,105.1,,67.3,,,,,,,,,,,,,,
-26.1,-49.8,79.9,72.2,81.4,82.8,75.2,44.9,,,,,,,,,,,,,,,,,,,,
-26.9181,-49.0653,83.9,70,79,98.4,75.5,76.1,,,,65.9,,35.5,,,,,,,,,,,,,,
-26.7408,-49.2706,75.9,98.3,86.5,69.5,129.9,108,,,,117.5,,54.9,,,,,,,,,,,,,,
-26.9683,-49.0742,87.3,64.7,69.2,97.6,107.7,86.7,,,,78.2,,63.5,,,,,,,,,,,,,,
-26.7967,-49.0836,102.6,59,116.8,79,121.6,89.2,,,,74.6,,74,,,,,,,,,,,,,,
-26.4239,-49.2925,91.8,68.6,80.5,76,140,103,,,,82,,58,,,,,,,,,,,,,,
-26.7172,-49.4831,81.8,71,86.2,75.3,136.5,88.5,,,,160,,39.5,,,,,,,,,,,,,,
-26.1547,-49.3806,91.3,75.2,87.9,84,99.3,85.9,,,,,,,,,,,,,,,,,,,,
-26.5306,-49.8436,170,127.6,136.6,76.9,87.2,66.7,,,,,,,,,,,,,,,,,,,,
-26.1864,-49.2733,95,81.2,96,86.4,95.9,80.2,,,,,,,,,,,,,,,,,,,,
-26.0192,-50.5925,171,99.7,119.3,,,,,,,,,,,,,,,,,,,,,,,
-26.7103,-50.2908,47,86,84.3,64.9,114.8,61.5,,,,,,,,,,,,,,,,,,,,
-26.3514,-50.6456,65,127.9,91.6,81.5,92.2,68.9,,,,,,,,,,,,,,,,,,,,
-26.2281,-51.0803,78.2,99.8,86.3,145.2,87.4,76.9,,,,,,,,,,,,,,,,,,,,
-26.8733,-51.7964,62.4,104.3,134.3,104.2,157.4,114.6,90.9,83.8,97.5,67.8,,116,,,,,,,,,,,,,,
-26.3867,-51.2719,117,119.2,104,,,,,,,,,,,,,,,,,,,,,,,
-26.1667,-51.2167,75.9,83,95.6,,,,,,,,,,,,,,,,,,,,,,,
-26.0306,-51.1419,110.4,90.4,86.2,,,,,,,,,,,,,,,,,,,,,,,
-26.2667,-51.9,83.6,147,134.9,,,,,,,,,,,,,,,,,,,,,,,
-26.7758,-51.2628,69.8,79.9,93.5,78.6,64.1,79.2,62.8,61.9,97.1,55.3,63.4,,,,,,,,,,,,,,,
-26.9056,-51.9717,75.2,91.4,95,103.6,142.1,100.3,79.1,63.4,82.4,59.5,,114.1,,,,,,,,,,,,,,
-26.5561,-52.3308,130.1,80,120,90.2,80,50.9,85.5,45.1,79.2,78.2,,112.3,,,,,,,,,,,,,,
-26.9508,-52.1817,74.3,65.4,93.7,118.5,127.6,94.2,92.1,56.2,117.4,66.2,,100.7,,,,,,,,,,,,,,
-26.5836,-52.6403,83.7,75.1,120,114,93.8,65.3,117.6,90,156.5,80.4,,88.9,,,,,,,,,,,,,,
-26.0506,-52.8008,83.6,105,150.4,,,,,,,,,,,,,,,,,,,,,,,
-26.2781,-52.2961,88.5,91.4,121.3,,,,,,,,,,,,,,,,,,,,,,,
-26.7369,-52.9017,79.3,74.1,100.6,135.4,80.6,76,101.8,84.1,140.9,68.2,,88.8,,,,,,,,,,,,,,
-26.4003,-52.8956,94.2,90,155,154.6,84,98.3,93,93,130.2,72.3,,109,,,,,,,,,,,,,,
-26.6828,-53.2867,95.6,66.2,126.4,98.6,141,66.3,100.2,96.4,167.3,79.5,113.8,132.3,,,,,,,,,,,,,,
-26.9283,-53.0075,94.5,78.5,96.6,104,78.5,79.3,90.3,78.5,92.5,115.5,,108,,,,,,,,,,,,,,
-27.4158,-48.9511,99.9,71,87.3,170.6,46.7,63.3,,,,58,,63.6,,,,,,,,,,,,,,
-27.4858,-48.9869,117.2,53.5,96.3,159.2,67.6,91.5,,,,76.4,,70.6,,,,,,,,,,,,,,
-27.5169,-48.7694,154,82.1,164,146.6,67,72.6,,,,65,,52,,,,,,,,,,,,,,
-27.0381,-49.395,125.1,64.4,105.9,66.9,105.9,134.1,,,,90.2,,65,,,,,,,,,,,,,,
-27.0539,-49.5167,108.8,49.2,100.8,61.2,83.8,65.2,,,,115,,40.6,,,,,,,,,,,,,,
-27.3986,-49.6058,72.2,63.2,74.7,76.3,83.1,111,,,,97.6,,130,,,,,,,,,,,,,,
-27.1131,-49.9944,78,170.7,64.6,88,122.6,108.9,,,,58.3,,53.7,,,,,,,,,,,,,,
-27.0342,-49.5897,192,64.5,90.5,68.5,100.8,84.4,,,,70.1,,47,,,,,,,,,,,,,,
-27.2572,-49.9408,60.4,70.4,70,75.3,102,80,,,,53.5,,61.6,,,,,,,,,,,,,,
-27.7306,-49.3828,101.8,51.8,83.6,84.8,66.6,66.4,,,,61.4,,57,,,,,,,,,,,,,,
-27.9956,-49.1156,136.2,67,124.8,74.9,74.9,125,,,,61.4,,108.5,,,,,,,,,,,,,,
-27.2903,-49.7689,56,58.8,84.4,74.6,102,65,,,,86.3,,77.4,,,,,,,,,,,,,,
-27.3978,-48.9803,89,72.1,108.7,146.6,59.3,74.5,,,,82.3,,71.6,,,,,,,,,,,,,,
-27.0403,-49.3814,54.3,62.7,97.2,66.2,113.5,114.3,,,,80,,75.4,,,,,,,,,,,,,,
-27.5019,-49.5531,55.2,49.9,104.4,87.3,79.9,97.8,,,,81.2,,93.8,,,,,,,,,,,,,,
-27.9097,-49.1297,155,121.3,117.2,96.5,88.3,95.2,,,,33.2,,99,,,,,,,,,,,,,,
-27.8042,-49.78,50,58.7,83.7,106.1,89,76.5,170.3,85.2,69.7,80,143.9,,,,,,,,,,,,,,,
-27.6833,-49.3653,79.1,52,106.3,81.6,67.3,88.2,,,,49.4,,65,,,,,,,,,,,,,,
-27.9131,-50.0317,40.5,56.2,75,100,72.4,99.2,134.2,58.4,53.2,57.8,132.8,,,,,,,,,,,,,,,
-27.3339,-50.7533,56.5,81.8,106.6,94.8,112.5,60.6,91.6,87.4,93.5,108.6,118.2,,,,,,,,,,,,,,,
-27.1611,-50.4689,92.8,79.8,94.5,74.3,134.7,57.4,65.6,78.3,55.1,67,90.3,,,,,,,,,,,,,,,
-27.3453,-50.4358,79.8,66.7,71.3,105.5,98.8,54.4,92.2,90.8,62.6,44.3,140.9,,,,,,,,,,,,,,,
-27.1717,-51.5003,70.5,96,94,81,170,88,86,60,123,47.5,117.3,,,,,,,,,,,,,,,
-27.7125,-51.7378,119,68.2,85,116,103.5,57.2,117,58.2,54.5,79.2,97,,,,,,,,,,,,,,,
-27.9828,-51.7836,68.5,71,105.6,90.8,101.7,68.1,140.8,86.9,73,95.6,112,,,,,,,,,,,,,,,
-27.3422,-51.6083,69.9,74.6,106,113,132.4,72.2,81.1,85.8,79.6,72.1,102.7,,,,,,,,,,,,,,,
-27.8542,-52.3047,91,96,175,105,106.3,110.8,88.4,75.6,91.6,64.5,,87.3,,,,,,,,,,,,,,
-27.3889,-52.4544,78.5,71.2,89.8,111,126.5,87.5,89.7,71,67,58,,98,,,,,,,,,,,,,,
-27.8117,-53.0278,99.2,88.2,117,76,71.2,76,75,85.2,96.4,64.2,94.1,118.8,,,,,,,,,,,,,,
-27.0014,-53.5256,74,82.8,94.4,123.5,89.5,99.3,96.5,85.5,94.1,90,160,125,,,,,,,,,,,,,,
-27.5992,-53.0714,123.6,83,148,111.5,95.2,85.5,103.6,110,71.4,72,100,100.4,,,,,,,,,,,,,,
-27.3019,-54.1394,63.3,116.7,148.9,116.6,95.9,68.2,113.8,85.6,90.3,85.1,114.4,119.2,,,,,,,,,,,,,,
-27.6742,-54.4625,147,83.2,144,119.1,79.7,76,76.7,109.5,130.2,58.9,95.4,110,,,,,,,,,,,,,,
-27.9681,-54.1164,80.8,82.4,173,87.4,69.2,154.6,107.7,84.2,134,61.8,113.6,77.4,,,,,,,,,,,,,,
-27.8544,-55.0236,76.7,74,123.8,95.9,99.3,88.1,99.8,122.7,123.8,57.4,78.5,82.5,,,,,,,,,,,,,,
-28.1036,-48.9194,126,80.6,119.6,114.2,62.2,95.1,,,,70.6,,85.4,,,,,,,,,,,,,,
-28.4197,-49.1069,138.2,154.2,60.2,98,57.9,76.3,,,,55.8,,110.8,,,,,,,,,,,,,,
-28.3589,-49.295,77,150.6,65.4,75.8,62.6,90.8,,,,65,,65.2,,,,,,,,,,,,,,
-28.3258,-49.1792,122.8,79.2,76.8,65.6,53.9,89.2,,,,70.6,,78,,,,,,,,,,,,,,
-28.2094,-49.195,108.8,65.6,81.8,75.8,59.6,84.6,,,,70,,88.8,,,,,,,,,,,,,,
-28.3692,-49.8078,44.2,47.3,70.6,73.5,81,87.6,138,67.5,82,92,101.3,69.2,,,,,,,,,,,,,,
-28.7144,-50.0689,,42.5,109.2,68.2,78.4,85,117.2,,,,,,,,,,,,,,,,,,,
-28.8675,-50.4561,48.8,61,90.5,71.9,52,71,128.2,73.4,,41.8,68.6,61.7,,,,,,,,,,,,,,
-28.8533,-51.2844,69.3,113.3,83.4,131.1,51.6,74.6,193.9,86.5,,73.2,70.1,102.5,,,,,,,,,,,,,,
-28.8775,-51.4483,79.1,90.2,87.2,125.1,63.1,79.6,150.3,75.6,,68.5,77,90,,,,,,,,,,,,,,
-28.6194,-51.8667,53.5,95.3,78.5,92.5,71.5,95.5,180.7,85.7,,98.3,92.3,98.3,,,,,,,,,,,,,,
-28.7561,-51.6283,55.5,76.8,108.2,182.5,53.7,72.5,141,79.5,,69.8,97.1,124,,,,,,,,,,,,,,
-28.0592,-51.1881,130.8,55.6,93.8,133.8,97.6,68.8,152.2,59.1,66.6,86.6,110.8,75.6,,,,,,,,,,,,,,
-28.1892,-52.7458,126,85.3,121.2,152.7,78.5,84.7,109.3,131,99.7,88.7,123.6,77.3,,,,,,,,,,,,,,
-28.0575,-51.9961,91.3,80.1,110.6,131,83.2,97.3,123.8,67.8,104.4,64.6,106.8,,,,,,,,,,,,,,,
-28.4561,-53.9717,94.5,110.4,151.6,90.2,67.1,93.3,77.5,,,57.9,,,,,,,,,,,,,,,,
-28.2894,-53.7794,65.9,102.4,121,84,76.3,73.4,69.5,,,75.8,,,,,,,,,,,,,,,,
-28.7289,-53.1853,60.7,80,130,165,61,55,110.3,92.1,75.1,91.5,85.4,80,,,,,,,,,,,,,,
