station_id,time_step_min,n_obs,nan_frac,years_span_yr,first_date,last_date,had_zero_year,daily_mean_mm,daily_max_mm,max_24h_mm,coeffs_nonan
60477100,15,342515,0,10.1256642276478,16-Nov-2014 16:00:00,31-Dec-2024 23:45:00,0,2.74478649453823,27.6,27.6,8
60472235,15,187755,4.26087188090863e-05,6.34498540923724,28-Aug-2018 12:45:00,31-Dec-2024 23:45:00,0,3.77408477842004,51.6,51.6,8
60435200,15,215045,0,7.81792233926775,08-Mar-2017 13:15:00,31-Dec-2024 23:45:00,0,3.70006657789614,41.65,42.4,8
60229800,60,29825,0,4.48069889639532,09-Jul-2020 10:00:00,31-Dec-2024 23:00:00,0,9.72754491017964,75,75,6
60180070,60,42014,0.00307040510306088,7.24632721182958,04-Jan-2017 18:00:00,04-Apr-2024 10:00:00,0,10.7679214402619,120.2,128,6
60179000,60,66526,3.00634338454138e-05,7.89598120883158,08-Feb-2017 01:00:00,31-Dec-2024 23:45:00,0,14.0782201405152,230,244.6,6
60022000,15,274472,0,9.64319367726008,11-May-2015 21:15:00,31-Dec-2024 23:45:00,0,2.97187981510015,26.25,26.25,8
60020500,15,283968,3.52152355194952e-06,9.64319367726008,11-May-2015 21:15:00,31-Dec-2024 23:45:00,0,2.76975036710719,26.4,26.95,8
60018800,60,72262,2.76770640170491e-05,8.41678245731717,01-Aug-2016 19:00:00,31-Dec-2024 23:00:00,0,12.0246200607903,169.6,195.2,6
60018500,60,72025,5.55362721277334e-05,8.41678245731717,01-Aug-2016 19:00:00,31-Dec-2024 23:00:00,0,11.8194174757282,202.6,203.6,6
59310000,60,64486,0,7.94917075641526,19-Jan-2017 14:00:00,31-Dec-2024 23:00:00,0,6.11418269230769,97.2,102.3,6
58974000,15,323576,0,11.0008818342152,01-Jan-2014,31-Dec-2024 23:45:00,0,2.77516382699869,42.55,47.45,8
58960000,15,268168,3.72900569792071e-06,8.88556347266998,27-Jan-2016 14:30:00,15-Dec-2024 23:45:00,0,2.67734248788368,32.9,33.25,8
58940000,15,247711,0,8.9293699847818,27-Jan-2016 14:30:00,31-Dec-2024 23:45:00,0,3.31351030110935,27,27.4,8
58930000,15,260328,0,8.9293699847818,27-Jan-2016 14:30:00,31-Dec-2024 23:45:00,0,3.10826873385013,29.05,30.2,8
58918180,60,78164,0,9.8516738878964,24-Feb-2015 17:00:00,31-Dec-2024 23:00:00,0,9.92356828193833,127.4,127.4,6
58918140,60,74240,0,9.85155980843777,24-Feb-2015 18:00:00,31-Dec-2024 23:00:00,0,7.83958762886599,104.2,108.4,6
58880001,15,374011,0,11.0008818342152,01-Jan-2014,31-Dec-2024 23:45:00,0,2.8520706455542,25.05,26.15,8
58848200,60,57644,1.73478592741656e-05,8.47450666338118,11-Jul-2016 17:00:00,31-Dec-2024 23:00:00,0,16.9987984981227,366,442,6
58846000,15,366066,0,10.7309127953802,09-Apr-2014 14:30:00,31-Dec-2024 23:45:00,0,3.16199324324324,29.8,29.8,8
58790002,15,241400,0,7.30365213978841,12-Sep-2017 09:15:00,31-Dec-2024 23:45:00,0,3.39419795221843,41.7,44,8
58788600,60,81088,1.23322809786898e-05,9.65865144390371,06-May-2015 05:00:00,31-Dec-2024 23:00:00,0,9.20080889787664,107.4,109.6,6
58737050,60,34077,0,4.99782108234027,02-Jan-2020 13:00:00,31-Dec-2024 23:00:00,0,9.99028340080972,103,103,6
58735000,15,173247,0,5.42259594652868,31-Jul-2019 10:15:00,31-Dec-2024 23:45:00,0,3.30081135902637,23.95,25.05,8
58732000,60,81665,0,9.85155980843777,24-Feb-2015 18:00:00,31-Dec-2024 23:00:00,0,10.3818181818182,86.4,102,6
58731700,60,75603,1.32269883470233e-05,9.00702957624044,30-Dec-2015 05:00:00,31-Dec-2024 23:00:00,0,9.9779112754159,113.5,127.5,6
58730001,15,105489,0,5.38389449019031,14-Aug-2019 13:30:00,31-Dec-2024 23:45:00,0,3.77737341772152,22.95,24,8
58729800,60,76337,1.30998074328307e-05,9.00657325840595,30-Dec-2015 09:00:00,31-Dec-2024 23:00:00,0,10.5461397058823,119.4,120,6
58680001,15,105527,0,5.1177471132193,19-Nov-2019 18:30:00,31-Dec-2024 23:45:00,0,3.43076923076923,25.45,26.7,8
58652000,60,78065,1.28098379555499e-05,9.81436990492618,10-Mar-2015 08:00:00,31-Dec-2024 23:00:00,0,6.33404471544716,359.4,362.8,6
58650500,60,56484,0,8.36738605173275,19-Aug-2016 20:00:00,31-Dec-2024 23:00:00,0,8.97755775577558,118.2,162.4,6
58610500,30,156847,0,9.58843553712031,31-May-2015 21:00:00,31-Dec-2024 23:30:00,0,4.68927696078431,51.3,52.25,7
58594000,30,158204,0,9.58832145766169,31-May-2015 22:00:00,31-Dec-2024 23:30:00,0,4.05803571428571,37.75,42.875,7
58586000,30,160216,0,9.58832145766169,31-May-2015 22:00:00,31-Dec-2024 23:30:00,0,4.70824496288441,56.5,58.375,7
58585000,15,315272,0,10.9956341791184,01-Jan-2014,30-Dec-2024 01:45:00,0,2.98108258928571,20.3,28.7,8
58551000,30,159130,0,9.58832145766169,31-May-2015 22:00:00,31-Dec-2024 23:30:00,0,4.20700531208499,37.5,43.375,7
58530000,15,333078,0,11.0008818342152,01-Jan-2014,31-Dec-2024 23:45:00,0,3.11767330130405,25.5,28.15,8
58521085,30,94457,0,9.83998074338738,01-Mar-2015,31-Dec-2024 23:30:00,0,6.26050122249389,91.9,92.5,7
58520000,15,370835,8.08985128156727e-06,11.0008818342152,01-Jan-2014,31-Dec-2024 23:45:00,0,3.42573599240266,32.25,40.55,8
58480501,60,56050,0.00032114183764496,9.6139322961229,22-May-2015 13:00:00,31-Dec-2024 23:00:00,0,12.7275747508306,115,115,6
58470800,60,48137,0.000602447182001371,7.60750277783482,24-May-2017 09:00:00,31-Dec-2024 23:00:00,0,7.18473091364206,62.6,76.4,6
58421000,60,45726,0,5.95289430994476,18-Jan-2019 16:00:00,31-Dec-2024 22:00:00,0,32.5961194029851,138.4,179.8,6
58380001,15,364805,2.74119049903373e-06,11.0008818342152,01-Jan-2014,31-Dec-2024 23:45:00,0,3.22343558282209,31.4,31.85,8
58358000,60,79293,0,9.81436990492618,10-Mar-2015 08:00:00,31-Dec-2024 23:00:00,0,5.6456607495069,386,386,6
58351500,60,80151,0,9.81436990492618,10-Mar-2015 08:00:00,31-Dec-2024 23:00:00,0,5.74963963963964,93.9,93.9,6
