reference_key,source_sheet,source_row,station_code,station_name,latitude_xlsx,longitude_xlsx,lat_key,lon_key,K_r_sampled,a_r_sampled,b_r_sampled,c_r_sampled,latitude_metric,longitude_metric,K,a,b,c,K_r_metric,a_r_metric,b_r_metric,c_r_metric,K_r_abs_diff_sampled_minus_metric,K_r_rel_diff_pct_sampled_minus_metric,a_r_abs_diff_sampled_minus_metric,a_r_rel_diff_pct_sampled_minus_metric,b_r_abs_diff_sampled_minus_metric,b_r_rel_diff_pct_sampled_minus_metric,c_r_abs_diff_sampled_minus_metric,c_r_rel_diff_pct_sampled_minus_metric,max_abs_rel_diff_pct_sampled_vs_metric
standard,Standard,322,-,Guaraqueçaba,-25.21666667,-48.33333333,-25.21667,-48.33333,10445.95703125,0.17767886817455292,64.83393859863281,1.0778017044067383,-25.21666667,-48.33333333,1479.78,0.172,19.0,0.802,2511.845,0.15601079,28.354038,0.91216606,7934.112031250001,315.8678991438565,0.021668078174552907,13.88883305735001,36.47990059863281,128.6585727176948,0.16563564440673828,18.158496755156435,315.8678991438565
standard,Standard,24,1444017,Fazenda Porto Alegre,-14.2683,-44.5217,-14.2683,-44.5217,16436.580078125,0.1895201951265335,79.89994049072266,1.1907278299331665,-14.2683,-44.5217,2500.0,0.184,34.478,0.902,4183.9805,0.21816716,41.49244,1.019674,12252.599578125,292.8455230162999,-0.02864696487346649,-13.130741067292846,38.407500490722654,92.56505640719767,0.17105382993316653,16.775344858569163,292.8455230162999
standard,Standard,251,1157000,Porto dos Gaúchos,-11.5358,-57.4172,-11.5358,-57.4172,7677.84814453125,0.23109285533428192,44.091583251953125,1.0423678159713745,-11.5358,-57.4172,5979.295,0.131,48.214,1.022,1957.1073,0.14301601,21.779642,0.9279514,5720.74084453125,292.30593767297535,0.08807684533428192,61.58530456435047,22.311941251953126,102.44402204569353,0.11441641597137453,12.330000899979733,292.30593767297535
standard,Standard,284,3878358,Catende,-8.66694,-35.71694,-8.66694,-35.71694,1218.466552734375,0.25577104091644287,14.502005577087402,0.8608615398406982,-8.66694,-35.71694,743.4,0.267,12.0,0.8155,791.12085,0.2237535,3.7239432,0.8126972,427.345702734375,54.01775250069253,0.03201754091644288,14.30929166088704,10.778062377087402,289.4260679670786,0.048164339840698234,5.926480347255808,289.4260679670786
standard,Standard,454,2246095,Pedra Bela,-22.8,-46.45,-22.8,-46.45,6845.72119140625,0.15865476429462433,60.7322998046875,1.0677584409713745,-22.8,-46.45,2065.3,0.1467,16.7,0.8878,1853.1921,0.16467516,29.259842,0.91674155,4992.52909140625,269.40159584137285,-0.0060203957053756585,-3.655922183634532,31.4724578046875,107.56195404160933,0.1510168909713745,16.47322421148845,269.40159584137285
standard,Standard,453,2246095,Pedra Bela,-22.8,-46.45,-22.8,-46.45,6845.72119140625,0.15865476429462433,60.7322998046875,1.0677584409713745,-22.8,-46.45,2065.3,0.1467,16.7,0.8878,1853.1921,0.16467516,29.259842,0.91674155,4992.52909140625,269.40159584137285,-0.0060203957053756585,-3.655922183634532,31.4724578046875,107.56195404160933,0.1510168909713745,16.47322421148845,269.40159584137285
standard,Standard,165,1944009,Pedro Leopoldo,-19.63439999,-44.0533,-19.6344,-44.0533,16001.896484375,0.1598019152879715,103.90484619140625,1.184004306793213,-19.63439999,-44.0533,925.109,0.196,11.264,0.761,4412.6865,0.18818644,60.675266,1.0155264,11589.209984375,262.6338849219178,-0.028384524712028514,-15.083193407574164,43.22958019140625,71.24745063566141,0.16847790679321295,16.59020452774177,262.6338849219178
standard,Standard,394,964005,Jaciparaná,-9.25,-64.4,-9.25,-64.4,3371.324462890625,0.21700698137283325,31.625625610351562,0.9363735318183899,-9.25,-64.4,1012.9,0.1658,12.1,0.7118,933.8368,0.15192065,11.037881,0.8258939,2437.487662890625,261.0185915666019,0.06508633137283326,42.842320232853965,20.587744610351564,186.5189940927209,0.11047963181838993,13.376976366866245,261.0185915666019
standard,Standard,525,2447040,Itapitangui,-24.93333333,-47.95,-24.93333,-47.95,8562.5966796875,0.21376413106918335,57.45015335083008,1.0512272119522095,-24.93333333,-47.95,668.325,0.186,10.358,0.628,2411.1487,0.1804608,28.941938,0.9128839,6151.4479796875,255.12520151442752,0.033303331069183345,18.45460680058126,28.508215350830078,98.50140426266574,0.1383433119522095,15.154535199077289,255.12520151442752
standard,Standard,542,-,Piracicaba,-22.70805556,-47.6175,-22.70806,-47.6175,7846.57861328125,0.17364928126335144,46.32915115356445,1.1015007495880127,-22.70805556,-47.6175,1773.932,0.173,24.999,0.798,2215.2996,0.18978888,16.771042,0.9434949,5631.27901328125,254.1994325860597,-0.016139598736648553,-8.503974909725246,29.558109153564452,176.24491760001823,0.15800584958801267,16.746868434372317,254.1994325860597
standard,Standard,76,1546008,Arinos (INMET),-15.9153,-46.1072,-15.9153,-46.1072,3172.724609375,0.19619368016719818,13.808040618896484,0.9700239896774292,-15.9153,-46.1072,3500.0,0.166,41.086,0.942,1613.9576,0.16830826,3.9021783,0.90216,1558.767009375,96.58041880251376,0.027885420167198194,16.568063960258513,9.905862318896485,253.85468211169348,0.06786398967742924,7.522389562542037,253.85468211169348
standard,Standard,87,1645000,São Romão,-16.3717,-45.0828,-16.3717,-45.0828,11505.5517578125,0.16433855891227722,67.43244934082031,1.134583592414856,-16.3717,-45.0828,1119.829,0.184,15.2,0.777,3290.9421,0.15558574,41.07358,1.0087755,8214.6096578125,249.61270688452709,0.008752818912277222,5.625720527007951,26.358869340820313,64.17475501483024,0.1258080924148559,12.471366762461608,249.61270688452709
standard,Standard,451,2245050,São Francisco Xavier,-22.9167,-45.9667,-22.9167,-45.9667,3342.703369140625,0.20953357219696045,44.92728042602539,0.9920280575752258,-22.9167,-45.9667,1326.828,0.104,13.697,0.8,976.4987,0.16580537,20.184214,0.8628776,2366.204669140625,242.3151888620666,0.04372820219696044,26.37321227711771,24.74306642602539,122.58622716755474,0.1291504575752258,14.967413405473245,242.3151888620666
standard,Standard,450,2245050,São Francisco Xavier,-22.9167,-45.9667,-22.9167,-45.9667,3342.703369140625,0.20953357219696045,44.92728042602539,0.9920280575752258,-22.9167,-45.9667,1326.828,0.104,13.697,0.8,976.4987,0.16580537,20.184214,0.8628776,2366.204669140625,242.3151888620666,0.04372820219696044,26.37321227711771,24.74306642602539,122.58622716755474,0.1291504575752258,14.967413405473245,242.3151888620666
standard,Standard,530,2448029,Faxinal,-24.8833,-48.3,-24.8833,-48.3,6761.705078125,0.17397761344909668,51.68651580810547,1.0416884422302246,-24.8833,-48.3,1999.359,0.127,23.88,0.888,1989.3044,0.14775428,30.876934,0.93382543,4772.400678125,239.90298710066693,0.026223333449096692,17.74793491538566,20.80958180810547,67.39523363331823,0.10786301223022465,11.55066126548135,239.90298710066693
standard,Standard,217,2048042,UHE Volta Grande Barramento,-20.03389999,-48.2222,-20.0339,-48.2222,23929.109375,0.14521096646785736,81.76927947998047,1.2343671321868896,-20.03389999,-48.2222,2618.624,0.165,31.915,0.888,7104.499,0.21345507,56.552586,1.1183707,16824.610375,236.8162818377482,-0.06824410353214264,-31.9711794768532,25.21669347998047,44.58981500860186,0.1159964321868896,10.371912657126085,236.8162818377482
standard,Standard,15,1239007,Argoim,-12.585,-39.5183,-12.585,-39.5183,2999.572021484375,0.20469525456428528,58.3213005065918,0.9888505935668945,-12.585,-39.5183,8999.0,0.245,56.068,1.119,911.21985,0.15239681,32.78683,0.8672917,2088.352171484375,229.18203235853292,0.052298444564285285,34.31728299580896,25.534470506591795,77.88026627335364,0.12155889356689453,14.015918008542515,229.18203235853292
standard,Standard,477,2346004,Piracaia,-23.05,-46.35,-23.05,-46.35,4993.08349609375,0.16784316301345825,47.73321533203125,1.0173132419586182,-23.05,-46.35,1158.201,0.139,5.0,0.818,1540.3861,0.21204771,27.839922,0.9132321,3452.6973960937503,224.14493327963362,-0.04420454698654175,-20.846509960679015,19.89329333203125,71.45599521446665,0.10408114195861817,11.397008707711672,224.14493327963362
standard,Standard,297,2353053,Umuarama,-23.73333333,-53.28333333,-23.73333,-53.28333,35474.50390625,0.187183678150177,127.7520751953125,1.2540041208267212,-23.73333333,-53.28333333,1752.27,0.148,17.0,0.84,11023.224,0.16578062,92.61809,1.1237663,24451.279906249998,221.81604861018877,0.021403058150177012,12.91047056656985,35.133985195312505,37.934257978449466,0.1302378208267212,11.589404382986142,221.81604861018877
standard,Standard,524,2447033,Momuna,-24.7,-47.66666667,-24.7,-47.66667,8464.38671875,0.17181406915187836,56.420772552490234,1.0444904565811157,-24.7,-47.66666667,745.325,0.17,25.0,0.558,2684.1812,0.22403002,28.814732,0.92081416,5780.20551875,215.34334264579456,-0.05221595084812164,-23.30756871249739,27.606040552490235,95.8053004015107,0.12367629658111567,13.431189696422097,215.34334264579456
standard,Standard,79,1641008,Pedra Azul (Fortaleza),-16.0,-41.28329999,-16.0,-41.2833,2573.56640625,0.1991649866104126,40.93955993652344,0.921431839466095,-16.0,-41.28329999,4451.964,0.176,37.326,1.013,835.4983,0.13795486,20.231123,0.82439005,1738.06810625,208.02772504145133,0.061210126610412585,44.36967759628953,20.708436936523437,102.35930519785498,0.09704178946609499,11.771344094472633,208.02772504145133
standard,Standard,219,2142009,Jussara,-20.9114,-42.3481,-20.9114,-42.3481,18636.466796875,0.14170588552951813,110.43000793457031,1.1956874132156372,-20.9114,-42.3481,2025.9,0.157,22.0,0.8914,6054.2495,0.14733662,79.1867,1.0612217,12582.217296875,207.82455854974265,-0.005630734470481874,-3.8216802248360753,31.24330793457031,39.455246821209,0.13446571321563727,12.670840901164881,207.82455854974265
standard,Standard,236,2146103,Caldas,-21.92579999,-46.3889,-21.9258,-46.3889,2812.982177734375,0.1610013097524643,28.915616989135742,0.9476133584976196,-21.92579999,-46.3889,3600.0,0.194,46.187,0.91,922.4671,0.20599052,15.480603,0.82985365,1890.5150777343752,204.94119277905685,-0.044989210247535716,-21.84042753401259,13.435013989135742,86.78611543191012,0.11775970849761963,14.190418816332208,204.94119277905685
standard,Standard,539,-,Bragança Paulista,-22.93333333,-46.52472222,-22.93333,-46.52472,7766.1572265625,0.1659126579761505,58.25300216674805,1.0733972787857056,-22.93333333,-46.52472222,2000.0,0.151,19.787,0.904,2574.0286,0.16367105,32.582756,0.95505625,5192.1286265625,201.7121576101563,0.0022416079761505003,1.3695812278044897,25.670246166748043,78.78476015579541,0.11834102878570552,12.391000926459096,201.7121576101563
standard,Standard,91,1646001,Unaí,-16.3514,-46.8897,-16.3514,-46.8897,5828.34130859375,0.18443596363067627,29.883750915527344,1.0477721691131592,-16.3514,-46.8897,3348.439,0.206,28.386,0.986,1960.6456,0.16844738,12.632023,0.9212709,3867.69570859375,197.2664365550689,0.015988583630676262,9.491737794126724,17.251727915527344,136.57137827826426,0.12650126911315918,13.731169530391025,197.2664365550689
standard,Standard,427,-,Florianópolis,-27.58333333,-48.55,-27.58333,-48.55,4075.907470703125,0.1957734376192093,38.72847366333008,0.9609528183937073,-27.58333333,-48.55,1625.5,0.23,33.0,0.82,1420.2545,0.21415883,14.532612,0.8271641,2655.652970703125,186.9843025107912,-0.018385392380790705,-8.58493314554936,24.195861663330078,166.49355025325164,0.13378871839370732,16.17438648433936,186.9843025107912
standard,Standard,500,2347004,Elias Fausto,-23.0333,-47.3667,-23.0333,-47.3667,17748.765625,0.15435060858726501,60.23988723754883,1.2060483694076538,-23.0333,-47.3667,1164.95,0.123,14.507,0.815,6188.775,0.2029032,33.451187,1.0847708,11559.990625,186.78964132643375,-0.04855259141273499,-23.928943167350237,26.78870023754883,80.08295860337881,0.12127756940765377,11.180017880980365,186.78964132643375
standard,Standard,291,742002,Oeiras,-7.0167,-42.13329999,-7.0167,-42.1333,5819.1484375,0.24535633623600006,74.00759887695312,1.0296635627746582,-7.0167,-42.13329999,2521.4,0.1654,31.3,0.9304,2055.9817,0.2292212,52.55163,0.9428847,3763.1667375,183.03503078359114,0.016135136236000047,7.039111668554238,21.455968876953122,40.82836037046447,0.08677886277465818,9.203549784470804,183.03503078359114
standard,Standard,505,2347042,Salto de Pirapora,-23.65,-47.5667,-23.65,-47.5667,11956.095703125,0.18413157761096954,65.70122528076172,1.1442903280258179,-23.65,-47.5667,761.717,0.138,8.919,0.671,4294.849,0.17528047,38.93806,1.0449668,7661.246703125,178.3822132774633,0.00885110761096955,5.049682723334522,26.76316528076172,68.73266228662064,0.09932352802581779,9.504945805533513,178.3822132774633
standard,Standard,528,2448014,Eldorado,-24.5167,-48.1,-24.5167,-48.1,6470.56201171875,0.15700432658195496,45.767738342285156,1.0259191989898682,-24.5167,-48.1,3543.4,0.1908,37.9,0.9604,2332.0938,0.16399029,27.87727,0.9292008,4138.468211718749,177.45719369086908,-0.006985963418045055,-4.259986013833535,17.890468342285157,64.17582619203802,0.09671839898986812,10.408772677538385,177.45719369086908
standard,Standard,527,2448014,Eldorado,-24.5167,-48.1,-24.5167,-48.1,6470.56201171875,0.15700432658195496,45.767738342285156,1.0259191989898682,-24.5167,-48.1,3543.4,0.1908,37.9,0.9604,2332.0938,0.16399029,27.87727,0.9292008,4138.468211718749,177.45719369086908,-0.006985963418045055,-4.259986013833535,17.890468342285157,64.17582619203802,0.09671839898986812,10.408772677538385,177.45719369086908
standard,Standard,523,2447027,Jurumirim,-24.5,-47.7333,-24.5,-47.7333,7869.4150390625,0.16021375358104706,51.969078063964844,1.0342649221420288,-24.5,-47.7333,1466.107,0.133,25.0,0.747,2837.9136,0.17939575,31.433165,0.94367987,5031.5014390625,177.29579360916767,-0.019181996418952935,-10.692559003740575,20.535913063964845,65.3319927025002,0.09058505214202883,9.599129431682043,177.29579360916767
standard,Standard,63,1444000,São Gonçalo,-14.3136,-44.4603,-14.3136,-44.4603,10460.8251953125,0.21194542944431305,67.87371826171875,1.1390525102615356,-14.3136,-44.4603,765.111,0.155,11.514,0.698,3777.0664,0.21391241,39.599472,1.0045681,6683.7587953125,176.95634885615195,-0.001966980555686948,-0.9195261535723654,28.27424626171875,71.40056377953411,0.13448441026153568,13.387286562407832,176.95634885615195
standard,Standard,317,-,Paranaguá,-25.51666667,-48.5,-25.51667,-48.5,6549.9130859375,0.1925046145915985,49.66339874267578,1.022524118423462,-25.51666667,-48.5,637.22,0.2,6.0,0.65,2366.824,0.19804849,24.391024,0.9023763,4183.0890859374995,176.738493691863,-0.005543875408401483,-2.7992515410753613,25.27237474267578,103.6134224732663,0.1201478184234619,13.314602613506349,176.738493691863
standard,Standard,479,2346015,Rio Acima,-23.2167,-46.6667,-23.2167,-46.6667,7766.40478515625,0.1780390739440918,51.72788619995117,1.0737425088882446,-23.2167,-46.6667,2144.7,0.1566,19.0,0.9165,2809.2188,0.18296905,31.296213,0.9858759,4957.185985156249,176.46137015586856,-0.004929976055908197,-2.694431684434169,20.43167319995117,65.28481001823182,0.0878666088882446,8.9125425307835,176.46137015586856
standard,Standard,478,2346015,Rio Acima,-23.2167,-46.6667,-23.2167,-46.6667,7766.40478515625,0.1780390739440918,51.72788619995117,1.0737425088882446,-23.2167,-46.6667,2144.7,0.1566,19.0,0.9165,2809.2188,0.18296905,31.296213,0.9858759,4957.185985156249,176.46137015586856,-0.004929976055908197,-2.694431684434169,20.43167319995117,65.28481001823182,0.0878666088882446,8.9125425307835,176.46137015586856
standard,Standard,328,11,Irajá,-22.82694444,-43.33694444,-22.82694,-43.33694,6218.9853515625,0.15876851975917816,47.484676361083984,1.0420860052108765,-22.82694444,-43.33694444,1642.0,0.1915,25.3,0.8445,2252.101,0.20363623,24.210098,0.9241166,3966.8843515625,176.14149416755728,-0.04486771024082184,-22.03326502401947,23.274578361083986,96.13582878137869,0.11796940521087651,12.765640743914405,176.14149416755728
standard,Standard,156,1943009,Vespasiano,-19.6872,-43.9208,-19.6872,-43.9208,11200.53515625,0.19991269707679749,86.029052734375,1.1334935426712036,-19.6872,-43.9208,1463.173,0.184,17.791,0.843,4058.8718,0.18872397,57.54981,1.008743,7141.66335625,175.95193216622414,0.011188727076797494,5.9286200246834015,28.479242734375,49.48624979713225,0.12475054267120367,12.366930196413128,175.95193216622414
standard,Standard,407,3152013,Pedro Osório,-31.8797,-52.8103,-31.8797,-52.8103,6053.4814453125,0.17224857211112976,58.13676834106445,1.011267900466919,-31.8797,-52.8103,813.4,0.1742,10.5,0.7474,2226.3496,0.16517267,36.533657,0.9236166,3827.1318453125,171.90165665412565,0.007075902111129767,4.283942441040499,21.603111341064455,59.132080155743665,0.08765130046691894,9.490009216694345,171.90165665412565
standard,Standard,188,2041044,Caparaó,-20.5167,-41.8667,-20.5167,-41.8667,21976.595703125,0.17495135962963104,112.95697021484375,1.2184638977050781,-20.5167,-41.8667,1088.097,0.14,13.969,0.782,8104.385,0.14544879,87.043976,1.1074891,13872.210703125,171.1691967141862,0.029502569629631048,20.283819225743336,25.91299421484375,29.770002940632846,0.11097479770507812,10.020396381786341,171.1691967141862
standard,Standard,529,2448015,Barra dos Pilões,-24.55,-48.4333,-24.55,-48.4333,6199.208984375,0.18063315749168396,43.4490966796875,1.0197474956512451,-24.55,-48.4333,1939.411,0.128,25.0,0.848,2292.3384,0.169705,29.659588,0.9372373,3906.870584375,170.43166856930895,0.010928157491683965,6.4395023668624765,13.7895086796875,46.49258337535741,0.08251019565124507,8.803554409459062,170.43166856930895
standard,Standard,526,2448006,Barreiro,-24.1667,-48.3333,-24.1667,-48.3333,5299.99609375,0.18465197086334229,44.603816986083984,1.0206128358840942,-24.1667,-48.3333,1662.659,0.129,19.72,0.87,1976.846,0.20622334,23.47487,0.90994465,3323.15009375,168.10364053396168,-0.02157136913665772,-10.460197733514411,21.128946986083985,90.0066623844306,0.11066818588409422,12.162078856564982,168.10364053396168
standard,Standard,27,1739005,Itamaraju,-17.045,-39.5447,-17.045,-39.5447,469.126220703125,0.2110234498977661,15.83702564239502,0.6715766191482544,-17.045,-39.5447,4032.86,0.211,28.605,1.06,178.41397,0.19724613,13.558582,0.6053499,290.712250703125,162.9425379095174,0.013777319897766122,6.984836608843033,2.27844364239502,16.804439006933173,0.0662267191482544,10.940237893531394,162.9425379095174
standard,Standard,363,-,Cidade de Deus,-22.95,-43.36,-22.95,-43.36,6206.6982421875,0.1889442354440689,49.12890625,1.0490037202835083,-22.95,-43.36,1306.84,0.19,19.46,0.79,2372.7783,0.21427555,25.214367,0.92873204,3833.9199421875,161.57935792768754,-0.0253313145559311,-11.821840875420037,23.91453925,94.84489239805228,0.12027168028350832,12.950094871660541,161.57935792768754
standard,Standard,295,2352017,Paranavaí,-23.08333333,-52.43333333,-23.08333,-52.43333,7968.84033203125,0.14295898377895355,73.80764770507812,1.0583058595657349,-23.08333333,-52.43333333,2808.67,0.104,33.0,0.93,3063.1038,0.15367478,68.27106,0.95253223,4905.73653203125,160.15573915683987,-0.010715796221046459,-6.973035016576213,5.536587705078119,8.109713991665163,0.10577362956573488,11.10446725416681,160.15573915683987
standard,Standard,508,2347049,Usina Batista,-23.8333,-47.65,-23.8333,-47.65,11246.13671875,0.18033139407634735,64.18940734863281,1.1256717443466187,-23.8333,-47.65,1985.607,0.143,24.251,0.857,4365.168,0.19263127,39.18463,1.034641,6880.96871875,157.63353709983215,-0.012299875923652642,-6.385191731151772,25.004777348632814,63.81271776365584,0.09103074434661873,8.79829277465505,157.63353709983215
standard,Standard,94,1646004,Fazenda O Resfriado,-16.5028,-46.66279999,-16.5028,-46.6628,4337.3896484375,0.18955683708190918,22.191513061523438,1.000481367111206,-16.5028,-46.66279999,2500.0,0.202,43.912,0.853,1712.0846,0.16678801,11.515682,0.90745705,2625.3050484375,153.33968008575627,0.022768827081909193,13.651357241991912,10.675831061523438,92.70689362144108,0.09302431711120607,10.251098617968317,153.33968008575627
standard,Standard,268,-,Belém,-1.45,-48.46666667,-1.45,-48.46667,1974.7491455078125,0.16574189066886902,31.010839462280273,0.888970136642456,-1.45,-48.46666667,1373.85,0.15,15.0,0.8,781.90906,0.1913144,16.097797,0.80432075,1192.8400855078125,152.55483617337964,-0.025572509331130977,-13.36674569772635,14.913042462280274,92.64026911434075,0.08464938664245603,10.524332070564638,152.55483617337964
standard,Standard,480,2346021,Franco da Rocha (Hosp. Juqueri),-23.3333,-46.6833,-23.3333,-46.6833,7201.072265625,0.19637010991573334,48.69011306762695,1.0608266592025757,-23.3333,-46.6833,2034.4,0.1516,18.0,0.8944,2863.0085,0.16635822,31.147432,0.9860745,4338.063765625,151.52116263800824,0.030011889915733336,18.04052118117959,17.542681067626955,56.32143628285939,0.07475215920257572,7.580782101410768,151.52116263800824
standard,Standard,481,2346021,Franco da Rocha (Hosp. Juqueri),-23.3333,-46.6833,-23.3333,-46.6833,7201.072265625,0.19637010991573334,48.69011306762695,1.0608266592025757,-23.3333,-46.6833,2034.4,0.1516,18.0,0.8944,2863.0085,0.16635822,31.147432,0.9860745,4338.063765625,151.52116263800824,0.030011889915733336,18.04052118117959,17.542681067626955,56.32143628285939,0.07475215920257572,7.580782101410768,151.52116263800824
standard,Standard,345,2243011,Rio da Cidade,-22.4381,-43.1703,-22.4381,-43.1703,4758.68115234375,0.18325160443782806,44.70616149902344,1.0141929388046265,-22.4381,-43.1703,2655.6,0.1644,30.6,0.8862,1900.0632,0.13524126,24.53736,0.88823986,2858.61795234375,150.44857204453777,0.04801034443782806,35.499776057859904,20.168801499023438,82.19629780474932,0.12595307880462647,14.180075053671478,150.44857204453777
standard,Standard,234,2145033,Machado,-21.66669999,-45.91669999,-21.6667,-45.9167,2064.5908203125,0.17256268858909607,20.897300720214844,0.9008018374443054,-21.66669999,-45.91669999,3811.29,0.207,20.34,1.075,828.6707,0.20752408,10.863465,0.8089891,1235.9201203124999,149.14490403878162,-0.03496139141090393,-16.846908277296752,10.033835720214844,92.36312465879757,0.0918127374443054,11.34906977662683,149.14490403878162
standard,Standard,452,2246024,Arcadas,-22.7167,-46.8333,-22.7167,-46.8333,6541.55712890625,0.1464424729347229,44.81930923461914,1.0646069049835205,-22.7167,-46.8333,2000.0,0.142,20.721,0.848,2655.7349,0.1715845,23.66451,0.96342856,3885.82222890625,146.31815204545643,-0.0251420270652771,-14.652854462540091,21.15479923461914,89.39462188153966,0.10117834498352052,10.501904259877922,146.31815204545643
standard,Standard,326,-,Santa Isabel do Ivaí,-23.0,-53.18333333,-23.0,-53.18333,14374.7236328125,0.2200581282377243,94.24422454833984,1.1440781354904175,-23.0,-53.18333333,1824.73,0.166,17.0,0.892,5891.908,0.1629608,85.54331,1.0558945,8482.8156328125,143.97400015092734,0.057097328237724315,35.037461915825354,8.700914548339838,10.171355946291811,0.08818363549041752,8.351557422679777,143.97400015092734
standard,Standard,420,2649020,Blumenau,-26.91666667,-49.05,-26.91667,-49.05,3531.921630859375,0.19754056632518768,33.32818603515625,0.9453481435775757,-26.91666667,-49.05,6649.15,0.21,43.0,1.1,1449.8062,0.17374885,18.318623,0.85835344,2082.115430859375,143.61336231417516,0.023791716325187673,13.69316477501156,15.009563035156251,81.93608785527303,0.08699470357757566,10.135067854749398,143.61336231417516
standard,Standard,521,2447012,Ribeirão da Serra,-24.28333333,-47.95,-24.28333,-47.95,8903.26171875,0.17822781205177307,58.321533203125,1.0773036479949951,-24.28333333,-47.95,1999.51,0.16,25.0,0.824,3668.8394,0.19022785,35.556393,0.9913807,5234.42231875,142.67242983571316,-0.012000037948226933,-6.308244533188454,22.765140203125,64.02544882188978,0.08592294799499511,8.66699825758108,142.67242983571316
standard,Standard,533,2548069,Rio Pardinho,-25.0608,-48.5583,-25.0608,-48.5583,6388.92529296875,0.15932412445545197,51.36945343017578,1.0367786884307861,-25.0608,-48.5583,1819.733,0.134,25.0,0.843,2639.5088,0.16516376,34.148952,0.9463729,3749.41649296875,142.04978187489846,-0.0058396355445480275,-3.535663964387846,17.22050143017578,50.427613211016784,0.09040578843078617,9.552871646132953,142.04978187489846
standard,Standard,544,-,São José do Rio Pardo,-21.57111111,-46.87805556,-21.57111,-46.87806,3219.799072265625,0.16664674878120422,31.78158950805664,0.9623861908912659,-21.57111111,-46.87805556,701.377,0.119,11.497,0.642,1333.6179,0.1767684,14.20929,0.86263937,1886.181172265625,141.43340249599416,-0.010121651218795769,-5.725939262218682,17.57229950805664,123.66768155239735,0.09974682089126585,11.562980355425449,141.43340249599416
standard,Standard,476,2346003,Vinhedo,-23.0333,-46.9667,-23.0333,-46.9667,8033.58349609375,0.18539346754550934,44.526668548583984,1.0811619758605957,-23.0333,-46.9667,1999.873,0.151,23.164,0.856,3332.1274,0.1335249,26.06856,0.99669766,4701.456096093751,141.09472813355669,0.051868567545509336,38.845614222897254,18.458108548583983,70.80601517147085,0.08446431586059566,8.474416992269818,141.09472813355669
standard,Standard,475,2346003,Vinhedo,-23.0333,-46.9667,-23.0333,-46.9667,8033.58349609375,0.18539346754550934,44.526668548583984,1.0811619758605957,-23.0333,-46.9667,1999.873,0.151,23.164,0.856,3332.1274,0.1335249,26.06856,0.99669766,4701.456096093751,141.09472813355669,0.051868567545509336,38.845614222897254,18.458108548583983,70.80601517147085,0.08446431586059566,8.474416992269818,141.09472813355669
standard,Standard,93,1646003,Santo Antonio do Boqueirão,-16.52969999,-46.7211,-16.5297,-46.7211,4179.05859375,0.18199189007282257,22.19153594970703,1.0004816055297852,-16.52969999,-46.7211,2980.0,0.1598,26.0,0.9306,1776.7499,0.17169052,12.740461,0.9087788,2402.30869375,135.20803877630723,0.010301370072822558,5.999964396882575,9.451074949707031,74.18157749320869,0.09170280552978516,10.090772972453271,135.20803877630723
standard,Standard,92,1646003,Santo Antonio do Boqueirão,-16.52969999,-46.7211,-16.5297,-46.7211,4179.05859375,0.18199189007282257,22.19153594970703,1.0004816055297852,-16.52969999,-46.7211,2980.0,0.1598,26.0,0.9306,1776.7499,0.17169052,12.740461,0.9087788,2402.30869375,135.20803877630723,0.010301370072822558,5.999964396882575,9.451074949707031,74.18157749320869,0.09170280552978516,10.090772972453271,135.20803877630723
standard,Standard,311,2554026,São Miguel do Iguaçu,-25.18333333,-54.13333333,-25.18333,-54.13333,114506.875,0.1580764204263687,162.12176513671875,1.4083281755447388,-25.18333333,-54.13333333,2886.0,0.124,26.0,0.927,48756.83,0.19078101,127.085884,1.315707,65750.045,134.85299392926078,-0.03270458957363129,-17.142476378351958,35.03588113671876,27.568664617951402,0.09262117554473881,7.039650586698925,134.85299392926078
standard,Standard,501,2347006,Pereiras,-23.0667,-47.9667,-23.0667,-47.9667,14655.5654296875,0.1894950121641159,81.96401977539062,1.1757910251617432,-23.0667,-47.9667,1382.363,0.152,11.96,0.813,6323.954,0.1856089,62.74074,1.0949348,8331.6114296875,131.74686959594425,0.0038861121641159124,2.093710034441189,19.223279775390623,30.63923022806333,0.08085622516174307,7.384569853998893,131.74686959594425
standard,Standard,461,2248048,Bairro Anhumas,-22.93333333,-48.3,-22.93333,-48.3,13649.314453125,0.22751222550868988,81.69126892089844,1.164157509803772,-22.93333333,-48.3,1405.75,0.139,18.368,0.787,5946.0513,0.2135336,57.116478,1.0698792,7703.263153125,129.55258480741665,0.01397862550868989,6.546335334902746,24.574790920898437,43.02574630196637,0.09427830980377205,8.812051846953569,129.55258480741665
standard,Standard,424,2749016,Neisse Central,-27.0403,-49.3814,-27.0403,-49.3814,3718.95654296875,0.175108402967453,30.353605270385742,0.9418445825576782,-27.0403,-49.3814,1251.6,0.1495,18.9,0.8083,1620.4183,0.16419591,17.09414,0.8684307,2098.5382429687497,129.50595799669443,0.010912492967453002,6.6460199693482025,13.259465270385743,77.56731412276805,0.07341388255767822,8.45362589757343,129.50595799669443
