reference_key,source_sheet,source_row,station_code,station_name,latitude_xlsx,longitude_xlsx,lat_key,lon_key,K_r_sampled,a_r_sampled,b_r_sampled,c_r_sampled,latitude_metric,longitude_metric,K,a,b,c,K_r_metric,a_r_metric,b_r_metric,c_r_metric,K_r_abs_diff_sampled_minus_metric,K_r_rel_diff_pct_sampled_minus_metric,a_r_abs_diff_sampled_minus_metric,a_r_rel_diff_pct_sampled_minus_metric,b_r_abs_diff_sampled_minus_metric,b_r_rel_diff_pct_sampled_minus_metric,c_r_abs_diff_sampled_minus_metric,c_r_rel_diff_pct_sampled_minus_metric,max_abs_rel_diff_pct_sampled_vs_metric
standard,Standard,545,-,Socorro,-22.57527778,-46.50444444,-22.57528,-46.50444,5349.3935546875,0.18995489180088043,46.41075897216797,1.0260828733444214,-22.57527778,-46.50444444,1900.574,0.166,25.0,0.849,2349.0476,0.16697939,30.74428,0.9381272,3000.3459546875,127.72606032706618,0.022975501800880427,13.759483611049498,15.666478972167969,50.95737799736396,0.08795567334442134,9.37566604447897,127.72606032706618
standard,Standard,358,-,Teresópolis,-22.45,-42.91666667,-22.45,-42.91667,4504.89990234375,0.17238278687000275,42.61961364746094,1.0046967267990112,-22.45,-42.91666667,934.49,0.25,17.0,0.76,1982.1394,0.15690139,22.859674,0.8998026,2522.76050234375,127.27462570713998,0.015481396870002745,9.866959668109214,19.75993964746094,86.44016379000392,0.10489412679901122,11.657459847194398,127.27462570713998
standard,Standard,503,2347021,Boituva,-23.2833,-47.6667,-23.2833,-47.6667,13327.9189453125,0.15302573144435883,63.144168853759766,1.159860372543335,-23.2833,-47.6667,1999.559,0.186,17.789,0.881,5880.011,0.18409242,41.425,1.0792352,7447.9079453125,126.66486415267758,-0.03106668855564118,-16.87559355004469,21.71916885375977,52.430099828026,0.0806251725433349,7.470584034261937,126.66486415267758
standard,Standard,504,2347024,Pirapitingui,-23.33333333,-47.33333333,-23.33333,-47.33333,10889.6611328125,0.13706594705581665,53.93140411376953,1.1336889266967773,-23.33333333,-47.33333333,1868.668,0.121,25.0,0.827,4807.6235,0.15267679,37.685566,1.0669278,6082.0376328125,126.50819334776321,-0.015610842944183356,-10.22476497192753,16.24583811376953,43.108913672066194,0.06676112669677736,6.2573237567506785,126.50819334776321
standard,Standard,199,2043026,Braz Pires,-20.8475,-43.2419,-20.8475,-43.2419,9913.7783203125,0.1923384964466095,76.66050720214844,1.1021260023117065,-20.8475,-43.2419,4645.625,0.185,34.958,1.046,4385.9487,0.1599679,63.46387,1.0258276,5527.8296203125,126.03498121882959,0.0323705964466095,20.23568256294513,13.196637202148437,20.79393708916339,0.07629840231170659,7.437741225884992,126.03498121882959
standard,Standard,553,848003,Tupiratins,-8.3992,-48.1303,-8.3992,-48.1303,4512.78564453125,0.15098442137241364,45.69477844238281,0.9884128570556641,-8.3992,-48.1303,2300.09,0.155,31.686,0.869,2028.5848,0.1474211,32.77255,0.9351502,2484.20084453125,122.45979781230983,0.003563321372413636,2.417104045766607,12.92222844238281,39.430036546996824,0.05326265705566402,5.695625906476202,122.45979781230983
standard,Standard,321,-,Guarapuava,-25.36472222,-51.51361111,-25.36472,-51.51361,15828.8291015625,0.20672860741615295,77.00112915039062,1.138044834136963,-25.36472222,-51.51361111,1039.68,0.171,10.0,0.799,7127.6514,0.19532502,60.216053,1.066675,8701.177701562501,122.0763644748746,0.011403587416152966,5.838262510431571,16.785076150390623,27.874753183159683,0.07136983413696285,6.690869677920908,122.0763644748746
standard,Standard,318,-,Apucarana,-23.5,-51.53333333,-23.5,-51.53333,8819.41796875,0.1759481430053711,63.875816345214844,1.068961501121521,-23.5,-51.53333333,1301.07,0.177,15.0,0.836,3983.6309,0.23511665,49.845978,0.9947419,4835.78706875,121.3914438897941,-0.05916850699462892,-25.16559630916352,14.029838345214841,28.146379925005867,0.07421960112152104,7.461191804780822,121.3914438897941
standard,Standard,189,2042008,Raul Soares,-20.1036,-42.43999999,-20.1036,-42.44,32706.107421875,0.1931702345609665,129.6274871826172,1.2738193273544312,-20.1036,-42.43999999,1289.065,0.189,12.647,0.832,14836.975,0.1763681,111.58157,1.1874868,17869.132421875,120.43649343531955,0.016802134560966492,9.526742398974923,18.04591718261719,16.172847525462483,0.08633252735443109,7.270188380572405,120.43649343531955
standard,Standard,161,1943049,Ponte Raul Soares,-19.5614,-43.9178,-19.5614,-43.9178,8220.974609375,0.20624570548534393,71.79740142822266,1.0895850658416748,-19.5614,-43.9178,3316.813,0.235,32.054,1.006,3747.4248,0.18855017,54.527252,1.0022095,4473.549809375,119.37663990949198,0.017695535485343944,9.385054113366191,17.27014942822266,31.672510157347855,0.08737556584167483,8.71829351464687,119.37663990949198
standard,Standard,303,2453023,Cascavel,-24.93333333,-53.43333333,-24.93333,-53.43333,49845.484375,0.1407756507396698,123.81343841552734,1.2986454963684082,-24.93333333,-53.43333333,1062.92,0.141,5.0,0.776,22857.484,0.17483683,99.09739,1.2160095,26988.000375,118.07073943483894,-0.0340611792603302,-19.481695739010025,24.71604841552734,24.941169909245176,0.08263599636840824,6.795670294385713,118.07073943483894
standard,Standard,357,-,Petrópolis,-22.51666667,-43.18333333,-22.51667,-43.18333,5226.80615234375,0.1852264404296875,45.05126190185547,1.0249457359313965,-22.51666667,-43.18333333,2187.74,0.15,29.0,0.85,2399.3105,0.15322417,24.197044,0.90581685,2827.49565234375,117.84617507170289,0.03200227042968751,20.88591534200349,20.854217901855467,86.18498152855145,0.11912888593139648,13.151542271640949,117.84617507170289
standard,Standard,406,3152011,Passo do Mendonça,-31.0006,-52.0492,-31.0006,-52.0492,3219.41064453125,0.14101693034172058,40.78389358520508,0.9305896162986755,-31.0006,-52.0492,880.1,0.1783,0.0,0.7595,1486.6113,0.16186732,25.689762,0.86015964,1732.79934453125,116.56035068018451,-0.020850389658279428,-12.881160729836898,15.094131585205076,58.75543566812755,0.07042997629867553,8.188012204185206,116.56035068018451
standard,Standard,64,1444001,Capitânea,-14.4311,-44.4817,-14.4311,-44.4817,6353.37060546875,0.20878159999847412,51.991363525390625,1.0641798973083496,-14.4311,-44.4817,6040.241,0.21,37.64,1.1,3019.5435,0.2169923,35.399292,0.9749548,3333.82710546875,110.40831521283762,-0.008210700001525878,-3.7838669858450635,16.592071525390622,46.8711959702206,0.0892250973083496,9.151716295806699,110.40831521283762
standard,Standard,502,2347020,Fazenda Pinhal,-23.26666667,-47.11666667,-23.26667,-47.11667,10012.13671875,0.2010895311832428,50.35707092285156,1.1182754039764404,-23.26666667,-47.11666667,516.072,0.104,5.004,0.632,4782.546,0.19835144,35.949062,1.0542018,5229.59071875,109.347421200967,0.002738091183242808,1.3804241518200262,14.408008922851565,40.07895650476656,0.06407360397644046,6.077925874954915,109.347421200967
standard,Standard,511,2347053,Tapiraí,-23.9667,-47.5,-23.9667,-47.5,10241.0830078125,0.18406106531620026,61.41600036621094,1.1016331911087036,-23.9667,-47.5,940.296,0.118,13.848,0.739,4893.4795,0.21543872,39.571888,1.0352889,5347.6035078125,109.28018617044373,-0.031377654683799744,-14.564538205481234,21.844112366210936,55.201087110655266,0.06634429110870355,6.4082876874951085,109.28018617044373
standard,Standard,275,740014,Araripina,-7.55,-40.5667,-7.55,-40.5667,1701.4757080078125,0.1574590802192688,20.895559310913086,0.898543655872345,-7.55,-40.5667,387.23,0.143,0.725,0.609,816.2653,0.20321275,24.1513,0.8333564,885.2104080078125,108.44640927500072,-0.0457536697807312,-22.5151570365202,-3.255740689086913,-13.480602241233031,0.06518725587234497,7.822254184685565,108.44640927500072
disaggregation,Disaggregation,132,,,-1.9014,-55.5186,-1.9014,-55.5186,15443.9150390625,0.20342318713665009,113.76622772216797,1.1270502805709839,-1.9014,-55.5186,3812.1,0.143,33.9,0.9321,14852.4795,0.09768536,113.67828,1.1268669,591.4355390625005,3.9820660184213725,0.10573782713665009,108.24326914150707,0.08794772216796787,0.0773654581754473,0.00018338057098388205,0.01627348988455354,108.24326914150707
standard,Standard,263,82246,Belterra,-2.633333,-54.95,-2.63333,-54.95,4396.96923828125,0.18265308439731598,54.23564529418945,0.9496349096298218,-2.633333,-54.95,1310.41,0.1064,9.7941,0.7244,2113.9917,0.116397485,57.436745,0.92652094,2282.97753828125,107.99368504054438,0.06625559939731598,56.921847922501065,-3.201099705810549,-5.573260994874533,0.023113969629821818,2.494705584292765,107.99368504054438
standard,Standard,499,2346353,Cidade Universitária,-23.5667,-46.7333,-23.5667,-46.7333,7750.4462890625,0.18721288442611694,51.08844757080078,1.0771619081497192,-23.5667,-46.7333,1646.12,0.128,15.722,0.856,3738.5342,0.18112618,30.606258,0.9944359,4011.9120890625,107.31243515339514,0.006086704426116946,3.360477445125241,20.48218957080078,66.9215739173367,0.0827260081497192,8.318887939355287,107.31243515339514
standard,Standard,380,-,Riocentro,-22.98,-43.41,-22.98,-43.41,5656.30419921875,0.17578965425491333,46.742515563964844,1.035269021987915,-22.98,-43.41,1886.83,0.18,37.42,0.78,2789.2744,0.2288425,30.898754,0.9507646,2867.02979921875,102.78765686225601,-0.053052845745086674,-23.183126274659067,15.843761563964843,51.276376917868085,0.08450442198791508,8.888048838578454,102.78765686225601
standard,Standard,221,2143018,Rio Novo,-21.4725,-43.1211,-21.4725,-43.1211,11027.291015625,0.16331975162029266,93.25924682617188,1.1232210397720337,-21.4725,-43.1211,2066.0,0.179,13.2,0.9057,5471.381,0.1698329,84.40389,1.0677375,5555.910015625,101.54493016708213,-0.006513148379707345,-3.8350333649766006,8.855356826171871,10.491645380529109,0.055483539772033685,5.196365190136498,101.54493016708213
standard,Standard,50,2041017,Santa Cruz - Caparaó,-20.3228,-41.7042,-20.3228,-41.7042,18167.69921875,0.16025836765766144,106.11090087890625,1.1999303102493286,-20.3228,-41.7042,3873.672,0.18,35.418,0.986,9050.557,0.14537774,86.57813,1.120423,9117.14221875,100.73570299319698,0.014880627657661433,10.235836420115922,19.53277087890625,22.5608602067361,0.07950731024932867,7.096186908812892,100.73570299319698
standard,Standard,266,651002,Projeto Tucumã,-6.7444,-51.1492,-6.7444,-51.1492,1516.44580078125,0.15919765830039978,11.487279891967773,0.8386160731315613,-6.7444,-51.1492,3171.5,0.1708,3.1,0.9353,762.2934,0.1411127,9.705023,0.80537474,754.15240078125,98.93203860629647,0.018084958300399773,12.815967875605649,1.7822568919677728,18.36427272730598,0.0332413331315613,4.127436767083271,98.93203860629647
standard,Standard,240,2245089,Silvianópolis,-22.03419999,-45.83529999,-22.0342,-45.8353,1945.5811767578125,0.12526552379131317,18.469261169433594,0.8992601037025452,-22.03419999,-45.83529999,666.894,0.184,20.877,0.635,997.1482,0.19271067,11.903355,0.84279424,948.4329767578125,95.11454533617095,-0.06744514620868683,-34.99813799032863,6.565906169433594,55.16013064748212,0.05646586370254514,6.69983977376793,95.11454533617095
disaggregation,Disaggregation,285,,,-10.2364,-62.6272,-10.2364,-62.6272,4098.4755859375,0.235788956284523,37.40974426269531,0.9721235632896423,-10.2364,-62.6272,926.701,0.173,13.868,0.714,5168.5967,0.12085819,37.77886,0.9733995,-1070.1211140625,-20.704287375768747,0.114930766284523,95.09555478575594,-0.36911573730468916,-0.9770430799253581,-0.0012759367103576391,-0.13108047727142239,95.09555478575594
disaggregation,Disaggregation,14,,,1.22611111,-50.89722222,1.22611,-50.89722,3177.363037109375,0.21648961305618286,32.10988998413086,0.9284177422523499,1.22611111,-50.89722222,786.5,0.157,9.19,0.706,2213.4966,0.11150084,28.248604,0.8884861,963.866437109375,43.54497030216243,0.10498877305618286,94.15962521554354,3.861285984130859,13.668944433965159,0.03993164225234991,4.4943463102405214,94.15962521554354
standard,Standard,493,2346070,Mombaca,-23.7667,-46.8333,-23.7667,-46.8333,7561.2216796875,0.21683572232723236,47.78408432006836,1.0580768585205078,-23.7667,-46.8333,2000.0,0.153,20.035,0.855,3899.793,0.15807702,35.2027,1.014177,3661.4286796875,93.88776993259643,0.05875870232723235,37.17093245256796,12.58138432006836,35.73982768386618,0.043899858520507706,4.3286190202013755,93.88776993259643
standard,Standard,492,2346070,Mombaca,-23.7667,-46.8333,-23.7667,-46.8333,7561.2216796875,0.21683572232723236,47.78408432006836,1.0580768585205078,-23.7667,-46.8333,2000.0,0.153,20.035,0.855,3899.793,0.15807702,35.2027,1.014177,3661.4286796875,93.88776993259643,0.05875870232723235,37.17093245256796,12.58138432006836,35.73982768386618,0.043899858520507706,4.3286190202013755,93.88776993259643
standard,Standard,99,1742008,Carbonita,-17.5794,-42.99499999,-17.5794,-42.995,1152.642333984375,0.14685210585594177,1.6108356714248657,0.8111111521720886,-17.5794,-42.99499999,1542.323,0.208,16.364,0.878,3207.9492,0.18339324,25.342512,1.0109246,-2055.306866015625,-64.06918370202449,-0.03654113414405824,-19.925016943949647,-23.731676328575134,-93.64374111206945,-0.19981344782791144,-19.765415524353788,93.64374111206945
standard,Standard,249,956001,Jusante Foz Peixoto de Azevedo,-9.6433,-56.01859999,-9.6433,-56.0186,3345.394775390625,0.19295115768909454,21.31430435180664,0.9201629757881165,-9.6433,-56.01859999,3407.41,0.163,19.952,1.029,1731.3644,0.13476864,12.140837,0.89468,1614.030375390625,93.22303123424653,0.05818251768909455,43.17214872027688,9.173467351806641,75.55877203364679,0.025482975788116424,2.8482782434072993,93.22303123424653
standard,Standard,101,1743002,Vila Terra Branca - Jusante (Bocaiúva),-17.3128,-43.20779999,-17.3128,-43.2078,1144.7152099609375,0.2040979415178299,2.2119264602661133,0.8094902038574219,-17.3128,-43.20779999,716.71,0.213,5.25,0.752,3168.2378,0.14699106,27.138279,1.0121675,-2023.5225900390624,-63.869024921016425,0.05710688151782989,38.85058146926071,-24.926352539733887,-91.84942250661469,-0.20267729614257823,-20.024086541266957,91.84942250661469
standard,Standard,346,2243141,Bangu,-22.86666667,-43.45,-22.86667,-43.45,5274.2158203125,0.17666183412075043,44.170623779296875,1.025661826133728,-22.86666667,-43.45,2396.68,0.22,24.0,0.9,2757.1401,0.22285065,29.346748,0.9469997,2517.0757203125,91.29299306598529,-0.046188815879249584,-20.726354569416596,14.823875779296873,50.512839716676176,0.07866212613372803,8.30645734457234,91.29299306598529
standard,Standard,248,956000,Alta Floresta,-9.8703,-56.1022,-9.8703,-56.1022,3888.23291015625,0.22853803634643555,24.596786499023438,0.9366915822029114,-9.8703,-56.1022,4766.289,0.098,29.239,1.036,2042.3367,0.12506534,16.397926,0.91827106,1845.89621015625,90.381581555884,0.10347269634643555,82.73490988505333,8.19886049902344,49.99937491499499,0.01842052220291135,2.006000516112459,90.381581555884
standard,Standard,22,1439044,Santa Cruz da Vitória,-14.9589,-39.8075,-14.9589,-39.8075,3722.564208984375,0.22860145568847656,37.72262954711914,0.9754822850227356,-14.9589,-39.8075,1098.6,0.1895,12.7,0.8331,1963.0457,0.18627714,36.753273,0.9487271,1759.518508984375,89.63207066368223,0.042324315688476555,22.72115391533097,0.9693565471191405,2.637469993812906,0.02675518502273555,2.8201139213516244,89.63207066368223
standard,Standard,21,1439044,Santa Cruz da Vitória,-14.9589,-39.8075,-14.9589,-39.8075,3722.564208984375,0.22860145568847656,37.72262954711914,0.9754822850227356,-14.9589,-39.8075,1098.6,0.1895,12.7,0.8331,1963.0457,0.18627714,36.753273,0.9487271,1759.518508984375,89.63207066368223,0.042324315688476555,22.72115391533097,0.9693565471191405,2.637469993812906,0.02675518502273555,2.8201139213516244,89.63207066368223
disaggregation,Disaggregation,289,,,-11.6836,-61.1922,-11.6836,-61.1922,2384.4619140625,0.2897605299949646,21.9288330078125,0.8903408646583557,-11.6836,-61.1922,867.613,0.183,13.868,0.714,2685.084,0.15379055,21.927168,0.8903595,-300.62208593749983,-11.196003027745123,0.1359699799949646,88.4124414633829,0.0016650078124982315,0.007593355477999855,-1.8635341644257508e-05,-0.002093013175493439,88.4124414633829
standard,Standard,100,1742016,Itamarandiba,-17.85,-42.85,-17.85,-42.85,1029.7572021484375,0.16923260688781738,3.5008771419525146,0.8097432851791382,-17.85,-42.85,3220.0,0.209,35.476,0.918,3071.7144,0.1709161,27.23535,1.0021513,-2041.9571978515623,-66.4761410713041,-0.0016834931121826047,-0.9849821708912179,-23.734472858047486,-87.14583384479172,-0.19240801482086178,-19.199497602893075,87.14583384479172
standard,Standard,482,2346044,Ponte Pequena,-23.51666667,-46.65,-23.51667,-46.65,6589.7392578125,0.20810198783874512,46.23164749145508,1.0452277660369873,-23.51666667,-46.65,2000.0,0.108,20.206,0.838,3540.5078,0.15609275,30.117298,0.98510504,3049.2314578125,86.12412766927108,0.052009237838745115,33.31944490615042,16.114349491455076,53.50529616386927,0.06012272603698732,6.10317921396355,86.12412766927108
standard,Standard,96,1647008,Fazenda Limeira,-16.2089,-47.2325,-16.2089,-47.2325,3130.845947265625,0.17280061542987823,20.68952751159668,0.9576214551925659,-16.2089,-47.2325,522.749,0.193,8.503,0.61,1685.6189,0.19136687,12.765696,0.9069662,1445.227047265625,85.73865938888234,-0.01856625457012176,-9.701916831331232,7.9238315115966795,62.071284727418536,0.05065525519256597,5.5851315288889465,85.73865938888234
standard,Standard,28,1740005,Medeiros Neto,-17.3722,-40.2258,-17.3722,-40.2258,513.4883422851562,0.23396264016628265,10.863990783691406,0.7040454149246216,-17.3722,-40.2258,6899.271,0.227,40.913,1.107,276.7977,0.18336567,11.715703,0.69097966,236.69064228515623,85.51033562965164,0.050596970166282645,27.593480375188356,-0.8517122163085933,-7.269834480343119,0.013065754924621586,1.890902971676704,85.51033562965164
standard,Standard,213,2045012,Piumhi,-20.4619,-45.945,-20.4619,-45.945,2367.746826171875,0.19733309745788574,25.97037696838379,0.9178776144981384,-20.4619,-45.945,2049.118,0.168,16.674,0.913,1277.6672,0.15687768,19.686869,0.86665666,1090.079626171875,85.31796278184763,0.04045541745788575,25.787873365978992,6.283507968383788,31.917253923840235,0.05122095449813846,5.91017837422936,85.31796278184763
standard,Standard,449,2245012,São Bento do Sapucai (Fazenda Est.),-22.68333333,-45.75,-22.68333,-45.75,1900.424560546875,0.15234743058681488,22.39617347717285,0.90666663646698,-22.68333333,-45.75,629.16,0.113,5.0,0.704,1028.4844,0.19435354,13.68194,0.8509215,871.940160546875,84.77913330983678,-0.04200610941318511,-21.613246361854337,8.71423347717285,63.69150483902758,0.05574513646697998,6.551149132673223,84.77913330983678
standard,Standard,506,2347043,Ibiuna,-23.65,-47.2167,-23.65,-47.2167,9371.015625,0.19557811319828033,55.239505767822266,1.1047639846801758,-23.65,-47.2167,953.1,0.1761,11.5,0.7912,5094.096,0.17867076,41.852055,1.0564554,4276.919625,83.95836326995017,0.016907353198280323,9.462854021710278,13.387450767822266,31.987558956955077,0.04830858468017585,4.572704600703054,83.95836326995017
standard,Standard,507,2347043,Ibiuna,-23.65,-47.2167,-23.65,-47.2167,9371.015625,0.19557811319828033,55.239505767822266,1.1047639846801758,-23.65,-47.2167,953.1,0.1761,11.5,0.7912,5094.096,0.17867076,41.852055,1.0564554,4276.919625,83.95836326995017,0.016907353198280323,9.462854021710278,13.387450767822266,31.987558956955077,0.04830858468017585,4.572704600703054,83.95836326995017
standard,Standard,137,1848000,Monte Alegre de Minas,-18.87219999,-48.86939999,-18.8722,-48.8694,970.2612915039062,0.15561732649803162,11.343729972839355,0.8122053146362305,-18.87219999,-48.86939999,5942.282,0.177,40.081,1.061,531.07465,0.15220925,10.725398,0.7562504,439.18664150390623,82.69772272201398,0.003408076498031626,2.2390731824981898,0.6183319728393553,5.765119139069293,0.05595491463623048,7.398993063174642,82.69772272201398
standard,Standard,485,2346052,Cachoeira da Graça,-23.65,-46.95,-23.65,-46.95,6920.9267578125,0.20241719484329224,47.44631576538086,1.068985939025879,-23.65,-46.95,1999.91,0.197,17.527,0.894,3817.0676,0.16611218,32.768177,1.0146178,3103.8591578125,81.31527871847227,0.03630501484329224,21.855721141756273,14.678138765380858,44.79388269106597,0.054368139025879,5.358484645733498,81.31527871847227
standard,Standard,136,1847041,UHE Emborcação Barrament (Araguari),-18.45189999,-47.9844,-18.4519,-47.9844,1705.19580078125,0.1657327115535736,1.0759778022766113,0.8732106685638428,-18.45189999,-47.9844,6000.0,0.173,58.696,0.997,1821.809,0.13365862,5.5064354,0.9315685,-116.61319921874997,-6.400956369122667,0.0320740915535736,23.997024324786235,-4.430457597723389,-80.45963088431743,-0.05835783143615725,-6.264470238759388,80.45963088431743
standard,Standard,429,-,Lages (CAV Weather Station),-27.81666667,-50.33333333,-27.81667,-50.33333,3321.143310546875,0.18172267079353333,22.507265090942383,0.9322957992553711,-27.81666667,-50.33333333,2050.0,0.2,30.0,0.89,1843.6553,0.18720612,13.532569,0.89136446,1477.488010546875,80.13905910431711,-0.0054834492064666784,-2.9290971932256693,8.974696090942382,66.31923392330297,0.04093133925537107,4.591986902346439,80.13905910431711
standard,Standard,418,-,Santa Vitória do Palmar,-33.51666667,-53.36666667,-33.51667,-53.36667,4148.25439453125,0.2135607749223709,42.08156967163086,0.9557402729988098,-33.51666667,-53.36666667,1036.5,0.28,22.8,0.77,2326.7878,0.17400774,36.443832,0.93703204,1821.46659453125,78.28245422858285,0.03955303492237092,22.730618145130165,5.637737671630859,15.469662113552877,0.01870823299880986,1.9965414415082179,78.28245422858285
standard,Standard,169,1944027,Juatuba,-19.9556,-44.3344,-19.9556,-44.3344,7383.05712890625,0.13343751430511475,66.12059783935547,1.0713016986846924,-19.9556,-44.3344,6985.577,0.226,46.471,1.092,4144.2593,0.1883597,50.87934,0.9887008,3238.7978289062503,78.15142814317267,-0.054922185694885245,-29.158140353209973,15.24125783935547,29.95569093340336,0.08260089868469234,8.354488909556089,78.15142814317267
standard,Standard,168,1944027,Juatuba,-19.9556,-44.3344,-19.9556,-44.3344,7383.05712890625,0.13343751430511475,66.12059783935547,1.0713016986846924,-19.9556,-44.3344,6985.577,0.226,46.471,1.092,4144.2593,0.1883597,50.87934,0.9887008,3238.7978289062503,78.15142814317267,-0.054922185694885245,-29.158140353209973,15.24125783935547,29.95569093340336,0.08260089868469234,8.354488909556089,78.15142814317267
standard,Standard,187,1947021,UHE Nova Ponte,-19.1167,-47.6667,-19.1167,-47.6667,1724.1038818359375,0.16355425119400024,18.765426635742188,0.8693467378616333,-19.1167,-47.6667,3865.965,0.147,35.838,0.971,967.9506,0.16231832,14.242626,0.8395925,756.1532818359375,78.11899510532227,0.001235931194000256,0.761424338300357,4.522800635742188,31.755384405531593,0.029754237861633337,3.543890382731306,78.11899510532227
standard,Standard,196,2043010,Piranga,-20.6906,-43.2994,-20.6906,-43.2994,10917.02734375,0.15610036253929138,79.60093688964844,1.1147674322128296,-20.6906,-43.2994,1031.255,0.172,13.92,0.745,6137.1704,0.16809319,82.69888,1.0756068,4779.85694375,77.88372543395569,-0.011992827460708622,-7.134630177884435,-3.097943110351565,-3.746052075132777,0.039160632212829505,3.640794406732042,77.88372543395569
standard,Standard,514,2348018,Campo do Paiol,-23.3833,-48.0333,-23.3833,-48.0333,8498.521484375,0.17958371341228485,59.11634063720703,1.099583625793457,-23.3833,-48.0333,500.0,0.096,5.077,0.598,4799.1836,0.19321474,46.78788,1.0467826,3699.3378843749997,77.08264973182104,-0.013631026587715145,-7.054858541183321,12.32846063720703,26.349688503105998,0.052801025793457024,5.044125283841843,77.08264973182104
standard,Standard,59,83587,Raja Gabaglia,-19.93,-43.95,-19.93,-43.95,8781.9638671875,0.16496968269348145,74.3571548461914,1.0982824563980103,-19.93,-43.95,2481.99,0.1245,20.0,0.8975,4963.415,0.20145331,54.194374,0.9986795,3818.5488671875,76.93390270987818,-0.03648362730651855,-18.110214871385608,20.162780846191403,37.20456452950523,0.0996029563980102,9.973465601127307,76.93390270987818
standard,Standard,83,1642029,UHE Irapé Rio Itacambiruçu,-16.5925,-42.9164,-16.5925,-42.9164,1261.4376220703125,0.20126989483833313,6.720371246337891,0.8295471668243408,-16.5925,-42.9164,5618.979,0.199,37.915,1.074,2525.6763,0.18013063,28.714512,0.9846739,-1264.2386779296876,-50.05545160041639,0.021139264838333116,11.735519294155088,-21.99414075366211,-76.59590646590863,-0.15512673317565917,-15.754122575571381,76.59590646590863
standard,Standard,310,2553015,Planalto,-25.7,-53.76666667,-25.7,-53.76667,62502.1796875,0.14149072766304016,132.004638671875,1.319636344909668,-25.7,-53.76666667,1659.59,0.156,14.0,0.84,35458.395,0.19467457,107.77944,1.2630762,27043.784687500003,76.26906036638152,-0.05318384233695983,-27.319357806702662,24.225198671875006,22.476641808377373,0.056560144909667986,4.477967751246361,76.26906036638152
standard,Standard,245,2053000,Ribas do Rio Prado,-20.4447,-53.7581,-20.4447,-53.7581,1266.2742919921875,0.17837098240852356,15.470662117004395,0.8264947533607483,-20.4447,-53.7581,3217.5,0.1515,22.14,0.9418,4515.534,0.14947087,64.65933,1.0623817,-3249.259708007812,-71.95737443252143,0.028900112408523554,19.334946273159147,-49.1886678829956,-76.07358115680383,-0.2358869466392517,-22.203596564139957,76.07358115680383
standard,Standard,468,2251010,Usina Laranja Doce,-22.25,-51.1667,-22.25,-51.1667,2602.1669921875,0.16855576634407043,44.27784729003906,0.9172777533531189,-22.25,-51.1667,2000.0,0.136,24.661,0.856,1477.9414,0.17118904,37.37452,0.8715293,1124.2255921875,76.06699373787757,-0.002633273655929552,-1.5382256106638326,6.903327290039066,18.47067812520152,0.045748453353118945,5.249215758221663,76.06699373787757
standard,Standard,513,2348014,Guarei,-23.3667,-48.1833,-23.3667,-48.1833,7627.22265625,0.18009372055530548,56.08344268798828,1.0828869342803955,-23.3667,-48.1833,1358.1,0.116,15.474,0.809,4350.2407,0.1964162,45.85749,1.0373312,3276.9819562499997,75.3287503436304,-0.016322479444694532,-8.3101492874287,10.225952687988283,22.299416492242127,0.04555573428039561,4.391628660199907,75.3287503436304
standard,Standard,365,-,Gericinó,-22.52,-43.35,-22.52,-43.35,4569.8681640625,0.1742878258228302,40.72590255737305,1.0058929920196533,-22.52,-43.35,11547.76,0.2,61.63,1.15,2608.0542,0.16274038,28.052217,0.9268946,1961.8139640625,75.22136480378742,0.01154744582283021,7.095624222353549,12.673685557373048,45.17890888043911,0.07899839201965331,8.52290994247386,75.22136480378742
standard,Standard,218,2142006,Usina Maurício,-21.47139999,-42.81309999,-21.4714,-42.8131,11367.6103515625,0.1543278694152832,94.40728759765625,1.1153125762939453,-21.47139999,-42.81309999,1450.4,0.1848,12.9,0.8231,6526.1997,0.15719764,90.90934,1.0795697,4841.4106515625,74.18422472671959,-0.0028697705847167965,-1.8255812140161878,3.4979475976562497,3.8477318146367026,0.03574287629394535,3.3108447091415543,74.18422472671959
standard,Standard,98,1741012,Teófilo Otoni,-17.85,-41.5167,-17.85,-41.5167,983.6267700195312,0.18846848607063293,5.777225494384766,0.8056806921958923,-17.85,-41.5167,1715.786,0.201,26.962,0.815,1914.0514,0.14981064,22.002983,0.93073744,-930.4246299804688,-48.61022175164516,0.03865784607063294,25.80447294707034,-16.225757505615235,-73.74344426669435,-0.1250567478041077,-13.436307859723328,73.74344426669435
disaggregation,Disaggregation,379,,,-23.25,-45.6833,-23.25,-45.6833,1542.438720703125,0.1791159063577652,6.583115100860596,0.8477388024330139,-23.25,-45.6833,2569.9,0.172,33.4,0.9376,1933.2485,0.1042511,6.4971547,0.84764194,-390.8097792968749,-20.215185957567012,0.0748648063577652,71.81200616373852,0.08596040086059542,1.3230468540420535,9.686243301387787e-05,0.011427281785263936,71.81200616373852
standard,Standard,413,-,Iraí,-27.18333333,-53.28333333,-27.18333,-53.28333,2338.413818359375,0.14287760853767395,8.762128829956055,0.8524249792098999,-27.18333333,-53.28333333,598.65,0.2,4.4,0.67,1361.8992,0.14989713,8.351948,0.8339056,976.5146183593749,71.70241515373347,-0.007019521462326039,-4.682892502562284,0.41018082995605454,4.911199518436352,0.018519379209899878,2.2208004371118117,71.70241515373347
