station_id,reference_key,source_sheet,source_row,station_code,station_name,latitude,longitude,n_bias_values,median_bias_pct,mean_bias_pct,std_bias_pct,max_abs_bias_pct,p95_abs_bias_pct,K,a,b,c,K_r,a_r,b_r,c_r
disaggregation_row98,disaggregation,Disaggregation,98,,,-20.3636,-51.4239,128,46.73419941739948,63.06544071754237,54.02669993037545,272.27388031469314,180.0511738055175,5294.07,0.143,32.7,1.06,1699.4512939453125,0.20085278153419495,2.375734329223633,0.8789082765579224
standard_row80,standard,Standard,80,1641010,Itinga,-16.61809999,-41.76749999,128,22.827621780300753,47.13801059147074,63.40845275441583,269.077588356467,241.26239778814377,6482.993,0.216,35.23,1.154,1163.81103515625,0.1984715610742569,7.605316162109375,0.8250823020935059
standard_row136,standard,Standard,136,1847041,UHE Emborcação Barrament (Araguari),-18.45189999,-47.9844,128,-18.58231560945594,19.363514522332252,77.86147801271856,268.0214642011698,256.25020932508545,6000.0,0.173,58.696,0.997,1705.19580078125,0.1657327115535736,1.0759778022766113,0.8732106685638428
disaggregation_row310,disaggregation,Disaggregation,310,,,-28.9583,-49.6014,128,88.05509019855268,108.55201622718846,68.0051891026347,263.632886017494,225.30486253951287,913.3,0.1756,29.4,0.7703,2618.98681640625,0.20241861045360565,15.140118598937988,0.8840456008911133
disaggregation_row25,disaggregation,Disaggregation,25,,,-6.25,-38.9167,128,81.84037978141038,89.83914102647793,64.82752722147107,257.10367189911636,213.35796947769862,413.33,0.0762,0.0,0.6567,1630.19970703125,0.22955913841724396,14.1178617477417,0.8688985109329224
standard_row259,standard,Standard,259,1657003,Cáceres (DNPVN),-16.0817,-57.6942,128,80.10551692055455,100.92738581332927,53.67675048052384,247.367488123267,197.11076324847565,5378.867,0.2151,93.244,1.0368,3845.719482421875,0.26902151107788086,33.305721282958984,0.9629811644554138
standard_row249,standard,Standard,249,956001,Jusante Foz Peixoto de Azevedo,-9.6433,-56.01859999,128,87.45776835047332,94.86250408580742,42.8980466403825,222.57043235710276,181.34144965983478,3407.41,0.163,19.952,1.029,3345.394775390625,0.19295115768909454,21.31430435180664,0.9201629757881165
disaggregation_row112,disaggregation,Disaggregation,112,,,-20.7644,-56.0931,128,35.46167804169902,50.31726157599971,45.80933479107056,220.24394871178222,154.13624080013759,6249.01,0.183,32.48,1.06,2352.045166015625,0.23149532079696655,22.102294921875,0.8605983257293701
standard_row28,standard,Standard,28,1740005,Medeiros Neto,-17.3722,-40.2258,128,-25.23379019114482,2.5476649428710374,64.50548234379585,220.14751959755407,209.35498656826422,6899.271,0.227,40.913,1.107,513.4883422851562,0.23396264016628265,10.863990783691406,0.7040454149246216
standard_row112,standard,Standard,112,1747002,Fazenda Buriti II (Faz. Angical),-17.41669999,-47.5167,128,42.092253325598485,54.6921044631964,41.04694017787584,213.2487909452451,150.2026421286156,10030.56,0.138,45.209,1.155,2292.6064453125,0.18366193771362305,12.484432220458984,0.9022473692893982
