reference_key,n_xlsx_rows,n_matched_to_metric_csv_by_coordinate,median_abs_K_r_rel_diff_pct_sampled_minus_metric,p95_abs_K_r_rel_diff_pct_sampled_minus_metric,max_abs_K_r_rel_diff_pct_sampled_minus_metric,median_abs_a_r_rel_diff_pct_sampled_minus_metric,p95_abs_a_r_rel_diff_pct_sampled_minus_metric,max_abs_a_r_rel_diff_pct_sampled_minus_metric,median_abs_b_r_rel_diff_pct_sampled_minus_metric,p95_abs_b_r_rel_diff_pct_sampled_minus_metric,max_abs_b_r_rel_diff_pct_sampled_minus_metric,median_abs_c_r_rel_diff_pct_sampled_minus_metric,p95_abs_c_r_rel_diff_pct_sampled_minus_metric,max_abs_c_r_rel_diff_pct_sampled_minus_metric
disaggregation,414,387,27.386840553156155,42.94153819280614,54.53279731527237,15.560660023665573,54.813013724311084,108.24326914150707,0.42014658377925057,8.547154090096544,71.63731486601705,0.06571438946057598,0.6197624559982837,6.750915722330527
standard,551,475,47.3132739630045,447.7071021935649,2906.8054356580406,13.265654696182713,43.244560191340035,82.73490988505333,45.95744342991948,5324795764.974842,7933274459465476.0,7.14322136722469,21.609731202694423,60.86213684141499
