reference_key,return_period_yr,duration_min,n,median_bias_pct,mean_bias_pct,std_bias_pct,q01_bias_pct,q05_bias_pct,q25_bias_pct,q75_bias_pct,q95_bias_pct,q99_bias_pct,min_bias_pct,max_bias_pct
disaggregation,5,1440,396,-10.362499687196108,-6.684955741262287,22.18337019762486,-58.43416831882024,-35.880108618626934,-20.94807994455758,6.232538112079719,31.446871788641747,46.45050287075986,-99.42976899440015,76.62970055910185
disaggregation,5,2880,396,-16.868782289285306,-9.763291523095873,28.871717460463362,-61.50861855451604,-42.27167052021023,-28.019712430020824,3.0994550759435806,49.90106712699312,67.81759398414029,-99.69316264754056,109.01952960224232
disaggregation,5,10080,396,-27.349654667486842,-12.366378464899418,47.23612767246688,-69.586096542559,-58.183991004717186,-40.97655271948224,-4.953678722229119,92.55101766875894,126.55253314692857,-99.9014231668157,186.5469462320793
disaggregation,10,5,396,13.84242125137217,16.377398710927377,45.782583249876346,-64.79705457288263,-52.222890556117356,-9.750735105243967,38.03332213742232,84.15095510550728,153.81360104821653,-88.12366724762475,341.833577531791
disaggregation,10,10,396,13.485032393382497,14.566232814679694,37.191655734108174,-58.970634575064466,-46.354287328598396,-9.481269735198937,36.592090754175636,77.9924673349707,97.30725999779843,-88.95250789515862,198.78626814873144
disaggregation,10,15,396,12.68811413700227,13.871529318106973,34.61480386997229,-58.5081744789861,-42.733734677897075,-8.347054303078483,35.08231280389015,74.89506513183552,89.48756721359607,-89.69383401727505,179.0525366581414
disaggregation,10,20,396,11.631822232204918,13.47025942797889,33.47520436077253,-58.00164302896444,-38.10259440980646,-7.9824252534325995,35.2535198787847,71.86211401105277,88.65707400739835,-90.35126460790424,164.518343747604
disaggregation,10,25,396,11.036812886934682,13.170028966127699,32.81937152915759,-58.17919090139293,-35.73812654200717,-9.482633611647925,34.56858747508803,69.66508591696257,85.96524288212535,-90.93413868375849,153.29909907369188
disaggregation,10,30,396,11.620945636575737,12.908994907106822,32.360191123557556,-58.3748860070184,-34.67557595608447,-10.015352213462808,34.983156862151155,68.3799392658539,85.15815426200098,-91.45245131180728,144.33027906269504
disaggregation,10,60,396,8.427156571339847,11.495656121351116,30.5798734149943,-59.51526840579157,-30.926457382216533,-10.364846067506353,32.936680610351225,67.1117224176618,79.86984501061602,-93.63381471841208,113.35237209464783
disaggregation,10,120,396,6.801628202373631,8.93757779332965,27.93465026342507,-60.938417796180616,-29.75583335742292,-11.299350743749878,28.24805025749657,58.64315426818179,72.47373603680899,-95.75617372082591,88.59503152996895
disaggregation,10,180,396,3.6183141756477992,6.840305685258777,25.901520216865507,-59.65440492318315,-28.461888323114074,-11.216195392229539,24.693670620343344,52.95304023520313,68.60728203339103,-96.79581479670729,76.77302536098699
disaggregation,10,240,396,2.2128801161555387,5.134297161531931,24.346322834891158,-61.325111523686196,-27.722024182210827,-11.555285093637575,22.380246871231197,48.05155054709637,63.047747438293584,-97.41545182887252,69.34468116993538
disaggregation,10,360,396,1.463468693128331,2.532923682499644,22.268015491561602,-61.93995958668731,-26.180786564050187,-12.79947872112539,17.719420807364962,39.870464082178074,52.785661798226016,-98.12350119765215,59.96170096984745
disaggregation,10,480,396,-0.39138896379539156,0.6276890362702428,21.120983455394274,-59.976146853755964,-27.645550549342275,-13.049440945142955,14.47211987725176,35.999847612850715,47.751440046691314,-98.5190916777328,53.93005699057335
disaggregation,10,720,396,-2.9594938563470503,-2.019325432390737,20.41029440118542,-56.670799281350476,-29.76913156975388,-15.736734322742532,12.937120828695772,29.798998798970736,42.81780213775762,-98.94988043239273,59.55047405565461
disaggregation,10,1440,396,-8.379267148107097,-6.104599831929685,22.65483612399328,-64.26284765426534,-36.688705839030945,-20.88788367908282,7.783765719712362,32.819390498950284,46.391671680765505,-99.4271868256405,86.94254849444961
disaggregation,10,2880,396,-15.580423922313262,-9.271770227233459,29.01015601313576,-70.75396168731882,-43.363546865210665,-27.765522109100118,3.636967639993734,50.43291076039262,70.12364610938938,-99.69177320042525,121.22351691288468
disaggregation,10,10080,396,-26.362165177556687,-12.033652740136366,47.02721527225768,-75.1211859359607,-57.69711986682868,-39.96223409055617,-3.3453221691213617,92.3477926436612,127.29525855024639,-99.90097678277736,203.2775134779933
disaggregation,25,5,396,13.27968337217786,17.587236701170678,47.49122826632508,-66.69621232577315,-51.83033588879334,-9.769870473149048,39.29824355982687,88.51552590649433,151.32196026164112,-88.05252294944027,378.52456498832726
disaggregation,25,10,396,14.427823811671988,15.856436119979747,38.97288595355831,-64.39535307265797,-47.38285652537611,-8.968564699649006,39.52607134335177,81.75078541758293,96.35431231278632,-88.88632870593536,206.21949224535263
disaggregation,25,15,396,13.359263123970322,15.209485780181184,36.583678934713966,-63.93384988754524,-42.923804527658234,-9.071681391229106,37.40102815045278,76.17702040370298,96.21009673281519,-89.63209568768275,185.99482370688233
disaggregation,25,20,396,13.124454858145068,14.836682616836573,35.58124254653235,-65.2262653003968,-40.29574665280198,-8.79984177595943,38.47825631455273,73.91828682278305,95.91422043041382,-90.29346456792968,171.0990482054283
disaggregation,25,25,396,12.328401761868646,14.553791324014027,35.01910815556632,-66.02169362951405,-37.19717066277228,-9.964254601869248,37.93451349662771,71.70589476042349,94.19251682061851,-90.8798303080814,159.60069043715362
disaggregation,25,30,396,11.656703121993857,14.303304123353131,34.62483525022889,-66.51365448398728,-36.06922718732362,-10.428100566296768,37.36086384086852,71.37511908729249,93.38444498669796,-91.40124784982129,150.40874354205638
disaggregation,25,60,396,10.184124092054265,12.897253956368408,32.99755581446178,-66.89418242488334,-33.13135601972446,-10.924018836498282,36.3326822684523,67.89695018788709,86.83754188277432,-93.59567855353572,125.56383855838554
disaggregation,25,120,396,6.790885830713488,10.295258840653805,30.403839027132033,-64.73895318655886,-31.573401235861937,-10.66972709174472,31.36661968848105,64.7068894166733,78.50433647265274,-95.730751391514,112.40225608722568
disaggregation,25,180,396,4.236142256995575,8.151583954967089,28.365567740719726,-64.36217957222446,-29.760638502757704,-11.396366080759844,28.10994919051606,57.21868054494895,78.28107806366422,-96.77662036082423,101.03492269376908
disaggregation,25,240,396,3.2522367716588025,6.40512287240171,26.785190846343387,-65.7433410720557,-28.321314600521628,-12.288426500730846,24.995488854529118,53.06277681553478,73.91820822531815,-97.39996928307384,92.16928888291778
disaggregation,25,360,396,2.2649753391551153,3.738573259142313,24.622885648647376,-66.97319701981301,-27.928357043519917,-12.61988765055182,20.783035227188883,46.580836782214405,63.946242989673685,-98.11226016954014,79.21378204261407
disaggregation,25,480,396,0.17819399546611878,1.7829279761548553,23.36371307637329,-65.28180145216068,-29.11607469367581,-14.577842276055371,17.82505060349027,40.70872169550091,55.61130698644123,-98.51022040530722,69.99514647715074
disaggregation,25,720,396,-1.5850931259257044,-0.9386483468204817,22.392860516427156,-62.48148198894684,-31.85763485242389,-15.858095525920481,14.387557655576723,35.85955398720881,50.09681587710682,-98.9435897683296,71.97470985658069
disaggregation,25,1440,396,-7.660182119231166,-5.154784473579148,23.970897945951656,-61.79937742631887,-38.3223237550429,-21.63184801845474,9.617828743884807,32.735491549787376,49.96613254948791,-99.42375543043374,101.50522802884231
disaggregation,25,2880,396,-14.236485176155444,-8.451304693116583,29.705514574011623,-68.88843847723824,-44.26804535158373,-27.88894110064149,6.089213837413468,49.64461933599008,72.9783995861605,-99.68992679044375,138.45665729862887
disaggregation,25,10080,396,-24.962319481806375,-11.438031214098576,47.09265328380368,-78.53320137699592,-59.40631982447788,-39.31316208960528,-2.4957380655982666,93.97018390272999,128.28229346386817,-99.90038359147495,226.90259655477936
disaggregation,50,5,396,14.368671901365914,18.67611045110317,49.27186018769603,-69.42377830434872,-52.56924078478965,-10.471095976187499,42.14690698467702,93.38216809164018,150.33897016485403,-87.99842136307731,408.29116513521313
disaggregation,50,10,396,14.48696982118258,17.010704339556636,40.890740302722456,-67.50102265241767,-46.39337893662058,-10.704647160585655,42.356046138586606,84.78980354531078,105.32852565178507,-88.83600283003865,219.91574856148068
disaggregation,50,15,396,14.513725491043989,16.402776242661076,38.68641705306817,-66.46249516844635,-42.384542783801656,-10.131203404242328,40.84312863307428,78.105422278199,104.79831946547661,-89.58514685755051,191.36097313593535
disaggregation,50,20,396,14.411431087984733,16.05328896686707,37.81128747626362,-67.63151537885193,-40.770232735464184,-10.656337690768213,40.20044532535665,77.2121943652721,111.0346732325625,-90.24951060486777,176.18570671165133
disaggregation,50,25,396,13.558245113874364,15.784607621331133,37.334517233082046,-68.37126301900794,-38.22107611734182,-10.774849524013355,40.398722445628806,76.8449979853435,103.8543468933429,-90.83853157646267,164.47160410865015
disaggregation,50,30,396,12.694362664806482,15.54274964712886,36.99907555273547,-68.82866437392867,-37.612669280869866,-10.794731507283185,40.37716403182907,75.99318773233536,103.00659246337233,-91.36231024566453,155.10718779629678
disaggregation,50,60,396,10.52998157406919,14.142171909329896,35.51081339734091,-69.1808279237208,-34.73786550156022,-12.064647267149477,37.17834433618352,75.24743122793198,96.13684748527389,-93.5666779579819,150.86217158111754
disaggregation,50,120,396,7.038663411691694,11.502348643576562,32.95944829360569,-67.17228877266217,-32.78160897116987,-11.85894772698933,33.50139573676058,69.0406034710578,97.52068974224504,-95.71141901520397,136.224438949588
disaggregation,50,180,396,4.8247780819462065,9.31884151026101,30.90957603436147,-67.45127312148617,-30.95024311386164,-12.127900157672805,29.499126341481173,61.403214712073094,91.69481954898974,-96.76202397773919,123.58219115670455
disaggregation,50,240,396,3.303985889601523,7.537692459866367,29.300600148512135,-68.71467340505052,-30.02984549289799,-12.590528241917466,26.676961641163388,56.66863810749763,86.80481685965287,-97.38819560183698,113.72222351097103
disaggregation,50,360,396,1.470575644754286,4.815363796371382,27.056640725250514,-70.33299922442467,-30.258112879988815,-13.209997576315624,23.543454037211017,49.636131913930356,79.33505591726478,-98.10371194475292,99.3136791243168
disaggregation,50,480,396,0.05009041418317271,2.816701514983349,25.697132886651776,-68.81646730259786,-30.320506614527474,-14.951483882770887,19.941012816536663,43.41120694017946,70.32580281433921,-98.50347425806099,89.06111846677835
disaggregation,50,720,396,-1.0123656258962017,0.031755636220407744,24.502482838325395,-66.30530710140667,-33.304866929844806,-16.671818785511658,16.755590114944688,38.61879931203038,59.056338403634015,-98.93880604125974,82.01576765072572
disaggregation,50,1440,396,-6.46599433537468,-4.294663194123246,25.495063842399144,-60.99049812902702,-40.21574971391635,-21.542891032042174,11.833486832313808,37.377894604520385,56.34469921069755,-99.42114603053997,113.27047910644166
disaggregation,50,2880,396,-13.394135846258056,-7.698708928845761,30.642402379097938,-67.12344028021094,-46.41648842779266,-27.99892093139869,8.016172267035811,49.231809845936155,75.23849736979072,-99.68852269044383,152.37938511907961
disaggregation,50,10080,396,-24.702119568400583,-10.867831651496695,47.4174047081235,-77.41449929378551,-60.50494771848743,-39.07115988357018,0.38533651332332947,93.5281004170236,131.40291576702302,-99.89993249994271,245.98940221242535
disaggregation,75,5,396,14.893636571269582,19.384247748703288,50.51450080540631,-70.87498991813457,-53.51787464864036,-10.93125573094147,43.37720580297797,95.50603286789865,150.90665562474334,-87.96666046559405,426.554644449323
disaggregation,75,10,396,14.780744445432475,17.759176857704055,42.24418043470745,-69.18231076164918,-46.0211984585485,-11.652367663566931,43.382816623069644,90.71004105254016,117.36914610659785,-88.80645850255095,231.410685040568
disaggregation,75,15,396,15.007813459252509,17.17538269599483,40.16286377681274,-68.19577333563886,-42.78819100624825,-10.723113602850642,41.962564800692704,82.22438924205122,116.2607945638257,-89.55758505980977,194.54652396842573
disaggregation,75,20,396,14.821240125313633,16.840345218738804,39.37015146223897,-68.9597427996305,-41.236739697121486,-11.080260693132185,41.16763951108615,79.7188480059057,119.91306642688153,-90.22370697490713,179.20534107952105
disaggregation,75,25,396,14.065333049257156,16.580482547875036,38.94820155551088,-69.66877395717437,-39.52636971840693,-11.344019230618144,40.59689748350681,81.72377392754474,110.00226708489404,-90.81428672766411,167.36316411948704
disaggregation,75,30,396,13.130595385299122,16.34398308784625,38.65047770968181,-70.07440292230702,-38.36618577039303,-10.83005585793273,41.49542372159422,81.9006909828235,109.2985016885418,-91.33945152123509,165.78112730695076
disaggregation,75,60,396,10.971648265435498,14.946717497503155,37.25129051441145,-70.35867140784377,-35.55399292808437,-12.67214607712243,40.492991911900305,81.19932801030656,103.90184290025991,-93.54965285753178,166.95642711125512
disaggregation,75,120,396,7.048406914243907,12.282922811564589,34.7239054970135,-68.51629314076855,-34.08690479429954,-12.60881726148229,34.268083735874626,73.20907946738126,106.14114693387285,-95.70006974315173,151.37959948637183
disaggregation,75,180,396,5.064721677328668,10.074157008128926,32.66198373651672,-69.13242564371909,-32.04945277845477,-12.745490623128065,30.58805640606896,66.11667158039,99.85265004781112,-96.75345501963731,137.92627856448058
disaggregation,75,240,396,3.636262108317262,8.271008169265105,31.03055360502811,-70.3316428174297,-30.95607717701256,-12.715809945284715,27.743827551269426,60.551608143239704,94.7517482836249,-97.38128374013561,127.43373711214585
disaggregation,75,360,396,1.2554919282417176,5.513326634416367,28.728969221368658,-72.13739645237662,-31.71067663627803,-13.396012336302228,24.214638453545852,53.58681480475413,87.296251992357,-98.09869362071876,112.100801480233
disaggregation,75,480,396,0.6400115931203946,3.487437728825796,27.30348908575436,-70.71466031928668,-31.622316379257363,-14.57606181795276,21.00501702307519,48.72016817536055,79.85896887124362,-98.49951386234066,101.19047990951798
disaggregation,75,720,396,-0.6507295783711748,0.6624701879504681,25.968307316709762,-68.35861757815593,-34.40908441821051,-16.800985188503823,17.33834396018834,43.00565661617211,71.04052711542728,-98.9359977046606,88.15903490911599
disaggregation,75,1440,396,-5.791589284604735,-3.7332648149872916,26.596555131075643,-63.371561288851616,-41.42035411214253,-21.67750540661409,13.25888378266146,41.22341467106326,62.82889405255665,-99.41961415526438,120.46863324652664
disaggregation,75,2880,396,-12.501862087687236,-7.204348741316196,31.36200851144724,-66.03507002105803,-47.27208144615473,-28.006512915029695,8.628114527512729,49.75959836841913,77.2683527330751,-99.68769839897382,160.89751535200466
disaggregation,75,10080,396,-23.63204545954172,-10.485501550156043,47.724192338190285,-76.67087005098412,-60.9612971197439,-38.82892561865205,0.9232236447208949,93.91090013345354,133.8984753501949,-99.89966768197944,257.6669914333784
disaggregation,100,5,396,15.40657951126736,19.919262387368633,51.488230348923274,-70.51816599696201,-54.02231055566497,-10.699426606485142,43.747300080156954,98.20674414846113,151.310227468856,-87.9440747892886,439.9093953741222
disaggregation,100,10,396,15.424058187965713,18.323824101416893,43.30929574834141,-70.32209050725497,-45.975209716294465,-11.876033861993662,45.327281934035895,91.61763289843822,123.94371883560144,-88.78544906421091,239.8160940502303
disaggregation,100,15,396,15.59853045630954,17.757788734567317,41.32120484672009,-69.37086289113647,-43.484473442620526,-11.284716666147276,42.85830453589783,83.23877890855243,124.78188754387232,-89.5379854297144,196.82780816244676
disaggregation,100,20,396,15.103911137205575,17.43339970846284,40.5901310301854,-69.85240401816068,-41.56515056750107,-11.408678277187304,41.76832471213505,83.32603774325523,126.34558729142198,-90.20535760571494,181.3678066992452
disaggregation,100,25,396,14.508078106909492,17.18004383207062,40.20903956704992,-70.48574203380143,-40.64777969723255,-11.210010856659002,40.816212819882665,84.65459406196777,117.9975407270882,-90.79704583239888,173.5753752011295
disaggregation,100,30,396,13.046066995511271,16.94750217754966,39.93942012753138,-70.87484499423519,-38.31590282757911,-11.337956600971669,42.59142926763077,83.62240965759433,117.2668405264268,-91.32319632092185,177.7695505795199
disaggregation,100,60,396,10.425272341345869,15.55267718463786,38.60658074082549,-71.1514781574322,-36.11325526439364,-12.575346050561798,41.38409764899862,85.32252175058314,111.66429042807253,-93.53754603945349,178.99786389787218
disaggregation,100,120,396,6.965795757898694,12.87104479616921,36.095369108058016,-69.38942927677063,-34.82514043501097,-12.69408343069092,35.457606298129576,75.68623209277327,112.4853965000552,-95.69199909637578,162.71842204035647
disaggregation,100,180,396,5.283298767167993,10.643455254256056,34.022022011857985,-70.27221437894663,-32.3344240904152,-12.753126439265792,31.838710203364617,69.85422105116797,105.85168721335407,-96.74736149806519,148.658270576103
disaggregation,100,240,396,4.13409549938131,8.823904773974922,32.37163496685037,-71.42787666367539,-31.64714977514992,-13.32572989040724,28.679001656711677,64.29543514666202,100.59560261640809,-97.3763686060108,137.69244861130244
disaggregation,100,360,396,1.948037637159545,6.03987107927847,30.024084300458256,-73.20643452588715,-32.27111768180548,-12.958317049955795,24.567530919749306,57.283488441204135,92.91329194497852,-98.09512501116384,121.66789983052166
disaggregation,100,480,396,-0.12313859228785151,3.9937007389067074,28.548192973580125,-71.9908712536835,-32.82227826179528,-14.84251788648891,22.134964935180736,51.844648397067274,86.94583481713768,-98.49669756233442,110.26545320053366
disaggregation,100,720,396,-0.9119477406288409,1.1389550805934132,27.109030235622647,-69.73904703339522,-35.36675320588341,-17.011139502261866,18.545056045213084,45.537812192826976,79.3445413472065,-98.93400065210824,94.5417335275808
disaggregation,100,1440,396,-5.870722302658125,-3.308215777823728,27.471338679834105,-64.97221456111308,-42.15070092225304,-21.722083775721593,13.987167694505299,43.52260402417187,67.59210276673457,-99.41852481453864,125.72266587436036
disaggregation,100,2880,396,-12.571575854024926,-6.828813884368085,31.951456234946306,-65.2369718825438,-47.85544559028786,-27.84304043535389,10.623506565473253,50.52589181356866,79.63866722141239,-99.68711223227835,167.11501685321556
disaggregation,100,10080,396,-23.031990613128315,-10.191987784857155,47.99650585870576,-76.12543367584857,-61.245787567892364,-38.73822017519853,1.475898559353436,93.81613637598915,135.6855094383698,-99.89947936573927,266.1906259078971
disaggregation,500,5,396,17.526777435111946,23.43413159355038,58.405756711764546,-73.93503147517413,-53.18563677761853,-12.98793384143668,50.037157611345116,120.32409843326032,171.14079421037584,-92.74386400327005,521.1188773275501
disaggregation,500,10,396,16.368275057604126,22.022349760489803,50.910657273390406,-73.2385543567348,-46.76716616609214,-14.751007759090482,52.78664071683919,108.19040930529621,168.37565713048812,-92.66914432609767,290.92890889230966
disaggregation,500,15,396,16.39258989705537,21.56682481235946,49.521437272967816,-73.31241654514119,-44.665847775572146,-14.096972148508227,49.38425976795578,110.12585040766979,169.99082794929257,-92.6539251977418,223.58526372745007
disaggregation,500,20,396,15.483958396693868,21.30901544709034,49.17733491071093,-74.1751018289136,-43.01605587609697,-13.32697967523559,46.96964025144715,107.74933532741898,166.18852839879554,-92.66560762564526,240.59352523442962
disaggregation,500,25,396,15.030145086936736,21.096542902226094,49.052057305124556,-73.96955336732869,-41.37538245155804,-13.103472198825092,46.8020422509226,111.16919544611252,166.02304199355927,-92.6902712822484,250.1631505725908
disaggregation,500,30,396,14.541412530510618,20.889003194669513,48.95896199909355,-73.71841864450482,-40.82845766616688,-13.362537796256994,46.42991623020262,114.35954926054214,165.48707724642895,-92.72127817307769,255.53149069995573
disaggregation,500,60,396,12.239011182644617,19.51035225784912,48.04427563555083,-73.42074573188422,-39.85890385546,-15.661523334679728,44.14230061256953,112.38760257684534,161.76525739270107,-93.46939404510371,257.10367189911636
disaggregation,500,120,396,8.110584179598721,16.7160288021126,45.60561919010725,-73.99243085932622,-39.080931211042255,-14.807863720800114,41.6787692426364,102.3694772347939,151.538259424644,-95.64656761554279,236.2667795209186
disaggregation,500,180,396,6.144619383021423,14.368522510033028,43.41640563104933,-75.6334524859835,-36.40866535581893,-15.015652482715007,37.12978911606751,92.39802857053385,143.12928727572262,-96.71305969844558,218.2704707134053
disaggregation,500,240,396,4.673936432209521,12.444244116002844,41.605879347390136,-76.6870776034815,-37.237008949661295,-15.017428941654675,33.49707683678356,86.97888417340675,136.7935392429807,-97.34870021362755,204.3337878605035
disaggregation,500,360,396,1.7569412555043273,9.491876782834458,38.91086898487362,-78.29987389397624,-36.893836749606734,-14.897895790779097,29.50784376557526,79.03701975243295,127.61301504816431,-98.07503650759094,186.93247427510033
disaggregation,500,480,396,-0.18892554427863356,7.316286559530482,37.08935301931982,-78.16956656320595,-37.89475853567042,-16.703680889086684,25.989340422928123,74.53631629962187,121.07313556649845,-98.48084397794321,169.91241038086181
disaggregation,500,720,396,-1.4580349739815004,4.271986317408082,34.99613840203885,-76.42138041509722,-39.32630043292889,-18.3773727806125,21.626885184704616,65.14728141616169,115.52137205855978,-98.92275879538043,149.0039400651066
disaggregation,500,1440,396,-4.136620203625734,-0.5005628716490751,33.78307044096036,-72.71900688919779,-46.114075497474914,-22.363309289579767,18.341382739899654,57.53412792776917,96.99781966900173,-99.41239267126986,157.51216875936282
disaggregation,500,2880,396,-11.016475841979505,-4.330873552262203,36.50522247889304,-68.06808614906632,-51.73197409278801,-28.019540359474398,15.622580978428935,60.61373159748368,88.34699773281896,-99.68381256848066,204.73398420853297
disaggregation,500,10080,396,-20.902311920912858,-8.195999273988948,50.42285888344769,-77.73265673749776,-63.06505578566238,-39.64727808029966,7.082259350414385,94.08309996562119,147.12058315535432,-99.8984192913867,317.7628413682597
standard,2,5,512,1.5924073918207746,10.899567891448505,46.53758893635032,-60.572754241766894,-46.01218339063535,-18.813229166281634,31.518793881925415,91.77477232139812,143.31015365127118,-86.8418474889876,326.3236813860945
standard,2,10,512,4.252067934984999,8.761729104164463,35.15099791151916,-49.94611196784548,-39.98313986576409,-13.501382307934476,25.636600855022984,71.89217520104157,125.17989833278388,-86.21016604136172,229.14939885906668
