city_label,integrated_absolute_bias
Dom Pedro (Maranhao),221.41666666666669
Santo Andre (Sao Paulo),221.375
Olimpio Noronha (Minas Gerais),221.375
Maraa (Amazonas),221.20833333333334
Jesuania (Minas Gerais),221.08333333333334
Osorio (Rio Grande do Sul),221.08333333333334
Mafra (Santa Catarina),220.70833333333331
Cambuquira (Minas Gerais),220.66666666666666
Ribas do Rio Pardo (Mato Grosso do Sul),220.625
Vale Verde (Rio Grande do Sul),220.58333333333334
Irineopolis (Santa Catarina),220.54166666666666
Aquidauana (Mato Grosso do Sul),220.5
Maua (Sao Paulo),220.5
Nossa Senhora das Dores (Sergipe),220.45833333333334
Queimados (Rio de Janeiro),220.29166666666669
Caldas (Minas Gerais),220.29166666666666
Coivaras (Piaui),220.25
Coromandel (Minas Gerais),220.04166666666669
Baianopolis (Bahia),219.79166666666669
Ibipitanga (Bahia),219.66666666666669
Salesopolis (Sao Paulo),219.625
Praia Grande (Sao Paulo),219.58333333333331
Morpara (Bahia),219.54166666666669
Cumbe (Sergipe),219.54166666666666
Wanderlandia (Tocantins),219.41666666666669
Corguinho (Mato Grosso do Sul),219.33333333333331
Porto Velho (Rondonia),219.33333333333331
Formosa da Serra Negra (Maranhao),219.25
Ritapolis (Minas Gerais),219.125
Mucuge (Bahia),219.08333333333331
Minacu (Goias),218.95833333333334
Porto Nacional (Tocantins),218.95833333333331
Oeiras (Piaui),218.91666666666666
Itaiopolis (Santa Catarina),218.875
Campo Largo (Parana),218.83333333333334
Nonoai (Rio Grande do Sul),218.83333333333331
Sao Borja (Rio Grande do Sul),218.83333333333331
Dona Emma (Santa Catarina),218.625
Adustina (Bahia),218.58333333333334
Sao Lourenco do Sul (Rio Grande do Sul),218.54166666666669
Mundo Novo (Goias),218.41666666666669
Praia Grande (Santa Catarina),218.375
Mampituba (Rio Grande do Sul),218.375
Serrania (Minas Gerais),218.33333333333331
Japoata (Sergipe),218.29166666666669
Pouso Novo (Rio Grande do Sul),218.25
Poco das Antas (Rio Grande do Sul),218.16666666666666
Colider (Mato Grosso),218.08333333333334
Redencao (Ceara),218.04166666666669
Mulungu (Ceara),218.04166666666669
Currais (Piaui),218.0
Una (Bahia),217.95833333333334
Macieira (Santa Catarina),217.79166666666669
Salto Veloso (Santa Catarina),217.79166666666669
Redencao do Gurgueia (Piaui),217.79166666666666
Miracema do Tocantins (Tocantins),217.66666666666669
Sidrolandia (Mato Grosso do Sul),217.54166666666666
Mato Leitao (Rio Grande do Sul),217.5
Campo Magro (Parana),217.41666666666666
Codo (Maranhao),217.25
Siriri (Sergipe),217.125
Ilha Grande (Piaui),217.08333333333334
Cantagalo (Rio de Janeiro),216.83333333333331
Cidade Ocidental (Goias),216.83333333333331
Eugenopolis (Minas Gerais),216.79166666666669
Serafina Correa (Rio Grande do Sul),216.79166666666666
Aguas Vermelhas (Minas Gerais),216.66666666666666
Fatima (Bahia),216.58333333333334
Comercinho (Minas Gerais),216.58333333333334
Joao Neiva (Espirito Santo),216.58333333333334
Presidente Getulio (Santa Catarina),216.58333333333334
Rio do Sul (Santa Catarina),216.54166666666666
Pracuuba (Amapa),216.41666666666669
Sao Sebastiao do Tocantins (Tocantins),216.41666666666666
Japura (Amazonas),216.33333333333331
Esperantina (Tocantins),216.16666666666669
Nossa Senhora da Gloria (Sergipe),216.16666666666666
Trairao (Para),216.16666666666666
Bananal (Sao Paulo),216.16666666666666
Barra do Pirai (Rio de Janeiro),216.08333333333334
Patrocinio do Muriae (Minas Gerais),216.04166666666669
Santo Antonio do Leste (Mato Grosso),215.95833333333331
Anastacio (Mato Grosso do Sul),215.79166666666669
Quarai (Rio Grande do Sul),215.79166666666666
Uberlandia (Minas Gerais),215.79166666666666
Lavrinhas (Sao Paulo),215.75
Aurora (Santa Catarina),215.70833333333334
Diamantino (Mato Grosso),215.70833333333331
Bom Principio do Piaui (Piaui),215.66666666666669
Itaobim (Minas Gerais),215.625
Ibituruna (Minas Gerais),215.625
Tunapolis (Santa Catarina),215.33333333333334
Santa Helena (Santa Catarina),215.33333333333334
Sao Jose do Vale do Rio Preto (Rio de Janeiro),215.33333333333334
Piratini (Rio Grande do Sul),215.25
Santos (Sao Paulo),215.25
Campo Grande (Mato Grosso do Sul),215.125
Rio Grande da Serra (Sao Paulo),215.08333333333334
Poa (Sao Paulo),215.0
Ferraz de Vasconcelos (Sao Paulo),215.0
Abadiania (Goias),214.91666666666669
Peruibe (Sao Paulo),214.875
Sucupira do Norte (Maranhao),214.75
Capela (Sergipe),214.45833333333334
Nova Crixas (Goias),214.375
Camapua (Mato Grosso do Sul),214.375
Canudos do Vale (Rio Grande do Sul),214.33333333333331
Rio Quente (Goias),214.125
Lajedo do Tabocal (Bahia),214.08333333333331
Pium (Tocantins),214.04166666666669
Novo Alegre (Tocantins),214.0
Barra do Choca (Bahia),213.95833333333334
Catuti (Minas Gerais),213.95833333333331
Pai Pedro (Minas Gerais),213.875
Bandeira do Sul (Minas Gerais),213.79166666666666
Alenquer (Para),213.70833333333331
Pedralva (Minas Gerais),213.66666666666666
Ibirama (Santa Catarina),213.45833333333334
Varzea da Palma (Minas Gerais),213.41666666666666
Patis (Minas Gerais),213.375
Baixa Grande do Ribeiro (Piaui),213.25
Sumidouro (Rio de Janeiro),213.125
Guaruja (Sao Paulo),213.08333333333334
Irajuba (Bahia),212.95833333333334
Serio (Rio Grande do Sul),212.91666666666669
Vicente Dutra (Rio Grande do Sul),212.875
Sao Sebastiao (Sao Paulo),212.75
Bom Jesus (Piaui),212.70833333333331
Itaqui (Rio Grande do Sul),212.66666666666669
Sao Jose do Herval (Rio Grande do Sul),212.625
Jaraguari (Mato Grosso do Sul),212.625
Itacarambi (Minas Gerais),212.54166666666669
Treze Tilias (Santa Catarina),212.25
Aratuba (Ceara),212.04166666666669
Rio Verde de Mato Grosso (Mato Grosso do Sul),212.0
Dois Irmaos do Buriti (Mato Grosso do Sul),211.875
Jacinto Machado (Santa Catarina),211.83333333333334
Pirambu (Sergipe),211.66666666666666
Taquari (Rio Grande do Sul),211.625
Arroio Trinta (Santa Catarina),211.5
Matos Costa (Santa Catarina),211.45833333333331
Imbuia (Santa Catarina),211.45833333333331
Vitor Meireles (Santa Catarina),211.25
Morrinhos do Sul (Rio Grande do Sul),211.25
Porto Uniao (Santa Catarina),211.125
Jurema (Piaui),211.125
Porto dos Gauchos (Mato Grosso),211.0
Porciuncula (Rio de Janeiro),211.0
Sao Pedro da Agua Branca (Maranhao),210.79166666666666
Progresso (Rio Grande do Sul),210.75
Babaculandia (Tocantins),210.70833333333334
Nossa Senhora Aparecida (Sergipe),210.375
Santo Cristo (Rio Grande do Sul),210.33333333333331
Santa Rita de Ibitipoca (Minas Gerais),210.33333333333331
Dianopolis (Tocantins),210.25
Fama (Minas Gerais),210.125
Arroio do Sal (Rio Grande do Sul),210.04166666666666
Castelo (Espirito Santo),210.0
Ilopolis (Rio Grande do Sul),209.95833333333331
Sao Goncalo do Piaui (Piaui),209.83333333333331
Riachuelo (Sergipe),209.75
Areia Branca (Sergipe),209.75
Rosario do Catete (Sergipe),209.75
Japaratuba (Sergipe),209.75
Maruim (Sergipe),209.75
Carmopolis (Sergipe),209.75
General Maynard (Sergipe),209.75
Divina Pastora (Sergipe),209.625
Itabaiana (Sergipe),209.54166666666669
Macambira (Sergipe),209.54166666666669
Tres Rios (Rio de Janeiro),209.5
Malhador (Sergipe),209.45833333333334
Moita Bonita (Sergipe),209.45833333333334
Santa Rosa de Lima (Sergipe),209.45833333333334
Itaquaquecetuba (Sao Paulo),209.45833333333331
Rio das Ostras (Rio de Janeiro),209.16666666666669
Pinheiral (Rio de Janeiro),209.16666666666666
Ibicui (Bahia),209.0
Nova Redencao (Bahia),208.95833333333331
Cabeceira Grande (Minas Gerais),208.95833333333331
Tabatinga (Amazonas),208.83333333333331
Mojui dos Campos (Para),208.79166666666666
Bom Retiro do Sul (Rio Grande do Sul),208.75
Senador Alexandre Costa (Maranhao),208.66666666666669
Aratiba (Rio Grande do Sul),208.66666666666666
Uarini (Amazonas),208.625
Iuiu (Bahia),208.625
Lagoa do Tocantins (Tocantins),208.54166666666666
Rubim (Minas Gerais),208.54166666666666
Suzano (Sao Paulo),208.375
Pedras Altas (Rio Grande do Sul),208.375
Novo Sao Joaquim (Mato Grosso),208.33333333333331
Nova Itarana (Bahia),208.33333333333331
Fruta de Leite (Minas Gerais),208.25
Palmeirais (Piaui),208.08333333333334
Sao Raimundo Nonato (Piaui),208.08333333333331
Itaete (Bahia),207.91666666666666
Goncalves Dias (Maranhao),207.875
Monsenhor Gil (Piaui),207.83333333333334
Bonito (Bahia),207.83333333333334
Itariri (Sao Paulo),207.75
Venancio Aires (Rio Grande do Sul),207.75
Bom Sucesso (Minas Gerais),207.75
Beneditinos (Piaui),207.5
Bandeirantes (Mato Grosso do Sul),207.25
Itajuba (Minas Gerais),207.25
Jose Boiteux (Santa Catarina),207.20833333333334
Rio Negro (Mato Grosso do Sul),207.16666666666666
Campestre (Minas Gerais),207.125
Paripiranga (Bahia),206.875
Planaltino (Bahia),206.83333333333331
Passo do Sobrado (Rio Grande do Sul),206.79166666666669
Fazenda Vilanova (Rio Grande do Sul),206.75
Jabora (Santa Catarina),206.66666666666669
Duas Barras (Rio de Janeiro),206.625
Antonio Prado de Minas (Minas Gerais),206.625
Cafarnaum (Bahia),206.58333333333334
Penedo (Alagoas),206.54166666666666
Sao Desiderio (Bahia),206.45833333333334
Turvo (Santa Catarina),206.41666666666669
Santana do Jacare (Minas Gerais),206.33333333333334
Sao Paulo de Olivenca (Amazonas),206.29166666666669
Governador Eugenio Barros (Maranhao),206.29166666666666
Carauari (Amazonas),206.29166666666666
Sao Pedro do Piaui (Piaui),206.08333333333334
Pedra Mole (Sergipe),206.04166666666669
Brumado (Bahia),206.04166666666666
Lagoinha do Piaui (Piaui),205.91666666666669
Timbe do Sul (Santa Catarina),205.875
Mogi das Cruzes (Sao Paulo),205.83333333333331
Sao Jose do Povo (Mato Grosso),205.70833333333331
Aquidaba (Sergipe),205.54166666666666
Joaima (Minas Gerais),205.5
Governador Luiz Rocha (Maranhao),205.41666666666666
Frei Paulo (Sergipe),205.375
Sao Miguel do Aleixo (Sergipe),205.33333333333334
Planaltina (Goias),205.29166666666669
Luzerna (Santa Catarina),205.29166666666669
Pirangucu (Minas Gerais),205.29166666666666
Lavandeira (Tocantins),205.16666666666669
Davinopolis (Maranhao),205.08333333333334
Concordia (Santa Catarina),205.08333333333331
Carrasco Bonito (Tocantins),205.08333333333331
Teutonia (Rio Grande do Sul),204.83333333333334
Westfalia (Rio Grande do Sul),204.83333333333334
Campo do Brito (Sergipe),204.83333333333331
Centenario (Tocantins),204.83333333333331
Marcionilio Souza (Bahia),204.58333333333331
Petropolis (Rio de Janeiro),204.54166666666669
Barao de Melgaco (Mato Grosso),204.33333333333331
Imbe (Rio Grande do Sul),204.25
Tramandai (Rio Grande do Sul),204.25
Santa Cruz do Sul (Rio Grande do Sul),204.20833333333334
Santa Barbara do Monte Verde (Minas Gerais),204.16666666666666
Sao Domingos (Sergipe),204.125
Rochedo (Mato Grosso do Sul),204.08333333333331
Benjamin Constant do Sul (Rio Grande do Sul),204.04166666666669
Colorado do Oeste (Rondonia),203.91666666666666
Dom Pedro de Alcantara (Rio Grande do Sul),203.875
Pau DArco (Para),203.66666666666666
Itapiranga (Santa Catarina),203.625
Boqueirao do Leao (Rio Grande do Sul),203.54166666666669
Estacao (Rio Grande do Sul),203.54166666666669
Chaves (Para),203.45833333333331
Araguacu (Tocantins),203.41666666666669
Pinhao (Sergipe),203.41666666666666
Ituporanga (Santa Catarina),203.29166666666666
Sao Joao do Oeste (Santa Catarina),203.25
Mondai (Santa Catarina),203.04166666666666
Maranguape (Ceara),203.04166666666666
Almirante Tamandare (Parana),202.91666666666666
Paverama (Rio Grande do Sul),202.91666666666666
Campos Belos (Goias),202.875
Tanque do Piaui (Piaui),202.83333333333334
Mirassol dOeste (Mato Grosso),202.79166666666666
Bom Jardim de Minas (Minas Gerais),202.75
Campos Verdes (Goias),202.75
Camacan (Bahia),202.66666666666669
Pedra Branca do Amapari (Amapa),202.45833333333331
Mateiros (Tocantins),202.25
Caraibas (Bahia),202.20833333333334
Calmon (Santa Catarina),202.16666666666666
Rio do Pires (Bahia),202.04166666666666
Santo Antonio das Missoes (Rio Grande do Sul),202.04166666666666
Candido Sales (Bahia),202.0
Governador Archer (Maranhao),201.875
Santa Rita de Jacutinga (Minas Gerais),201.79166666666666
Braganca Paulista (Sao Paulo),201.75
Muitos Capoes (Rio Grande do Sul),201.75
Calcoene (Amapa),201.5
Buriti do Tocantins (Tocantins),201.41666666666669
Novo Horizonte (Bahia),201.33333333333334
Nova Olimpia (Mato Grosso),201.25
Santa Luz (Piaui),201.20833333333331
Caracol (Piaui),201.16666666666669
Bertioga (Sao Paulo),201.0
Witmarsum (Santa Catarina),200.875
Mulungu do Morro (Bahia),200.75
Cascavel (Ceara),200.75
Campo Maior (Piaui),200.66666666666666
Arvorezinha (Rio Grande do Sul),200.5
Vila Rica (Mato Grosso),200.41666666666669
Canabrava do Norte (Mato Grosso),200.41666666666666
Miranorte (Tocantins),200.29166666666666
Chapada de Areia (Tocantins),200.29166666666666
Terenos (Mato Grosso do Sul),200.16666666666666
Guaribas (Piaui),200.16666666666666
Beberibe (Ceara),200.125
Lontras (Santa Catarina),200.125
Sao Mateus (Espirito Santo),200.04166666666669
Cocal de Telha (Piaui),199.95833333333331
Sao Jose do Jacuipe (Bahia),199.875
Meleiro (Santa Catarina),199.83333333333334
Sao Joao das Missoes (Minas Gerais),199.83333333333334
Araguari (Minas Gerais),199.83333333333331
Boninal (Bahia),199.54166666666669
Caapiranga (Amazonas),199.33333333333331
Novo Gama (Goias),199.33333333333331
Correntina (Bahia),199.29166666666666
Coronel Pacheco (Minas Gerais),199.08333333333334
Gurupi (Tocantins),198.91666666666666
Japeri (Rio de Janeiro),198.79166666666669
Uibai (Bahia),198.79166666666669
Carmolandia (Tocantins),198.75
Sao Goncalo do Abaete (Minas Gerais),198.75
Aparecida de Goiania (Goias),198.75
Jatoba do Piaui (Piaui),198.66666666666666
Tonantins (Amazonas),198.66666666666666
Seropedica (Rio de Janeiro),198.625
Agricolandia (Piaui),198.41666666666669
Iraquara (Bahia),198.41666666666669
Geminiano (Piaui),198.41666666666666
Andarai (Bahia),198.29166666666669
Sao Jose do Alegre (Minas Gerais),198.125
Tubarao (Santa Catarina),198.08333333333331
Jequitinhonha (Minas Gerais),198.08333333333331
Pirapora (Minas Gerais),198.04166666666669
Nova Canaa do Norte (Mato Grosso),198.04166666666666
Cacador (Santa Catarina),198.0
Caridade (Ceara),197.875
Presidente Figueiredo (Amazonas),197.75
Alto Longa (Piaui),197.70833333333334
Cumari (Goias),197.54166666666666
Belmiro Braga (Minas Gerais),197.5
Ribeiropolis (Sergipe),197.5
Timbo Grande (Santa Catarina),197.41666666666669
Morro Grande (Santa Catarina),197.29166666666666
Dirceu Arcoverde (Piaui),197.25
Santa Maria de Jetiba (Espirito Santo),197.20833333333331
Nova Xavantina (Mato Grosso),197.16666666666669
Biritiba Mirim (Sao Paulo),197.125
Mascote (Bahia),197.08333333333331
Poco Fundo (Minas Gerais),196.91666666666666
Seabra (Bahia),196.83333333333334
Barcelos (Amazonas),196.83333333333334
Nova Veneza (Goias),196.79166666666669
Laje do Muriae (Rio de Janeiro),196.70833333333334
Formosa (Goias),196.625
Breu Branco (Para),196.58333333333334
Santa Terezinha de Goias (Goias),196.5
Novo Airao (Amazonas),196.41666666666669
Wagner (Bahia),196.375
Lencois (Bahia),196.33333333333334
Rio Sono (Tocantins),196.29166666666666
Caucaia (Ceara),196.25
Nova Nazare (Mato Grosso),196.16666666666666
Bariri (Sao Paulo),196.08333333333331
Palmeiras (Bahia),196.04166666666669
Filadelfia (Tocantins),196.04166666666669
Andre da Rocha (Rio Grande do Sul),196.04166666666666
Padre Marcos (Piaui),195.95833333333334
Sao Jose dos Ausentes (Rio Grande do Sul),195.95833333333331
Itapuranga (Goias),195.70833333333331
Machado (Minas Gerais),195.66666666666669
Nova Araca (Rio Grande do Sul),195.45833333333334
Chacara (Minas Gerais),195.45833333333334
Roque Gonzales (Rio Grande do Sul),195.45833333333331
Socorro do Piaui (Piaui),195.45833333333331
Miguel Pereira (Rio de Janeiro),195.33333333333331
Itauba (Mato Grosso),195.16666666666666
Santa Branca (Sao Paulo),195.16666666666666
Santa Rita de Caldas (Minas Gerais),195.08333333333334
Taquaral de Goias (Goias),195.08333333333331
Paracambi (Rio de Janeiro),195.04166666666669
Curral Novo do Piaui (Piaui),195.0
Novo Machado (Rio Grande do Sul),194.95833333333334
Gramado Xavier (Rio Grande do Sul),194.95833333333331
Santa Tereza do Tocantins (Tocantins),194.91666666666666
Gracho Cardoso (Sergipe),194.875
Itanhanga (Mato Grosso),194.75
Olho DAgua do Piaui (Piaui),194.625
Estrela do Norte (Goias),194.45833333333331
Macapa (Amapa),194.16666666666669
Sao Goncalo do Sapucai (Minas Gerais),194.08333333333334
Belterra (Para),193.95833333333334
Carmo da Cachoeira (Minas Gerais),193.95833333333331
Santa Luzia (Bahia),193.875
Igarape-Miri (Para),193.875
Valenca (Bahia),193.75
Araucaria (Parana),193.70833333333334
Bom Jesus dos Perdoes (Sao Paulo),193.625
Piau (Minas Gerais),193.54166666666669
Claudio (Minas Gerais),193.45833333333334
Novorizonte (Minas Gerais),193.45833333333331
Eldorado (Sao Paulo),193.41666666666669
Campos Gerais (Minas Gerais),193.375
Paqueta (Piaui),193.375
General Carneiro (Mato Grosso),193.375
Juazeiro (Bahia),193.33333333333334
Passa Tempo (Minas Gerais),193.29166666666666
Aruja (Sao Paulo),193.29166666666666
Paragominas (Para),193.125
Capitao de Campos (Piaui),193.08333333333331
Torres (Rio Grande do Sul),193.04166666666666
Paraguacu (Minas Gerais),192.95833333333331
Morro Agudo de Goias (Goias),192.91666666666666
Sao Joao do Sul (Santa Catarina),192.875
Pirai (Rio de Janeiro),192.83333333333334
Monte Alegre de Sergipe (Sergipe),192.83333333333334
Araputanga (Mato Grosso),192.79166666666669
Banzae (Bahia),192.79166666666666
Lapao (Bahia),192.66666666666669
Baturite (Ceara),192.54166666666666
Tabai (Rio Grande do Sul),192.54166666666666
Cristina (Minas Gerais),192.54166666666666
Monte Azul (Minas Gerais),192.5
Alegre (Espirito Santo),192.45833333333334
Contenda (Parana),191.875
Sao Joao do Araguaia (Para),191.79166666666669
Rio Negro (Parana),191.70833333333331
Arroio dos Ratos (Rio Grande do Sul),191.58333333333334
Campo do Tenente (Parana),191.54166666666669
Lambari (Minas Gerais),191.45833333333334
Senador La Rocque (Maranhao),191.45833333333331
Labrea (Amazonas),191.375
Carvalhopolis (Minas Gerais),191.29166666666666
Vale do Sol (Rio Grande do Sul),191.25
Ibitinga (Sao Paulo),191.20833333333331
Curimata (Piaui),191.125
Maracacume (Maranhao),191.0
Itororo (Bahia),191.0
Sento Se (Bahia),190.91666666666666
Varzelandia (Minas Gerais),190.79166666666669
Iacu (Bahia),190.70833333333331
Cangucu (Rio Grande do Sul),190.625
Santo Amaro das Brotas (Sergipe),190.5
Sao Joao da Mata (Minas Gerais),190.16666666666666
Crixas (Goias),190.125
Nova Guarita (Mato Grosso),190.08333333333331
Nova Marilandia (Mato Grosso),190.0
Fortuna (Maranhao),189.91666666666666
Luis Correia (Piaui),189.79166666666669
Crisolita (Minas Gerais),189.54166666666666
Joao Pinheiro (Minas Gerais),189.5
Brejoes (Bahia),189.5
Rio Preto da Eva (Amazonas),189.45833333333331
Jacarei (Sao Paulo),189.33333333333331
Arraial (Piaui),189.29166666666669
Caicara (Rio Grande do Sul),189.20833333333331
Miguel Leao (Piaui),189.08333333333334
Joacaba (Santa Catarina),189.08333333333331
Mariano Moro (Rio Grande do Sul),189.04166666666666
Milagres (Bahia),188.95833333333331
Damolandia (Goias),188.91666666666666
Silvania (Goias),188.83333333333334
Santa Brigida (Bahia),188.83333333333334
Santo Antonio do Jacinto (Minas Gerais),188.79166666666669
Irai (Rio Grande do Sul),188.79166666666666
Hugo Napoleao (Piaui),188.66666666666666
Marau (Bahia),188.58333333333334
Cordeiro (Rio de Janeiro),188.54166666666669
Ewbank da Camara (Minas Gerais),188.41666666666666
Santa Isabel do Rio Negro (Amazonas),188.33333333333334
Novo Mundo (Mato Grosso),188.29166666666666
Capao Alto (Santa Catarina),188.125
Amaralina (Goias),187.95833333333334
Vila Boa (Goias),187.95833333333331
Ribeirao Vermelho (Minas Gerais),187.875
Ribeira do Pombal (Bahia),187.83333333333334
Mendes (Rio de Janeiro),187.83333333333331
Santana do Garambeu (Minas Gerais),187.70833333333331
Heliopolis (Bahia),187.54166666666669
Jaciara (Mato Grosso),187.54166666666666
Nova Veneza (Santa Catarina),187.5
Corumbiara (Rondonia),187.5
Codajas (Amazonas),187.41666666666669
Faro (Para),187.41666666666669
Passo de Torres (Santa Catarina),187.375
Angra dos Reis (Rio de Janeiro),187.375
Santa Rosa do Sul (Santa Catarina),187.33333333333334
Turvolandia (Minas Gerais),187.33333333333331
Rondonopolis (Mato Grosso),187.29166666666666
Adrianopolis (Parana),187.29166666666666
Brazopolis (Minas Gerais),187.29166666666666
Conceicao das Pedras (Minas Gerais),187.25
Itaquara (Bahia),187.16666666666666
Sao Ludgero (Santa Catarina),187.125
Sao Raimundo das Mangabeiras (Maranhao),187.08333333333334
Utinga (Bahia),186.95833333333334
Ruropolis (Para),186.875
Mutuipe (Bahia),186.79166666666669
Ocara (Ceara),186.75
Ibicare (Santa Catarina),186.70833333333331
Campo Grande do Piaui (Piaui),186.66666666666666
Santa Rosa de Lima (Santa Catarina),186.58333333333334
Ibitita (Bahia),186.54166666666669
Monsenhor Paulo (Minas Gerais),186.54166666666669
Ribeira do Amparo (Bahia),186.5
Coqueiros do Sul (Rio Grande do Sul),186.45833333333334
Tapurah (Mato Grosso),186.45833333333334
Cambuci (Rio de Janeiro),186.25
Chapadao do Lageado (Santa Catarina),186.20833333333331
Derrubadas (Rio Grande do Sul),186.08333333333334
Passagem Franca do Piaui (Piaui),186.04166666666669
Manaus (Amazonas),186.04166666666669
Pinheiro Machado (Rio Grande do Sul),185.95833333333334
Rio Claro (Rio de Janeiro),185.91666666666666
Colombo (Parana),185.83333333333334
Vera Mendes (Piaui),185.83333333333331
Simao Dias (Sergipe),185.79166666666666
Ponto Belo (Espirito Santo),185.75
Sao Fidelis (Rio de Janeiro),185.66666666666669
Urucara (Amazonas),185.66666666666669
Uaua (Bahia),185.625
Campanha (Minas Gerais),185.625
Presidente Nereu (Santa Catarina),185.58333333333334
Cordislandia (Minas Gerais),185.54166666666666
Placas (Para),185.45833333333331
Goiatins (Tocantins),185.41666666666669
Sao Gabriel do Oeste (Mato Grosso do Sul),185.41666666666666
Rio do Campo (Santa Catarina),185.33333333333334
Ulianopolis (Para),185.25
Santa Ines (Bahia),185.25
Antonio Almeida (Piaui),185.16666666666666
Vera Cruz (Rio Grande do Sul),185.125
Sao Joaquim (Santa Catarina),185.125
Tangara da Serra (Mato Grosso),185.0
Sinimbu (Rio Grande do Sul),185.0
Guararema (Sao Paulo),185.0
Iomere (Santa Catarina),184.95833333333334
Cariri do Tocantins (Tocantins),184.875
Sampaio (Tocantins),184.875
Rio das Antas (Santa Catarina),184.79166666666669
Sao Francisco do Brejao (Maranhao),184.75
Capivari de Baixo (Santa Catarina),184.70833333333334
Alvaraes (Amazonas),184.66666666666669
Forquilhinha (Santa Catarina),184.66666666666666
Itapetinga (Bahia),184.66666666666666
Cachoeira do Arari (Para),184.625
Natercia (Minas Gerais),184.625
Careacu (Minas Gerais),184.5
Maracaja (Santa Catarina),184.5
Pouso Redondo (Santa Catarina),184.45833333333331
Pedro Teixeira (Minas Gerais),184.33333333333334
Indiavai (Mato Grosso),184.25
Tucurui (Para),184.20833333333334
Ascurra (Santa Catarina),184.20833333333334
Mazagao (Amapa),184.20833333333331
Piata (Bahia),183.95833333333334
Dezesseis de Novembro (Rio Grande do Sul),183.95833333333331
Santa Cruz do Arari (Para),183.91666666666669
Sao Sebastiao do Uatuma (Amazonas),183.91666666666669
Entre Rios do Sul (Rio Grande do Sul),183.875
Domingos Martins (Espirito Santo),183.79166666666669
Nhamunda (Amazonas),183.58333333333331
Engenheiro Paulo de Frontin (Rio de Janeiro),183.5
Xique-Xique (Bahia),183.41666666666666
Bom Retiro (Santa Catarina),183.375
Urubici (Santa Catarina),183.29166666666669
Santa Rita do Sapucai (Minas Gerais),183.29166666666666
Laranjal do Jari (Amapa),183.25
Barra do Bugres (Mato Grosso),182.95833333333334
Paramoti (Ceara),182.91666666666666
Aguas Formosas (Minas Gerais),182.83333333333331
Ijaci (Minas Gerais),182.79166666666669
Macambara (Rio Grande do Sul),182.79166666666666
Tangara (Santa Catarina),182.625
Ilhabela (Sao Paulo),182.58333333333331
Rio Negrinho (Santa Catarina),182.375
Barra (Bahia),182.29166666666669
Petrolandia (Santa Catarina),182.29166666666669
Anapu (Para),182.25
Planalto (Rio Grande do Sul),182.25
Eliseu Martins (Piaui),182.20833333333331
Aroazes (Piaui),182.0
Sao Miguel do Araguaia (Goias),181.91666666666669
Cravolandia (Bahia),181.91666666666666
Macuco (Rio de Janeiro),181.83333333333334
Vila Nova do Piaui (Piaui),181.83333333333331
Ermo (Santa Catarina),181.66666666666666
Arataca (Bahia),181.625
Jaguaquara (Bahia),181.58333333333334
Gameleiras (Minas Gerais),181.5
Itaguai (Rio de Janeiro),181.25
Piranguinho (Minas Gerais),181.25
Armazem (Santa Catarina),181.20833333333334
Espirito Santo do Dourado (Minas Gerais),181.20833333333331
Doutor Mauricio Cardoso (Rio Grande do Sul),181.20833333333331
Ibiracu (Espirito Santo),181.08333333333334
Vassouras (Rio de Janeiro),181.08333333333334
Alfredo Wagner (Santa Catarina),181.08333333333331
Videira (Santa Catarina),181.0
Gravatal (Santa Catarina),180.79166666666669
Valenca do Piaui (Piaui),180.75
Pescaria Brava (Santa Catarina),180.70833333333334
Laguna (Santa Catarina),180.66666666666669
Vianopolis (Goias),180.58333333333331
Rorainopolis (Roraima),180.58333333333331
Apuarema (Bahia),180.54166666666666
Santo Antonio do Pinhal (Sao Paulo),180.5
Gameleira de Goias (Goias),180.45833333333334
Curitiba (Parana),180.41666666666666
Lages (Santa Catarina),180.375
Cidreira (Rio Grande do Sul),180.29166666666669
Sao Bento do Sapucai (Sao Paulo),180.25
Imperatriz (Maranhao),180.20833333333331
Patos do Piaui (Piaui),180.125
Monte Carlo (Santa Catarina),180.08333333333334
Barro Duro (Piaui),180.04166666666666
Ametista do Sul (Rio Grande do Sul),180.04166666666666
Francisco Ayres (Piaui),179.875
Boqueirao do Piaui (Piaui),179.79166666666666
Esperanca do Sul (Rio Grande do Sul),179.66666666666666
Santo Antonio do Amparo (Minas Gerais),179.625
Tunas do Parana (Parana),179.54166666666666
Jaguaruna (Santa Catarina),179.5
Herveiras (Rio Grande do Sul),179.5
Alvorada (Tocantins),179.41666666666666
Caldazinha (Goias),179.29166666666669
Uniao da Serra (Rio Grande do Sul),179.20833333333331
Passo Fundo (Rio Grande do Sul),179.125
Treze de Maio (Santa Catarina),179.08333333333334
Itaituba (Para),179.08333333333331
Balneario Gaivota (Santa Catarina),179.04166666666666
Tabatinga (Sao Paulo),178.95833333333334
Nova Friburgo (Rio de Janeiro),178.875
Julio Borges (Piaui),178.58333333333331
Cachoeiro de Itapemirim (Espirito Santo),178.54166666666669
Capitao Eneas (Minas Gerais),178.375
Varzea Branca (Piaui),178.375
Choro (Ceara),178.33333333333331
Pinheiro Preto (Santa Catarina),178.16666666666669
Graca Aranha (Maranhao),177.91666666666669
Capistrano (Ceara),177.75
