city_label,integrated_absolute_bias
Sao Sebastiao da Amoreira (Parana),332.5
Aragarcas (Goias),332.45833333333337
Cruzalia (Sao Paulo),332.33333333333337
Castilho (Sao Paulo),332.29166666666663
Pindamonhangaba (Sao Paulo),332.25
Guaratingueta (Sao Paulo),332.25
Nova Maringa (Mato Grosso),331.83333333333337
Mirandopolis (Sao Paulo),331.7916666666667
Vicosa (Minas Gerais),331.79166666666663
Guimaraes (Maranhao),331.75
Nova Tebas (Parana),331.75
Morungaba (Sao Paulo),331.6666666666667
Bonito de Minas (Minas Gerais),331.54166666666663
Porto Firme (Minas Gerais),331.54166666666663
Jataizinho (Parana),331.5
Ibipora (Parana),331.5
Antonio Carlos (Minas Gerais),331.1666666666667
Veranopolis (Rio Grande do Sul),331.08333333333337
Lago da Pedra (Maranhao),330.83333333333337
Lamim (Minas Gerais),330.45833333333337
Dom Bosco (Minas Gerais),330.41666666666663
Colatina (Espirito Santo),330.29166666666663
Barbosa Ferraz (Parana),330.29166666666663
Campanario (Minas Gerais),330.16666666666663
Planura (Minas Gerais),330.0416666666667
Dom Expedito Lopes (Piaui),330.0
Rosana (Sao Paulo),330.0
Caranaiba (Minas Gerais),330.0
Pote (Minas Gerais),329.875
Ladainha (Minas Gerais),329.70833333333337
Itumbiara (Goias),329.66666666666663
Senador Firmino (Minas Gerais),329.45833333333337
Vespasiano Correa (Rio Grande do Sul),329.45833333333337
Sitio do Mato (Bahia),329.375
Ventania (Parana),329.2916666666667
Presidente Bernardes (Minas Gerais),329.2916666666667
Itaocara (Rio de Janeiro),329.29166666666663
Novo Planalto (Goias),329.2083333333333
Cajamar (Sao Paulo),328.7083333333333
Francisco Badaro (Minas Gerais),328.7083333333333
Bento de Abreu (Sao Paulo),328.66666666666663
Conceicao do Tocantins (Tocantins),328.45833333333337
Virgem da Lapa (Minas Gerais),328.3333333333333
Valparaiso (Sao Paulo),328.25
Arraias (Tocantins),328.2083333333333
Ibiuna (Sao Paulo),328.0416666666667
Divino de Sao Lourenco (Espirito Santo),327.91666666666663
Sertanopolis (Parana),327.875
Lago dos Rodrigues (Maranhao),327.83333333333337
Carangola (Minas Gerais),327.83333333333337
Canas (Sao Paulo),327.7916666666667
Sao Francisco do Gloria (Minas Gerais),327.75
Guaira (Sao Paulo),327.75
Osvaldo Cruz (Sao Paulo),327.7083333333333
Marialva (Parana),327.625
Baliza (Goias),327.54166666666663
Iepe (Sao Paulo),327.54166666666663
Taubate (Sao Paulo),327.5
Salmourao (Sao Paulo),327.4583333333333
Riozinho (Rio Grande do Sul),327.25
Nova Andradina (Mato Grosso do Sul),327.20833333333337
Araguacema (Tocantins),327.08333333333337
Paranapanema (Sao Paulo),327.0
Gandu (Bahia),326.75
Alvorada (Rio Grande do Sul),326.625
Roca Sales (Rio Grande do Sul),326.58333333333337
Catas Altas da Noruega (Minas Gerais),326.5416666666667
Sertaneja (Parana),326.54166666666663
Franco da Rocha (Sao Paulo),326.5
Caieiras (Sao Paulo),326.5
Sao Carlos (Sao Paulo),326.29166666666663
Divinesia (Minas Gerais),326.1666666666667
Murutinga do Sul (Sao Paulo),326.1666666666667
Godoy Moreira (Parana),326.08333333333337
Cruzeiro do Sul (Parana),326.0833333333333
Cascalho Rico (Minas Gerais),325.83333333333337
Lindoia do Sul (Santa Catarina),325.75
Bela Vista (Mato Grosso do Sul),325.70833333333337
Serra do Salitre (Minas Gerais),325.70833333333337
Santo Antonio do Paraiso (Parana),325.625
Manoel Ribas (Parana),325.5
Canutama (Amazonas),325.5
Paula Candido (Minas Gerais),325.5
Capao Bonito (Sao Paulo),325.45833333333337
Sapopema (Parana),325.25
Borborema (Sao Paulo),325.25
Ivaipora (Parana),325.2083333333333
Lago do Junco (Maranhao),325.08333333333337
Jardinopolis (Sao Paulo),325.04166666666663
Clevelandia (Parana),325.04166666666663
Sao Simao (Sao Paulo),325.0
Sanclerlandia (Goias),324.91666666666663
Ibate (Sao Paulo),324.83333333333337
Bom Lugar (Maranhao),324.83333333333337
Buritizal (Sao Paulo),324.75
Bom Jardim (Maranhao),324.75
Teixeira Soares (Parana),324.70833333333337
Igarapava (Sao Paulo),324.70833333333337
Congonhinhas (Parana),324.66666666666663
Sao Roque de Minas (Minas Gerais),324.41666666666663
Bom Sucesso do Sul (Parana),324.25
Sao Joao do Ivai (Parana),324.25
Pirauba (Minas Gerais),324.0833333333333
Sitio Novo do Tocantins (Tocantins),324.0833333333333
Primeiro de Maio (Parana),324.0416666666667
Tocantins (Minas Gerais),324.0
Serra do Ramalho (Bahia),323.95833333333337
Santa Rita do Itueto (Minas Gerais),323.875
Coimbra (Minas Gerais),323.54166666666663
Santa Fe de Minas (Minas Gerais),323.375
Sao Goncalo do Para (Minas Gerais),323.375
Bom Jesus das Selvas (Maranhao),323.375
Sao Pedro do Ivai (Parana),323.33333333333337
Arapua (Parana),323.125
Santa Rita do Passa Quatro (Sao Paulo),323.0
Vitorino Freire (Maranhao),322.95833333333337
Sao Jeronimo da Serra (Parana),322.91666666666663
Caracol (Mato Grosso do Sul),322.875
Mandaguacu (Parana),322.875
Coronel Murta (Minas Gerais),322.83333333333337
Pio XII (Maranhao),322.45833333333337
Arapoti (Parana),322.41666666666663
Baixo Guandu (Espirito Santo),322.25
Conceicao das Alagoas (Minas Gerais),322.1666666666667
Itamaraju (Bahia),322.16666666666663
Sao Vicente de Minas (Minas Gerais),322.125
Itaipe (Minas Gerais),322.125
Grandes Rios (Parana),322.125
Pirassununga (Sao Paulo),322.0833333333333
Sagres (Sao Paulo),321.875
Palmas (Parana),321.875
Aracuai (Minas Gerais),321.79166666666663
Nova Erechim (Santa Catarina),321.58333333333337
Itajobi (Sao Paulo),321.5
Buriti de Goias (Goias),321.45833333333337
Teresina de Goias (Goias),321.45833333333337
Lagamar (Minas Gerais),321.4583333333333
Sao Bento Abade (Minas Gerais),321.375
Tarauaca (Acre),321.16666666666663
Vila Pavao (Espirito Santo),321.16666666666663
Carambei (Parana),321.0
Tamarana (Parana),320.9583333333333
Potiragua (Bahia),320.91666666666663
Silvanopolis (Tocantins),320.875
Itatiba (Sao Paulo),320.41666666666663
Jardim Alegre (Parana),320.375
Ariranha do Ivai (Parana),320.25
Brasileia (Acre),320.125
Bicas (Minas Gerais),319.91666666666663
Belford Roxo (Rio de Janeiro),319.8333333333333
Sao Joao de Meriti (Rio de Janeiro),319.8333333333333
Nova Santa Barbara (Parana),319.58333333333337
Catuji (Minas Gerais),319.58333333333337
Sul Brasil (Santa Catarina),319.41666666666663
Jaborandi (Sao Paulo),319.41666666666663
Ituverava (Sao Paulo),319.375
Lucelia (Sao Paulo),319.375
Cotia (Sao Paulo),319.20833333333337
Galileia (Minas Gerais),319.20833333333337
Estiva Gerbi (Sao Paulo),319.1666666666667
Bom Sucesso (Parana),319.16666666666663
Sao Joao do Caiua (Parana),319.0
Ribeirao Cascalheira (Mato Grosso),318.875
Ribeiro Goncalves (Piaui),318.83333333333337
Pescador (Minas Gerais),318.625
Jandaia do Sul (Parana),318.58333333333337
Guarani de Goias (Goias),318.25
Cotipora (Rio Grande do Sul),318.0833333333333
Barretos (Sao Paulo),317.9166666666667
Sao Miguel do Anta (Minas Gerais),317.875
Dario Meira (Bahia),317.7916666666667
Santa Cruz do Piaui (Piaui),317.625
Alto Taquari (Mato Grosso),317.625
Bom Jesus da Serra (Bahia),317.625
Lobato (Parana),317.5833333333333
Pinhalzinho (Santa Catarina),317.5
Carapicuiba (Sao Paulo),317.29166666666663
Barueri (Sao Paulo),317.29166666666663
Lagoa Grande do Maranhao (Maranhao),317.20833333333337
Bacurituba (Maranhao),317.0833333333333
Serrana (Sao Paulo),317.04166666666663
Prata (Minas Gerais),316.95833333333337
Rio Brilhante (Mato Grosso do Sul),316.5833333333333
Buritinopolis (Goias),316.5
Inubia Paulista (Sao Paulo),316.4583333333333
Piumhi (Minas Gerais),316.375
Santa Adelia (Sao Paulo),316.375
Matao (Sao Paulo),316.29166666666663
Rancharia (Sao Paulo),316.25
Morro Redondo (Rio Grande do Sul),316.1666666666667
Coronel Martins (Santa Catarina),316.1666666666667
Adamantina (Sao Paulo),316.0833333333333
Jau do Tocantins (Tocantins),316.0416666666667
Nova Venecia (Espirito Santo),316.0
Moeda (Minas Gerais),315.95833333333337
Bom Jesus do Araguaia (Mato Grosso),315.9166666666667
Cerrito (Rio Grande do Sul),315.9166666666667
Augusto de Lima (Minas Gerais),315.91666666666663
Nova Modica (Minas Gerais),315.875
Patrocinio Paulista (Sao Paulo),315.83333333333337
Sao Tomas de Aquino (Minas Gerais),315.83333333333337
Pedras de Maria da Cruz (Minas Gerais),315.8333333333333
Faxinal (Parana),315.75
Arapongas (Parana),315.7083333333333
Morada Nova de Minas (Minas Gerais),315.625
Ouro Branco (Minas Gerais),315.625
Maringa (Parana),315.58333333333337
Mandaguari (Parana),315.58333333333337
Fernandes Pinheiro (Parana),315.5416666666667
Itamarati de Minas (Minas Gerais),315.45833333333337
Mata Verde (Minas Gerais),315.4583333333333
Sarandi (Parana),315.375
Alto Paraiso de Goias (Goias),315.33333333333337
Mucuri (Bahia),315.29166666666663
Bela Vista do Paraiso (Parana),315.29166666666663
Redencao da Serra (Sao Paulo),315.20833333333337
Altinopolis (Sao Paulo),315.08333333333337
Lunardelli (Parana),315.08333333333337
Pocao de Pedras (Maranhao),315.0416666666667
Rio Manso (Minas Gerais),314.9583333333333
Porto Ferreira (Sao Paulo),314.875
Itapua do Oeste (Rondonia),314.79166666666663
Sao Joao dAlianca (Goias),314.75
Candeias do Jamari (Rondonia),314.58333333333337
Kalore (Parana),314.58333333333337
Lagoa Formosa (Minas Gerais),314.54166666666663
Aguai (Sao Paulo),314.4166666666667
Guaracai (Sao Paulo),314.41666666666663
Ervalia (Minas Gerais),314.41666666666663
Santa Cecilia do Pavao (Parana),314.25
Maua da Serra (Parana),314.0416666666667
Sao Geraldo (Minas Gerais),314.04166666666663
Conquista (Minas Gerais),313.95833333333337
Nova Campina (Sao Paulo),313.75
Itubera (Bahia),313.625
Pimenta (Minas Gerais),313.625
Dom Inocencio (Piaui),313.625
Ribeiraozinho (Mato Grosso),313.3333333333333
Descoberto (Minas Gerais),313.2916666666667
Guara (Sao Paulo),313.0833333333333
Pitangueiras (Parana),313.04166666666663
Sabaudia (Parana),312.9583333333333
Sao Joaquim da Barra (Sao Paulo),312.875
Vale do Paraiso (Rondonia),312.79166666666663
Atalaia (Parana),312.54166666666663
Munhoz de Melo (Parana),312.41666666666663
Cambira (Parana),312.375
Itaucu (Goias),312.20833333333337
Joselandia (Maranhao),312.1666666666667
Barao (Rio Grande do Sul),312.125
Terra Roxa (Sao Paulo),312.125
Dormentes (Pernambuco),312.0416666666667
Alvorada do Sul (Parana),311.875
Divino das Laranjeiras (Minas Gerais),311.7916666666667
Mangueirinha (Parana),311.41666666666663
Apucarana (Parana),311.33333333333337
Carinhanha (Bahia),311.29166666666663
Tres Lagoas (Mato Grosso do Sul),311.25
Rolandia (Parana),311.25
Cambe (Parana),311.25
Lavinia (Sao Paulo),311.20833333333337
Envira (Amazonas),311.125
Astorga (Parana),311.0833333333333
Sena Madureira (Acre),311.04166666666663
Galvao (Santa Catarina),310.9166666666667
Epitaciolandia (Acre),310.91666666666663
Miracema (Rio de Janeiro),310.91666666666663
Xapuri (Acre),310.91666666666663
Nossa Senhora das Gracas (Parana),310.8333333333333
Sao Geraldo do Baixio (Minas Gerais),310.75
Cruzmaltina (Parana),310.7083333333333
Descalvado (Sao Paulo),310.6666666666667
Santo Antonio do Caiua (Parana),310.625
Adelandia (Goias),310.54166666666663
Florida (Parana),310.54166666666663
Uniflor (Parana),310.5
Santa Fe (Parana),310.375
Carandai (Minas Gerais),310.04166666666663
Itaverava (Minas Gerais),309.58333333333337
Santana dos Montes (Minas Gerais),309.58333333333337
Parana (Tocantins),309.5416666666667
Frei Gaspar (Minas Gerais),309.45833333333337
Araraquara (Sao Paulo),309.4583333333333
Santa Cruz das Palmeiras (Sao Paulo),309.4166666666667
Aracatu (Bahia),309.33333333333337
Mariopolis (Parana),309.20833333333337
Aguas de Chapeco (Santa Catarina),309.1666666666667
Estrela do Sul (Minas Gerais),309.125
Carai (Minas Gerais),308.875
Vilhena (Rondonia),308.83333333333337
Chiador (Minas Gerais),308.79166666666663
Centenario do Sul (Parana),308.7083333333333
Santa Cruz da Esperanca (Sao Paulo),308.6666666666667
Guaraci (Parana),308.625
Padre Paraiso (Minas Gerais),308.54166666666663
Campo Limpo Paulista (Sao Paulo),308.5
Francisco Morato (Sao Paulo),308.5
Tapirai (Sao Paulo),308.5
Colniza (Mato Grosso),308.45833333333337
Uba (Minas Gerais),308.4166666666667
Embu das Artes (Sao Paulo),308.33333333333337
Paulo Ramos (Maranhao),308.3333333333333
Angulo (Parana),308.25
Jaguapita (Parana),308.125
Assis Brasil (Acre),308.08333333333337
Governador Newton Bello (Maranhao),307.9166666666667
Coronel Vivida (Parana),307.875
Serra Azul (Sao Paulo),307.875
Sao Jose do Rio Claro (Mato Grosso),307.875
Vargem Bonita (Minas Gerais),307.79166666666663
Lajeado Novo (Maranhao),307.75
Sitio Novo (Maranhao),307.70833333333337
Riachinho (Tocantins),307.625
Lidianopolis (Parana),307.58333333333337
Borrazopolis (Parana),307.58333333333337
Porecatu (Parana),307.5833333333333
Leopoldina (Minas Gerais),307.45833333333337
Ouro Preto do Oeste (Rondonia),307.41666666666663
Mantena (Minas Gerais),307.20833333333337
Central de Minas (Minas Gerais),307.20833333333337
Tapira (Minas Gerais),307.1666666666667
Pinheiro (Maranhao),306.95833333333337
Bonfim (Minas Gerais),306.95833333333337
Rifaina (Sao Paulo),306.83333333333337
Capitao Gervasio Oliveira (Piaui),306.6666666666667
Taperoa (Bahia),306.625
Florestopolis (Parana),306.54166666666663
Marumbi (Parana),306.5
Lupionopolis (Parana),306.375
Nazario (Goias),306.29166666666663
Itatiba do Sul (Rio Grande do Sul),306.25
Santo Antonio da Patrulha (Rio Grande do Sul),305.91666666666663
Coronel Jose Dias (Piaui),305.875
Prado Ferreira (Parana),305.83333333333337
Josenopolis (Minas Gerais),305.66666666666663
Londrina (Parana),305.66666666666663
Reginopolis (Sao Paulo),305.5
Mambai (Goias),305.45833333333337
Tambau (Sao Paulo),305.33333333333337
Sooretama (Espirito Santo),305.2916666666667
Olho dAgua das Cunhas (Maranhao),305.25
Manoel Urbano (Acre),305.125
Euclides da Cunha Paulista (Sao Paulo),305.125
Marilandia do Sul (Parana),305.0833333333333
Rondon do Para (Para),304.9166666666667
Arceburgo (Minas Gerais),304.91666666666663
Santa Rosa de Viterbo (Sao Paulo),304.875
Honorio Serpa (Parana),304.875
Duque de Caxias (Rio de Janeiro),304.8333333333333
Paranacity (Parana),304.75
Colorado (Parana),304.6666666666667
Cacoal (Rondonia),304.625
Pracinha (Sao Paulo),304.625
Rio Crespo (Rondonia),304.54166666666663
Orlandia (Sao Paulo),304.54166666666663
Theobroma (Rondonia),304.45833333333337
Alcantara (Maranhao),304.45833333333337
Itatinga (Sao Paulo),304.41666666666663
Juina (Mato Grosso),304.3333333333333
Bom Jesus da Lapa (Bahia),304.20833333333337
Sao Joao da Varjota (Piaui),304.20833333333337
Nazaria (Piaui),304.125
Porangatu (Goias),303.83333333333337
Pequeri (Minas Gerais),303.83333333333337
Nantes (Sao Paulo),303.8333333333333
Cafeara (Parana),303.7916666666667
Japonvar (Minas Gerais),303.5416666666667
Barra DAlcantara (Piaui),303.4166666666667
Sao Felix de Minas (Minas Gerais),303.41666666666663
Pedregulho (Sao Paulo),303.375
Saudades (Santa Catarina),303.375
Brotas de Macaubas (Bahia),303.2916666666667
Nova Independencia (Sao Paulo),303.16666666666663
Iguaracu (Parana),302.91666666666663
Barra do Corda (Maranhao),302.7083333333333
Ipixuna (Amazonas),302.66666666666663
Santa Rosa do Purus (Acre),302.66666666666663
Feijo (Acre),302.66666666666663
Renascenca (Parana),302.29166666666663
Guapiara (Sao Paulo),302.20833333333337
Canapolis (Minas Gerais),302.20833333333337
Atalaia do Norte (Amazonas),302.20833333333337
Sao Lourenco da Serra (Sao Paulo),302.16666666666663
Delfinopolis (Minas Gerais),302.0833333333333
Morro Agudo (Sao Paulo),301.83333333333337
Itaueira (Piaui),301.75
Jarinu (Sao Paulo),301.75
Nova Santa Helena (Mato Grosso),301.66666666666663
Cotriguacu (Mato Grosso),301.58333333333337
Sao Joao Batista (Maranhao),301.54166666666663
Agua Doce do Norte (Espirito Santo),301.5
Novo Itacolomi (Parana),301.45833333333337
Pedrinopolis (Minas Gerais),301.41666666666663
Guarani (Minas Gerais),301.375
Cachoeira Paulista (Sao Paulo),301.3333333333333
Araxa (Minas Gerais),301.25
Parnarama (Maranhao),301.125
Cassia dos Coqueiros (Sao Paulo),301.08333333333337
Cajuru (Sao Paulo),301.08333333333337
Rio Bom (Parana),301.0833333333333
Delta (Minas Gerais),301.04166666666663
Indianopolis (Minas Gerais),301.0
Cocos (Bahia),300.95833333333337
Brasilia de Minas (Minas Gerais),300.875
Miraselva (Parana),300.79166666666663
Irani (Santa Catarina),300.45833333333337
Itirapua (Sao Paulo),300.4166666666667
Sao Joao Batista do Gloria (Minas Gerais),300.4166666666667
Sao Lourenco do Oeste (Santa Catarina),300.25
Nova Roma do Sul (Rio Grande do Sul),300.25
Osasco (Sao Paulo),300.20833333333337
Monte Alegre do Piaui (Piaui),300.125
Divinopolis (Minas Gerais),300.04166666666663
Hidrolandia (Goias),300.0
California (Parana),299.9583333333333
Reserva do Iguacu (Parana),299.75
Florida Paulista (Sao Paulo),299.66666666666663
Santos Dumont (Minas Gerais),299.625
Caxambu do Sul (Santa Catarina),299.5833333333333
Chapadao do Sul (Mato Grosso do Sul),299.5
Serrano do Maranhao (Maranhao),299.41666666666663
Espirito Santo do Pinhal (Sao Paulo),299.25
Douradoquara (Minas Gerais),299.0
Urucui (Piaui),298.875
Bacuri (Maranhao),298.8333333333333
Ponte Alta do Tocantins (Tocantins),298.7083333333333
Sao Marcos (Rio Grande do Sul),298.58333333333337
Sacramento (Minas Gerais),298.58333333333337
Dois Lajeados (Rio Grande do Sul),298.5
Lontra (Minas Gerais),298.41666666666663
Gloria DOeste (Mato Grosso),298.41666666666663
Corumba (Mato Grosso do Sul),298.125
Timon (Maranhao),298.125
Irati (Parana),298.08333333333337
Riacho de Santana (Bahia),298.0833333333333
Anicuns (Goias),297.7916666666667
Cassia (Minas Gerais),297.70833333333337
Sao Bernardino (Santa Catarina),297.58333333333337
Amparo (Sao Paulo),297.5
Divisopolis (Minas Gerais),297.125
Sao Francisco do Piaui (Piaui),296.91666666666663
Augustinopolis (Tocantins),296.875
Pacaembu (Sao Paulo),296.875
Tocantinopolis (Tocantins),296.8333333333333
Porto Murtinho (Mato Grosso do Sul),296.79166666666663
Itapira (Sao Paulo),296.70833333333337
Aimores (Minas Gerais),296.58333333333337
Itabirinha (Minas Gerais),296.45833333333337
Sales Oliveira (Sao Paulo),296.29166666666663
Sao Jose do Divino (Minas Gerais),296.20833333333337
Brodowski (Sao Paulo),296.0833333333333
Batatais (Sao Paulo),295.95833333333337
Serra do Navio (Amapa),295.9166666666667
Carmo do Cajuru (Minas Gerais),295.8333333333333
Tuntum (Maranhao),295.7916666666667
Presidente Sarney (Maranhao),295.79166666666663
Coronel Domingos Soares (Parana),295.625
Central do Maranhao (Maranhao),295.45833333333337
Porto Rico do Maranhao (Maranhao),295.45833333333337
Mirinzal (Maranhao),295.29166666666663
Cedral (Maranhao),295.25
Eirunepe (Amazonas),295.125
Aguiarnopolis (Tocantins),295.125
Romaria (Minas Gerais),295.0
Porto Alegre (Rio Grande do Sul),294.95833333333337
Nova Belem (Minas Gerais),294.875
Igarape Grande (Maranhao),294.83333333333337
Barra do Quarai (Rio Grande do Sul),294.7916666666667
Coribe (Bahia),294.79166666666663
Teofilo Otoni (Minas Gerais),294.75
Ibiraci (Minas Gerais),294.66666666666663
Bom Jesus do Tocantins (Para),294.625
Congonhas (Minas Gerais),294.41666666666663
Camamu (Bahia),294.375
Buenopolis (Minas Gerais),294.29166666666663
Claraval (Minas Gerais),294.20833333333337
Campo Ere (Santa Catarina),294.125
Sao Felix do Coribe (Bahia),294.125
Ponte Alta do Bom Jesus (Tocantins),294.08333333333337
Campo Novo do Parecis (Mato Grosso),294.0
Sao Sebastiao do Paraiso (Minas Gerais),293.95833333333337
Novo Horizonte (Santa Catarina),293.83333333333337
Carmo do Rio Claro (Minas Gerais),293.8333333333333
Juvenilia (Minas Gerais),293.70833333333337
Jeriquara (Sao Paulo),293.5833333333333
Santo Antonio da Alegria (Sao Paulo),293.54166666666663
Boa Vista do Sul (Rio Grande do Sul),293.4166666666667
Inaja (Parana),293.375
Cavalcante (Goias),293.3333333333333
Nuporanga (Sao Paulo),293.3333333333333
Itaguaje (Parana),293.25
Campestre de Goias (Goias),293.20833333333337
Conceicao da Barra de Minas (Minas Gerais),293.0833333333333
Itau de Minas (Minas Gerais),292.9166666666667
Modelo (Santa Catarina),292.91666666666663
Serra Alta (Santa Catarina),292.8333333333333
Bom Jesus do Oeste (Santa Catarina),292.8333333333333
Presidente Juscelino (Maranhao),292.7916666666667
Ribeirao Branco (Sao Paulo),292.7916666666667
Nilo Pecanha (Bahia),292.6666666666667
Maranhaozinho (Maranhao),292.58333333333337
Presidente Medici (Maranhao),292.58333333333337
Cristais Paulista (Sao Paulo),292.5416666666667
Fernando Falcao (Maranhao),292.04166666666663
Monte Alegre de Goias (Goias),292.0
Cana Verde (Minas Gerais),291.83333333333337
Luislandia (Minas Gerais),291.79166666666663
Casa Branca (Sao Paulo),291.70833333333337
Ananas (Tocantins),291.54166666666663
Sao Francisco de Paula (Rio Grande do Sul),291.45833333333337
Ze Doca (Maranhao),291.25
Vitorino (Parana),290.75
Irai de Minas (Minas Gerais),290.70833333333337
Taguatinga (Tocantins),290.625
Lagoa da Confusao (Tocantins),290.25
Porto (Piaui),289.9166666666667
Campo Largo do Piaui (Piaui),289.9166666666667
Novo Santo Antonio (Mato Grosso),289.75
Jardim (Mato Grosso do Sul),289.75
Sao Jose da Bela Vista (Sao Paulo),289.58333333333337
Passos (Minas Gerais),289.58333333333337
Mendes Pimentel (Minas Gerais),289.5
Santo Inacio (Parana),289.45833333333337
Martinopolis (Sao Paulo),289.3333333333333
Cunhatai (Santa Catarina),289.20833333333337
Caxias (Maranhao),289.1666666666667
Campo Florido (Minas Gerais),289.0
Guarapuava (Parana),288.9583333333333
Cajazeiras do Piaui (Piaui),288.625
Rio Branco (Acre),288.625
Capetinga (Minas Gerais),288.45833333333337
Novo Jardim (Tocantins),288.4166666666667
Itaguatins (Tocantins),288.375
Pedra Preta (Mato Grosso),288.29166666666663
Pratapolis (Minas Gerais),288.25
Itamogi (Minas Gerais),288.16666666666663
Macaubas (Bahia),288.08333333333337
Sao Luis (Maranhao),287.875
Turilandia (Maranhao),287.70833333333337
Jaguarao (Rio Grande do Sul),287.58333333333337
Torixoreu (Mato Grosso),287.5
Vista Alegre do Prata (Rio Grande do Sul),287.375
Fagundes Varela (Rio Grande do Sul),287.375
Saltinho (Santa Catarina),287.2916666666667
Cururupu (Maranhao),287.25
Caldas Novas (Goias),287.25
Senges (Parana),287.20833333333337
Arealva (Sao Paulo),286.83333333333337
Cruzeiro da Fortaleza (Minas Gerais),286.75
Montenegro (Rio Grande do Sul),286.625
Vargem Grande do Sul (Sao Paulo),286.54166666666663
Bacabeira (Maranhao),286.54166666666663
Bernardo do Mearim (Maranhao),286.25
Lajeado (Tocantins),286.1666666666667
Itobi (Sao Paulo),286.1666666666667
Anchieta (Santa Catarina),286.16666666666663
Campos de Julio (Mato Grosso),286.08333333333337
Fortaleza de Minas (Minas Gerais),286.08333333333337
Almas (Tocantins),285.7083333333333
Lago Verde (Maranhao),285.5833333333333
Ponta Grossa (Parana),285.45833333333337
Alcinopolis (Mato Grosso do Sul),285.45833333333337
Ubatuba (Sao Paulo),285.2916666666667
Sao Jose do Rio Pardo (Sao Paulo),285.29166666666663
Pedra do Indaia (Minas Gerais),285.29166666666663
Estrela do Norte (Sao Paulo),285.25
Itinga (Minas Gerais),285.25
Taipas do Tocantins (Tocantins),285.20833333333337
Barra Bonita (Santa Catarina),285.2083333333333
Mariapolis (Sao Paulo),285.1666666666667
Narandiba (Sao Paulo),285.0
Sao Joao do Pacui (Minas Gerais),285.0
Doutor Ricardo (Rio Grande do Sul),284.9166666666667
Campo do Meio (Minas Gerais),284.8333333333333
Monte Castelo (Sao Paulo),284.5
Ministro Andreazza (Rondonia),284.4583333333333
Taciba (Sao Paulo),284.2916666666667
Paranapoema (Parana),284.20833333333337
Sao Joao do Arraial (Piaui),284.20833333333337
Nossa Senhora dos Remedios (Piaui),284.1666666666667
Luzilandia (Piaui),284.125
Coelho Neto (Maranhao),284.0
Maurilandia do Tocantins (Tocantins),284.0
Tavares (Rio Grande do Sul),283.8333333333333
Tigrinhos (Santa Catarina),283.79166666666663
Rubelita (Minas Gerais),283.70833333333337
Vitoria do Mearim (Maranhao),283.7083333333333
Natividade da Serra (Sao Paulo),283.5416666666667
Faina (Goias),283.54166666666663
Miguel Alves (Piaui),283.54166666666663
Ipiranga do Sul (Rio Grande do Sul),283.5
Cristiano Otoni (Minas Gerais),283.5
Tres Ranchos (Goias),283.4166666666667
Conselheiro Lafaiete (Minas Gerais),283.375
Santa Rita (Maranhao),283.375
Imigrante (Rio Grande do Sul),283.33333333333337
Pirapetinga (Minas Gerais),283.3333333333333
Nova Alvorada do Sul (Mato Grosso do Sul),283.20833333333337
Erval Grande (Rio Grande do Sul),283.20833333333337
Sao Miguel do Oeste (Santa Catarina),283.2083333333333
Franca (Sao Paulo),283.16666666666663
Capixaba (Acre),283.16666666666663
Riachinho (Minas Gerais),283.125
Presidente Epitacio (Sao Paulo),283.0833333333333
Romelandia (Santa Catarina),283.0
Santo Anastacio (Sao Paulo),282.7916666666667
Encantado (Rio Grande do Sul),282.79166666666663
Silveiras (Sao Paulo),282.79166666666663
Jupia (Santa Catarina),282.75
Botupora (Bahia),282.70833333333337
Vargem Bonita (Santa Catarina),282.70833333333337
Araguaiana (Mato Grosso),282.625
Matias Olimpio (Piaui),282.58333333333337
Belo Vale (Minas Gerais),282.4166666666667
Pirapemas (Maranhao),282.2916666666667
Costa Rica (Mato Grosso do Sul),282.25
Dona Euzebia (Minas Gerais),282.08333333333337
Cantanhede (Maranhao),282.0
Conceicao da Aparecida (Minas Gerais),282.0
Serranos (Minas Gerais),281.91666666666663
Catalao (Goias),281.875
Sao Bernardo (Maranhao),281.83333333333337
Coxim (Mato Grosso do Sul),281.75
Cacaulandia (Rondonia),281.70833333333337
Varjao de Minas (Minas Gerais),281.7083333333333
Bom Sucesso de Itarare (Sao Paulo),281.6666666666667
Madeiro (Piaui),281.58333333333337
Sao Jose da Barra (Minas Gerais),281.45833333333337
Abadia dos Dourados (Minas Gerais),281.375
Jaru (Rondonia),281.375
Agua Doce do Maranhao (Maranhao),281.16666666666663
Grao Mogol (Minas Gerais),281.08333333333337
Lajeado (Rio Grande do Sul),280.9166666666667
Jose de Freitas (Piaui),280.875
Pirai do Sul (Parana),280.875
Bujari (Acre),280.7916666666667
Santa Ines (Parana),280.70833333333337
Apicum-Acu (Maranhao),280.625
Sao Joao do Triunfo (Parana),280.58333333333337
Conceicao do Lago-Acu (Maranhao),280.5833333333333
Darcinopolis (Tocantins),280.54166666666663
Aruana (Goias),280.5
Piquerobi (Sao Paulo),280.4166666666667
Ribeirao Grande (Sao Paulo),280.33333333333337
Ribeirao Corrente (Sao Paulo),280.33333333333337
Bela Vista de Goias (Goias),280.33333333333337
Acailandia (Maranhao),280.25
Sao Joao do Paraiso (Maranhao),280.125
Astolfo Dutra (Minas Gerais),280.125
